lat,lon,month,dissolved_oxygen
25.0,-20.0,1,215.2816551724138
25.0,-15.0,1,216.48034482758618
30.0,-80.0,1,199.57034482758624
30.0,-75.0,1,213.00727586206898
30.0,-70.0,1,218.26568965517237
30.0,-65.0,1,217.8440689655172
30.0,-60.0,1,216.75475862068964
30.0,-55.0,1,216.09093103448274
30.0,-50.0,1,220.70275862068965
30.0,-45.0,1,216.94137931034484
30.0,-40.0,1,218.81962068965515
30.0,-35.0,1,224.54206896551722
30.0,-30.0,1,224.00813793103447
30.0,-25.0,1,222.06162068965517
30.0,-20.0,1,226.74965517241378
30.0,-15.0,1,227.2317586206896
30.0,-10.0,1,232.3183103448276
-15.0,-100.0,2,172.01175862068968
-15.0,-95.0,2,159.20786206896554
-15.0,-90.0,2,136.1842068965517
-15.0,-85.0,2,137.61755172413794
-15.0,-80.0,2,68.41868965517241
-15.0,-40.0,2,200.10903448275863
-15.0,-35.0,2,195.85172413793103
