lat,lon,date,sst
24.5,-44.5,2006-03-01,28.195002
24.5,-44.5,2006-04-01,
24.5,-44.5,2006-05-01,29.605001
24.5,-44.5,2006-06-01,29.663002
24.5,-44.5,2006-07-01,
24.5,-44.5,2006-08-01,
24.5,-44.5,2006-09-01,
24.5,-44.5,2006-10-01,
24.5,-44.5,2006-11-01,29.448002
24.5,-44.5,2006-12-01,29.320002
24.5,-44.5,2007-01-01,29.560001
24.5,-44.5,2007-02-01,29.383001
24.5,-44.5,2007-03-01,29.383001
24.5,-44.5,2007-04-01,29.428001
24.5,-44.5,2007-05-01,29.313002
24.5,-44.5,2007-06-01,29.383001
24.5,-44.5,2007-07-01,29.243002
24.5,-44.5,2007-08-01,29.035002
24.5,-44.5,2007-09-01,28.888
24.5,-44.5,2007-10-01,28.853
24.5,-44.5,2007-11-01,28.653002
24.5,-44.5,2007-12-01,29.053001
24.5,-44.5,2008-01-01,29.048002
24.5,-44.5,2008-02-01,29.093002
24.5,-44.5,2008-03-01,28.808
24.5,-44.5,2008-04-01,
24.5,-44.5,2008-05-01,
24.5,-44.5,2008-06-01,29.338001
24.5,-44.5,2008-07-01,29.180002
24.5,-44.5,2008-08-01,29.420002
24.5,-44.5,2008-09-01,29.510002
24.5,-44.5,2008-10-01,29.435001
24.5,-44.5,2008-11-01,29.560001
24.5,-44.5,2008-12-01,29.618002
24.5,-44.5,2009-01-01,29.745
24.5,-44.5,2009-02-01,29.785002
24.5,-44.5,2009-03-01,29.753002
24.5,-44.5,2009-04-01,29.625002
24.5,-44.5,2009-05-01,29.475002
24.5,-44.5,2009-06-01,29.273
24.5,-44.5,2009-07-01,29.095001
24.5,-44.5,2009-08-01,29.023
24.5,-44.5,2009-09-01,29.098001
24.5,-44.5,2009-10-01,28.568
24.5,-44.5,2009-11-01,28.528002
24.5,-44.5,2009-12-01,28.898
24.5,-44.5,2010-01-01,
24.5,-44.5,2010-02-01,28.738
24.5,-44.5,2010-03-01,29.000002
24.5,-44.5,2010-04-01,29.078001
24.5,-44.5,2010-05-01,29.163002
24.5,-44.5,2010-06-01,28.985
24.5,-44.5,2010-07-01,29.198002
24.5,-44.5,2010-08-01,29.505001
24.5,-44.5,2010-09-01,29.753002
24.5,-44.5,2010-10-01,29.958002
24.5,-44.5,2010-11-01,29.900002
24.5,-44.5,2010-12-01,29.883001
24.5,-44.5,2011-01-01,29.858002
24.5,-44.5,2011-02-01,29.725002
24.5,-44.5,2011-03-01,29.488
24.5,-44.5,2011-04-01,28.175001
24.5,-44.5,2011-05-01,28.400002
24.5,-44.5,2011-06-01,28.660002
24.5,-44.5,2011-07-01,29.250002
24.5,-44.5,2011-08-01,29.638
24.5,-44.5,2011-09-01,29.093002
24.5,-44.5,2011-10-01,29.330002
24.5,-44.5,2011-11-01,
24.5,-44.5,2011-12-01,28.953001
24.5,-44.5,2012-01-01,28.705002
24.5,-44.5,2012-02-01,28.875002
24.5,-44.5,2012-03-01,29.235
24.5,-44.5,2012-04-01,29.390001
24.5,-44.5,2012-05-01,29.518002
24.5,-44.5,2012-06-01,29.608002
24.5,-44.5,2012-07-01,29.828001
24.5,-44.5,2012-08-01,30.003002
24.5,-44.5,2012-09-01,30.263
24.5,-44.5,2012-10-01,30.065
24.5,-44.5,2012-11-01,29.943
24.5,-44.5,2012-12-01,28.938002
24.5,-44.5,2013-01-01,29.008001
24.5,-44.5,2013-02-01,28.953001
24.5,-44.5,2013-03-01,29.225002
24.5,-44.5,2013-04-01,
24.5,-44.5,2013-05-01,29.058
24.5,-44.5,2013-06-01,
24.5,-44.5,2013-07-01,
24.5,-44.5,2013-08-01,28.088001
24.5,-44.5,2013-09-01,27.808
24.5,-44.5,2013-10-01,28.380001
24.5,-44.5,2013-11-01,29.660002
24.5,-44.5,2013-12-01,29.355001
24.5,-44.5,2014-01-01,29.443
24.5,-44.5,2014-02-01,29.670002
24.5,-44.5,2014-03-01,29.908
24.5,-44.5,2014-04-01,30.088001
24.5,-44.5,2014-05-01,30.11
24.5,-44.5,2014-06-01,29.960001
24.5,-44.5,2014-07-01,29.745
24.5,-44.5,2014-08-01,28.590002
24.5,-44.5,2014-09-01,28.323002
24.5,-44.5,2014-10-01,28.548002
24.5,-44.5,2014-11-01,28.483002
24.5,-44.5,2014-12-01,28.54
24.5,-44.5,2015-01-01,
24.5,-44.5,2015-02-01,28.763
24.5,-44.5,2015-03-01,28.263
24.5,-44.5,2015-04-01,27.890001
24.5,-44.5,2015-05-01,27.575
24.5,-44.5,2015-06-01,26.968
24.5,-44.5,2015-07-01,27.213001
24.5,-44.5,2015-08-01,
24.5,-44.5,2015-09-01,
24.5,-44.5,2015-10-01,
24.5,-44.5,2015-11-01,29.260002
24.5,-44.5,2015-12-01,29.740002
24.5,-44.5,2016-01-01,29.913002
24.5,-44.5,2016-02-01,30.025002
24.5,-44.5,2016-03-01,29.975002
24.5,-44.5,2016-04-01,27.158
24.5,-44.5,2016-05-01,27.385002
24.5,-44.5,2016-06-01,27.258001
24.5,-44.5,2016-07-01,27.278002
24.5,-44.5,2016-08-01,27.218
24.5,-44.5,2016-09-01,26.930002
24.5,-44.5,2016-10-01,26.800001
24.5,-44.5,2016-11-01,27.050001
24.5,-44.5,2016-12-01,27.630001
24.5,-44.5,2017-01-01,28.220001
24.5,-44.5,2017-02-01,28.245
24.5,-44.5,2017-03-01,27.430002
24.5,-44.5,2017-04-01,26.95
24.5,-44.5,2017-05-01,26.113
24.5,-44.5,2017-06-01,26.908
24.5,-44.5,2017-07-01,27.835001
24.5,-44.5,2017-08-01,28.323002
24.5,-44.5,2017-09-01,28.325
24.5,-44.5,2017-10-01,28.528002
24.5,-44.5,2017-11-01,28.823002
24.5,-44.5,2017-12-01,
24.5,-44.5,2018-01-01,
24.5,-44.5,2018-02-01,
24.5,-44.5,2018-03-01,
24.5,-44.5,2018-04-01,
24.5,-44.5,2018-05-01,
24.5,-44.5,2018-06-01,
24.5,-44.5,2018-07-01,
24.5,-44.5,2018-08-01,21.235
24.5,-44.5,2018-09-01,20.980001
24.5,-44.5,2018-10-01,22.52
24.5,-44.5,2018-11-01,
24.5,-44.5,2018-12-01,23.995
24.5,-44.5,2019-01-01,24.983002
24.5,-44.5,2019-02-01,24.935001
24.5,-44.5,2019-03-01,24.835001
24.5,-44.5,2019-04-01,25.188002
24.5,-44.5,2019-05-01,24.995
24.5,-44.5,2019-06-01,24.058
24.5,-44.5,2019-07-01,22.938002
24.5,-44.5,2019-08-01,
24.5,-44.5,2019-09-01,
24.5,-44.5,2019-10-01,
24.5,-44.5,2019-11-01,
24.5,-44.5,2019-12-01,
24.5,-44.5,2020-01-01,
24.5,-44.5,2020-02-01,
24.5,-44.5,2020-03-01,
24.5,-44.5,2020-04-01,
24.5,-44.5,2020-05-01,25.355001
24.5,-44.5,2020-06-01,26.650002
24.5,-44.5,2020-07-01,26.800001
24.5,-44.5,2020-08-01,26.525002
24.5,-44.5,2020-09-01,26.755001
24.5,-44.5,2020-10-01,27.330002
24.5,-44.5,2020-11-01,27.328001
24.5,-44.5,2020-12-01,27.235
24.5,-44.5,2021-01-01,26.718
24.5,-44.5,2021-02-01,26.298
24.5,-44.5,2021-03-01,25.77
24.5,-44.5,2021-04-01,
24.5,-44.5,2021-05-01,
24.5,-44.5,2021-06-01,
24.5,-44.5,2021-07-01,
24.5,-44.5,2021-08-01,
24.5,-44.5,2021-09-01,
24.5,-44.5,2021-10-01,
24.5,-44.5,2021-11-01,
24.5,-44.5,2021-12-01,25.663002
24.5,-44.5,2022-01-01,27.673002
24.5,-44.5,2022-02-01,27.388
24.5,-44.5,2022-03-01,27.473001
24.5,-44.5,2022-04-01,27.765001
24.5,-44.5,2022-05-01,28.038002
24.5,-44.5,2022-06-01,28.473001
24.5,-44.5,2022-07-01,28.415
24.5,-44.5,2022-08-01,28.208002
24.5,-44.5,2022-09-01,28.260002
24.5,-44.5,2022-10-01,28.1
24.5,-44.5,2022-11-01,27.880001
24.5,-44.5,2022-12-01,
24.5,-44.5,2023-01-01,29.37
24.5,-44.5,2023-02-01,29.558
24.5,-44.5,2023-03-01,
24.5,-44.5,2023-04-01,
24.5,-44.5,2023-05-01,
24.5,-44.5,2023-06-01,
24.5,-44.5,2023-07-01,27.670002
24.5,-44.5,2023-08-01,27.993002
24.5,-44.5,2023-09-01,28.348001
24.5,-44.5,2023-10-01,28.405
24.5,-44.5,2023-11-01,28.508001
24.5,-44.5,2023-12-01,28.615002
24.5,-44.5,2024-01-01,28.740002
24.5,-44.5,2024-02-01,28.813002
24.5,-44.5,2024-03-01,28.743002
24.5,-44.5,2024-04-01,28.735
24.5,-44.5,2024-05-01,28.673002
24.5,-44.5,2024-06-01,28.625002
24.5,-44.5,2024-07-01,28.525002
24.5,-39.5,2004-08-01,29.038002
24.5,-39.5,2004-09-01,29.025002
24.5,-39.5,2004-10-01,29.225002
24.5,-39.5,2004-11-01,29.328001
24.5,-39.5,2004-12-01,
24.5,-39.5,2005-01-01,
24.5,-39.5,2005-02-01,28.013
24.5,-39.5,2005-03-01,28.365002
24.5,-39.5,2005-04-01,29.010002
24.5,-39.5,2005-05-01,28.878002
24.5,-39.5,2005-06-01,28.983002
24.5,-39.5,2005-07-01,29.015001
24.5,-39.5,2005-08-01,29.073002
24.5,-39.5,2005-09-01,29.255001
24.5,-39.5,2005-10-01,29.260002
24.5,-39.5,2005-11-01,29.195002
24.5,-39.5,2005-12-01,29.228
24.5,-39.5,2006-01-01,29.105001
24.5,-39.5,2006-02-01,29.008001
24.5,-39.5,2006-03-01,28.94
24.5,-39.5,2006-04-01,29.183
24.5,-39.5,2006-05-01,29.255001
24.5,-39.5,2006-06-01,28.765001
24.5,-39.5,2006-07-01,28.800001
24.5,-39.5,2006-08-01,29.090002
24.5,-39.5,2006-09-01,
24.5,-39.5,2006-10-01,28.505001
24.5,-39.5,2006-11-01,28.978
24.5,-39.5,2006-12-01,29.003002
24.5,-39.5,2007-01-01,28.970001
24.5,-39.5,2007-02-01,29.025002
24.5,-39.5,2007-03-01,29.138
24.5,-39.5,2007-04-01,29.448002
24.5,-39.5,2007-05-01,29.613
24.5,-39.5,2007-06-01,29.663002
24.5,-39.5,2007-07-01,29.640001
24.5,-39.5,2007-08-01,29.600002
24.5,-39.5,2007-09-01,29.548002
24.5,-39.5,2007-10-01,29.423002
24.5,-39.5,2007-11-01,29.330002
24.5,-39.5,2007-12-01,28.823002
24.5,-39.5,2008-01-01,28.853
24.5,-39.5,2008-02-01,28.828001
24.5,-39.5,2008-03-01,29.335001
24.5,-39.5,2008-04-01,29.693
24.5,-39.5,2008-05-01,29.343002
24.5,-39.5,2008-06-01,29.378002
24.5,-39.5,2008-07-01,
24.5,-39.5,2008-08-01,29.193
24.5,-39.5,2008-09-01,28.988
24.5,-39.5,2008-10-01,29.108002
24.5,-39.5,2008-11-01,29.418001
24.5,-39.5,2008-12-01,29.355001
24.5,-39.5,2009-01-01,29.465002
24.5,-39.5,2009-02-01,29.588001
24.5,-39.5,2009-03-01,29.705002
24.5,-39.5,2009-04-01,29.785002
24.5,-39.5,2009-05-01,29.965002
24.5,-39.5,2009-06-01,29.913002
24.5,-39.5,2009-07-01,30.118002
24.5,-39.5,2009-08-01,29.485
24.5,-39.5,2009-09-01,29.423002
24.5,-39.5,2009-10-01,29.428001
24.5,-39.5,2009-11-01,29.595001
24.5,-39.5,2009-12-01,
24.5,-39.5,2010-01-01,29.623001
24.5,-39.5,2010-02-01,
24.5,-39.5,2010-03-01,
24.5,-39.5,2010-04-01,28.535002
24.5,-39.5,2010-05-01,28.355001
24.5,-39.5,2010-06-01,28.585001
24.5,-39.5,2010-07-01,29.588001
24.5,-39.5,2010-08-01,29.433
24.5,-39.5,2010-09-01,29.495
24.5,-39.5,2010-10-01,29.61
24.5,-39.5,2010-11-01,29.828001
24.5,-39.5,2010-12-01,30.065
24.5,-39.5,2011-01-01,30.245
24.5,-39.5,2011-02-01,30.235
24.5,-39.5,2011-03-01,30.085001
24.5,-39.5,2011-04-01,28.968002
24.5,-39.5,2011-05-01,28.643002
24.5,-39.5,2011-06-01,28.743002
24.5,-39.5,2011-07-01,28.640001
24.5,-39.5,2011-08-01,28.965002
24.5,-39.5,2011-09-01,
24.5,-39.5,2011-10-01,29.545002
24.5,-39.5,2011-11-01,28.908
24.5,-39.5,2011-12-01,28.688002
24.5,-39.5,2012-01-01,28.358002
24.5,-39.5,2012-02-01,27.95
24.5,-39.5,2012-03-01,27.915
24.5,-39.5,2012-04-01,
24.5,-39.5,2012-05-01,
24.5,-39.5,2012-06-01,
24.5,-39.5,2012-07-01,29.485
24.5,-39.5,2012-08-01,29.925001
24.5,-39.5,2012-09-01,30.153002
24.5,-39.5,2012-10-01,30.378002
24.5,-39.5,2012-11-01,30.368002
24.5,-39.5,2012-12-01,27.798002
24.5,-39.5,2013-01-01,27.693
24.5,-39.5,2013-02-01,27.36
24.5,-39.5,2013-03-01,27.248001
24.5,-39.5,2013-04-01,27.173002
24.5,-39.5,2013-05-01,27.160002
24.5,-39.5,2013-06-01,27.285002
24.5,-39.5,2013-07-01,27.848001
24.5,-39.5,2013-08-01,28.453001
24.5,-39.5,2013-09-01,28.880001
24.5,-39.5,2013-10-01,29.248001
24.5,-39.5,2013-11-01,28.488
24.5,-39.5,2013-12-01,27.7
24.5,-39.5,2014-01-01,26.858002
24.5,-39.5,2014-02-01,27.563002
24.5,-39.5,2014-03-01,28.408
24.5,-39.5,2014-04-01,28.775002
24.5,-39.5,2014-05-01,28.648
24.5,-39.5,2014-06-01,28.853
24.5,-39.5,2014-07-01,29.188002
24.5,-39.5,2014-08-01,
24.5,-39.5,2014-09-01,
24.5,-39.5,2014-10-01,
24.5,-39.5,2014-11-01,
24.5,-39.5,2014-12-01,
24.5,-39.5,2015-01-01,
24.5,-39.5,2015-02-01,
24.5,-39.5,2015-03-01,
24.5,-39.5,2015-04-01,16.293001
24.5,-39.5,2015-05-01,17.338001
24.5,-39.5,2015-06-01,19.793001
24.5,-39.5,2015-07-01,
24.5,-39.5,2015-08-01,22.11
24.5,-39.5,2015-09-01,23.1
24.5,-39.5,2015-10-01,22.663002
24.5,-39.5,2015-11-01,22.573002
24.5,-39.5,2015-12-01,22.87
24.5,-39.5,2016-01-01,22.7
24.5,-39.5,2016-02-01,21.853
24.5,-39.5,2016-03-01,20.655
24.5,-39.5,2016-04-01,
24.5,-39.5,2016-05-01,
24.5,-39.5,2016-06-01,
24.5,-39.5,2016-07-01,
24.5,-39.5,2016-08-01,
24.5,-39.5,2016-09-01,
24.5,-39.5,2016-10-01,
24.5,-39.5,2016-11-01,
24.5,-39.5,2016-12-01,
24.5,-39.5,2017-01-01,22.538002
24.5,-39.5,2017-02-01,24.368002
24.5,-39.5,2017-03-01,24.498001
24.5,-39.5,2017-04-01,24.683
24.5,-39.5,2017-05-01,25.233002
24.5,-39.5,2017-06-01,25.673
24.5,-39.5,2017-07-01,25.43
24.5,-39.5,2017-08-01,25.213001
24.5,-39.5,2017-09-01,24.838001
24.5,-39.5,2017-10-01,24.313002
24.5,-39.5,2017-11-01,23.548
24.5,-39.5,2017-12-01,
24.5,-39.5,2018-01-01,
24.5,-39.5,2018-02-01,
24.5,-39.5,2018-03-01,
24.5,-39.5,2018-04-01,
24.5,-39.5,2018-05-01,
24.5,-39.5,2018-06-01,
24.5,-39.5,2018-07-01,
24.5,-39.5,2018-08-01,22.828001
24.5,-39.5,2018-09-01,25.85
24.5,-39.5,2018-10-01,25.713001
24.5,-39.5,2018-11-01,26.445002
24.5,-39.5,2018-12-01,27.173002
24.5,-39.5,2019-01-01,27.568
24.5,-39.5,2019-02-01,27.980001
24.5,-39.5,2019-03-01,27.648
24.5,-39.5,2019-04-01,27.013
24.5,-39.5,2019-05-01,26.898
24.5,-39.5,2019-06-01,26.438002
24.5,-39.5,2019-07-01,26.088001
24.5,-39.5,2019-08-01,
24.5,-39.5,2019-09-01,28.135002
24.5,-39.5,2019-10-01,28.568
24.5,-39.5,2019-11-01,
24.5,-39.5,2019-12-01,
24.5,-39.5,2020-01-01,
24.5,-39.5,2020-02-01,
24.5,-39.5,2020-03-01,26.003002
24.5,-39.5,2020-04-01,26.873001
24.5,-39.5,2020-05-01,27.363
24.5,-39.5,2020-06-01,27.608002
24.5,-39.5,2020-07-01,27.863
24.5,-39.5,2020-08-01,28.253002
24.5,-39.5,2020-09-01,28.550001
24.5,-39.5,2020-10-01,28.423002
24.5,-39.5,2020-11-01,28.19
24.5,-39.5,2020-12-01,28.023
24.5,-39.5,2021-01-01,27.698002
24.5,-39.5,2021-02-01,27.473001
24.5,-39.5,2021-03-01,27.480001
24.5,-39.5,2021-04-01,28.428001
24.5,-39.5,2021-05-01,28.77
24.5,-39.5,2021-06-01,29.155
24.5,-39.5,2021-07-01,29.468002
24.5,-39.5,2021-08-01,
24.5,-39.5,2021-09-01,
24.5,-39.5,2021-10-01,26.918001
24.5,-39.5,2021-11-01,27.985
24.5,-39.5,2021-12-01,29.095001
24.5,-39.5,2022-01-01,28.578001
24.5,-39.5,2022-02-01,28.663002
24.5,-39.5,2022-03-01,28.865002
24.5,-39.5,2022-04-01,28.965002
24.5,-39.5,2022-05-01,29.085001
24.5,-39.5,2022-06-01,29.000002
24.5,-39.5,2022-07-01,28.808
24.5,-39.5,2022-08-01,28.813002
24.5,-39.5,2022-09-01,28.703001
24.5,-39.5,2022-10-01,28.545002
24.5,-39.5,2022-11-01,28.368002
24.5,-39.5,2022-12-01,28.773
24.5,-39.5,2023-01-01,28.960001
24.5,-39.5,2023-02-01,28.678001
24.5,-39.5,2023-03-01,28.705002
24.5,-39.5,2023-04-01,28.805002
24.5,-39.5,2023-05-01,
24.5,-39.5,2023-06-01,28.083002
24.5,-39.5,2023-07-01,29.138
24.5,-39.5,2023-08-01,29.068
24.5,-39.5,2023-09-01,28.86
24.5,-39.5,2023-10-01,29.253002
24.5,-39.5,2023-11-01,29.380001
24.5,-39.5,2023-12-01,29.510002
24.5,-39.5,2024-01-01,29.640001
24.5,-39.5,2024-02-01,29.498001
24.5,-39.5,2024-03-01,29.323002
24.5,-39.5,2024-04-01,29.293001
24.5,-39.5,2024-05-01,29.330002
24.5,-39.5,2024-06-01,29.283
24.5,-39.5,2024-07-01,29.223001
24.5,-34.5,2004-08-01,28.873001
24.5,-34.5,2004-09-01,28.955002
24.5,-34.5,2004-10-01,28.77
24.5,-34.5,2004-11-01,29.170002
24.5,-34.5,2004-12-01,29.378002
24.5,-34.5,2005-01-01,28.703001
24.5,-34.5,2005-02-01,29.155
24.5,-34.5,2005-03-01,
24.5,-34.5,2005-04-01,29.193
24.5,-34.5,2005-05-01,29.055002
24.5,-34.5,2005-06-01,29.438002
24.5,-34.5,2005-07-01,29.738
24.5,-34.5,2005-08-01,29.625002
24.5,-34.5,2005-09-01,29.745
24.5,-34.5,2005-10-01,29.743002
24.5,-34.5,2005-11-01,29.725002
24.5,-34.5,2005-12-01,29.698002
24.5,-34.5,2006-01-01,29.918001
24.5,-34.5,2006-02-01,29.948002
24.5,-34.5,2006-03-01,30.308
24.5,-34.5,2006-04-01,29.000002
24.5,-34.5,2006-05-01,29.11
24.5,-34.5,2006-06-01,29.378002
24.5,-34.5,2006-07-01,29.438002
24.5,-34.5,2006-08-01,
24.5,-34.5,2006-09-01,29.623001
24.5,-34.5,2006-10-01,
24.5,-34.5,2006-11-01,
24.5,-34.5,2006-12-01,28.808
24.5,-34.5,2007-01-01,29.203001
24.5,-34.5,2007-02-01,28.990002
24.5,-34.5,2007-03-01,29.760002
24.5,-34.5,2007-04-01,29.740002
24.5,-34.5,2007-05-01,30.000002
24.5,-34.5,2007-06-01,30.015001
24.5,-34.5,2007-07-01,30.020002
24.5,-34.5,2007-08-01,30.128002
24.5,-34.5,2007-09-01,30.320002
24.5,-34.5,2007-10-01,30.478
24.5,-34.5,2007-11-01,30.588001
24.5,-34.5,2007-12-01,28.793001
24.5,-34.5,2008-01-01,28.648
24.5,-34.5,2008-02-01,28.890001
24.5,-34.5,2008-03-01,28.788002
24.5,-34.5,2008-04-01,28.95
24.5,-34.5,2008-05-01,
24.5,-34.5,2008-06-01,30.048002
24.5,-34.5,2008-07-01,29.623001
24.5,-34.5,2008-08-01,29.518002
24.5,-34.5,2008-09-01,29.505001
24.5,-34.5,2008-10-01,29.000002
24.5,-34.5,2008-11-01,28.508001
24.5,-34.5,2008-12-01,
24.5,-34.5,2009-01-01,
24.5,-34.5,2009-02-01,
24.5,-34.5,2009-03-01,29.828001
24.5,-34.5,2009-04-01,30.143002
24.5,-34.5,2009-05-01,30.203001
24.5,-34.5,2009-06-01,30.340002
24.5,-34.5,2009-07-01,30.520002
24.5,-34.5,2009-08-01,28.163002
24.5,-34.5,2009-09-01,28.1
24.5,-34.5,2009-10-01,27.825
24.5,-34.5,2009-11-01,27.728
24.5,-34.5,2009-12-01,27.875002
24.5,-34.5,2010-01-01,28.213001
24.5,-34.5,2010-02-01,28.523
24.5,-34.5,2010-03-01,29.050001
24.5,-34.5,2010-04-01,29.568
24.5,-34.5,2010-05-01,29.793001
24.5,-34.5,2010-06-01,30.083002
24.5,-34.5,2010-07-01,29.000002
24.5,-34.5,2010-08-01,28.253002
24.5,-34.5,2010-09-01,27.688002
24.5,-34.5,2010-10-01,28.168001
24.5,-34.5,2010-11-01,28.930002
24.5,-34.5,2010-12-01,29.060001
24.5,-34.5,2011-01-01,28.845001
24.5,-34.5,2011-02-01,29.028002
24.5,-34.5,2011-03-01,29.305002
24.5,-34.5,2011-04-01,
24.5,-34.5,2011-05-01,
24.5,-34.5,2011-06-01,
24.5,-34.5,2011-07-01,
24.5,-34.5,2011-08-01,
24.5,-34.5,2011-09-01,
24.5,-34.5,2011-10-01,
24.5,-34.5,2011-11-01,
24.5,-34.5,2011-12-01,10.948001
24.5,-34.5,2012-01-01,13.698001
24.5,-34.5,2012-02-01,17.043001
24.5,-34.5,2012-03-01,
24.5,-34.5,2012-04-01,19.85
24.5,-34.5,2012-05-01,20.848001
24.5,-34.5,2012-06-01,20.713001
24.5,-34.5,2012-07-01,20.29
24.5,-34.5,2012-08-01,20.238
24.5,-34.5,2012-09-01,20.343
24.5,-34.5,2012-10-01,19.503
24.5,-34.5,2012-11-01,18.310001
24.5,-34.5,2012-12-01,
24.5,-34.5,2013-01-01,
24.5,-34.5,2013-02-01,
24.5,-34.5,2013-03-01,
24.5,-34.5,2013-04-01,
24.5,-34.5,2013-05-01,
24.5,-34.5,2013-06-01,
24.5,-34.5,2013-07-01,
24.5,-34.5,2013-08-01,
24.5,-34.5,2013-09-01,19.655
24.5,-34.5,2013-10-01,22.61
24.5,-34.5,2013-11-01,22.713001
24.5,-34.5,2013-12-01,22.640001
24.5,-34.5,2014-01-01,23.283
24.5,-34.5,2014-02-01,23.595001
24.5,-34.5,2014-03-01,23.338001
24.5,-34.5,2014-04-01,23.380001
24.5,-34.5,2014-05-01,22.913002
24.5,-34.5,2014-06-01,22.493002
24.5,-34.5,2014-07-01,21.918001
24.5,-34.5,2014-08-01,
24.5,-34.5,2014-09-01,
24.5,-34.5,2014-10-01,
24.5,-34.5,2014-11-01,
24.5,-34.5,2014-12-01,
24.5,-34.5,2015-01-01,
24.5,-34.5,2015-02-01,
24.5,-34.5,2015-03-01,
24.5,-34.5,2015-04-01,20.04
24.5,-34.5,2015-05-01,24.003
24.5,-34.5,2015-06-01,24.04
24.5,-34.5,2015-07-01,24.605001
24.5,-34.5,2015-08-01,25.28
24.5,-34.5,2015-09-01,26.018002
24.5,-34.5,2015-10-01,26.743002
24.5,-34.5,2015-11-01,26.663002
24.5,-34.5,2015-12-01,26.263
24.5,-34.5,2016-01-01,26.28
24.5,-34.5,2016-02-01,25.773
24.5,-34.5,2016-03-01,25.37
24.5,-34.5,2016-04-01,
24.5,-34.5,2016-05-01,26.815
24.5,-34.5,2016-06-01,26.878002
24.5,-34.5,2016-07-01,
24.5,-34.5,2016-08-01,
24.5,-34.5,2016-09-01,
24.5,-34.5,2016-10-01,
24.5,-34.5,2016-11-01,24.758001
24.5,-34.5,2016-12-01,25.868002
24.5,-34.5,2017-01-01,26.008001
24.5,-34.5,2017-02-01,26.203001
24.5,-34.5,2017-03-01,26.608002
24.5,-34.5,2017-04-01,27.098001
24.5,-34.5,2017-05-01,27.835001
24.5,-34.5,2017-06-01,27.923002
24.5,-34.5,2017-07-01,27.828001
24.5,-34.5,2017-08-01,27.788002
24.5,-34.5,2017-09-01,27.513
24.5,-34.5,2017-10-01,27.130001
24.5,-34.5,2017-11-01,26.985
24.5,-34.5,2017-12-01,27.553001
24.5,-34.5,2018-01-01,28.048002
24.5,-34.5,2018-02-01,28.29
24.5,-34.5,2018-03-01,28.37
24.5,-34.5,2018-04-01,
24.5,-34.5,2018-05-01,
24.5,-34.5,2018-06-01,25.848001
24.5,-34.5,2018-07-01,27.285002
24.5,-34.5,2018-08-01,28.29
24.5,-34.5,2018-09-01,27.855001
24.5,-34.5,2018-10-01,28.103
24.5,-34.5,2018-11-01,28.380001
24.5,-34.5,2018-12-01,28.498001
24.5,-34.5,2019-01-01,28.555002
24.5,-34.5,2019-02-01,28.448002
24.5,-34.5,2019-03-01,28.273
24.5,-34.5,2019-04-01,28.253002
24.5,-34.5,2019-05-01,28.148
24.5,-34.5,2019-06-01,27.853
24.5,-34.5,2019-07-01,27.7
24.5,-34.5,2019-08-01,28.198002
24.5,-34.5,2019-09-01,28.603
24.5,-34.5,2019-10-01,28.515001
24.5,-34.5,2019-11-01,28.315
24.5,-34.5,2019-12-01,28.320002
24.5,-34.5,2020-01-01,
24.5,-34.5,2020-02-01,27.175001
24.5,-34.5,2020-03-01,28.535002
24.5,-34.5,2020-04-01,28.218
24.5,-34.5,2020-05-01,27.938002
24.5,-34.5,2020-06-01,28.638
24.5,-34.5,2020-07-01,29.013
24.5,-34.5,2020-08-01,29.048002
24.5,-34.5,2020-09-01,29.168001
24.5,-34.5,2020-10-01,28.948002
24.5,-34.5,2020-11-01,28.658
24.5,-34.5,2020-12-01,28.653002
24.5,-34.5,2021-01-01,28.683
24.5,-34.5,2021-02-01,28.605001
24.5,-34.5,2021-03-01,28.560001
24.5,-34.5,2021-04-01,28.893002
24.5,-34.5,2021-05-01,28.988
24.5,-34.5,2021-06-01,28.893002
24.5,-34.5,2021-07-01,29.163002
24.5,-34.5,2021-08-01,29.023
24.5,-34.5,2021-09-01,27.553001
24.5,-34.5,2021-10-01,28.485
24.5,-34.5,2021-11-01,
24.5,-34.5,2021-12-01,28.625002
24.5,-34.5,2022-01-01,28.303001
24.5,-34.5,2022-02-01,28.595001
24.5,-34.5,2022-03-01,29.048002
24.5,-34.5,2022-04-01,29.193
24.5,-34.5,2022-05-01,29.365002
24.5,-34.5,2022-06-01,29.390001
24.5,-34.5,2022-07-01,29.273
24.5,-34.5,2022-08-01,29.193
24.5,-34.5,2022-09-01,29.388
24.5,-34.5,2022-10-01,29.243002
24.5,-34.5,2022-11-01,29.608002
24.5,-34.5,2022-12-01,29.185001
24.5,-34.5,2023-01-01,29.265001
24.5,-34.5,2023-02-01,29.288002
24.5,-34.5,2023-03-01,29.295002
24.5,-34.5,2023-04-01,
24.5,-34.5,2023-05-01,28.840002
24.5,-34.5,2023-06-01,
24.5,-34.5,2023-07-01,
24.5,-34.5,2023-08-01,28.7
24.5,-34.5,2023-09-01,28.833002
24.5,-34.5,2023-10-01,28.543001
24.5,-34.5,2023-11-01,29.108002
24.5,-34.5,2023-12-01,29.195002
24.5,-34.5,2024-01-01,29.428001
24.5,-34.5,2024-02-01,29.628002
24.5,-34.5,2024-03-01,29.608002
24.5,-34.5,2024-04-01,29.590002
24.5,-34.5,2024-05-01,29.663002
24.5,-34.5,2024-06-01,29.783
