,lat,long,month,year,t,s,oxygen
303,-15.0,-85.0,12,2015,14.45316384180791,35.01919774011299,54.134464480874314
304,-15.0,-85.0,12,2016,14.434661016949152,35.041622881355934,51.485966393442624
305,-15.0,-85.0,12,2023,15.189504017733444,35.029067331670824,45.604127407407404
306,-15.0,-80.0,1,2000,21.611034482758622,35.06368421052632,220.09444444444443
307,-15.0,-80.0,1,2001,14.996875,34.964166666666664,62.59375
308,-15.0,-80.0,1,2004,16.793333333333333,35.0475,87.88125
309,-15.0,-80.0,1,2006,15.493174603174603,35.000142857142855,70.25333333333333
310,-15.0,-80.0,1,2007,16.83391197530864,35.05704205955335,60.73352716049383
311,-15.0,-80.0,1,2009,14.331263157894737,,36.85
312,-15.0,-80.0,1,2010,16.070717617820325,34.989345588235295,64.2429407442367
313,-15.0,-80.0,1,2013,14.684499952194281,34.97857185199349,26.264752061120376
314,-15.0,-80.0,1,2014,13.863548387096774,34.93649462365592,155.1648947368421
315,-15.0,-80.0,1,2016,14.89953781512605,35.023390756302526,48.064231578947364
316,-15.0,-80.0,1,2022,14.089866920152092,34.95120975918884,39.31704881101377
317,-15.0,-80.0,1,2023,14.704859693877552,34.95836734693878,64.37573248407642
318,-15.0,-80.0,2,2000,21.222727272727273,34.96604651162791,237.0890909090909
319,-15.0,-80.0,2,2002,16.2375,34.9825,82.00666666666666
320,-15.0,-80.0,2,2004,24.82,35.21,213.0
321,-15.0,-80.0,2,2006,15.109668874172185,34.97578145695364,60.05039735099338
322,-15.0,-80.0,2,2009,14.878163265306123,,56.2990404040404
323,-15.0,-80.0,2,2010,16.217641346801347,34.9953858490566,60.80984619528619
324,-15.0,-80.0,2,2013,14.279895025505896,34.96056202783972,28.57118808803905
325,-15.0,-80.0,2,2014,13.8660103626943,34.9354170984456,53.85531347962383
326,-15.0,-80.0,2,2015,14.300169491525425,34.96623728813559,42.57778333333333
327,-15.0,-80.0,2,2022,14.756389737324373,34.97330971288943,51.57135912938332
328,-15.0,-80.0,2,2023,14.237048813255711,34.931118674429015,40.78662096774193
329,-15.0,-80.0,3,2000,18.36,,241.4
330,-15.0,-80.0,3,2001,19.969772727272726,34.80732142857143,179.66785714285714
331,-15.0,-80.0,3,2002,21.038214285714286,35.01461538461538,171.7942857142857
332,-15.0,-80.0,3,2003,19.41290322580645,35.102,163.25806451612902
333,-15.0,-80.0,3,2004,17.68375,35.06125,130.93214285714285
334,-15.0,-80.0,3,2005,18.80018867924528,35.103658536585364,165.0754716981132
335,-15.0,-80.0,3,2006,14.129710052600819,34.96082209234366,31.69955236703682
336,-15.0,-80.0,3,2007,14.437408287937744,34.91430972762646,41.30531634241245
337,-15.0,-80.0,3,2008,13.767208626948538,34.87219579991557,42.833659738341424
338,-15.0,-80.0,3,2009,15.406272023809523,34.93494862385321,48.138196626984126
339,-15.0,-80.0,3,2010,21.350392156862743,35.113349056603774,172.59615384615384
340,-15.0,-80.0,3,2011,14.827316279069768,34.96901329561528,40.880376237623764
341,-15.0,-80.0,3,2012,14.641374833555261,34.92230525940337,37.75781744201031
342,-15.0,-80.0,3,2013,13.87573830749354,34.91960006385696,20.161337157425113
343,-15.0,-80.0,3,2014,14.806396710526316,34.953062621692034,33.108438202556
344,-15.0,-80.0,3,2015,15.050539215686275,34.990095406360425,69.1783942877193
345,-15.0,-80.0,3,2022,14.042300641613199,34.9475893675527,34.69765820489574
346,-15.0,-80.0,3,2023,14.86621240024555,34.96343585021486,50.229716564417174
347,-15.0,-80.0,4,2000,18.0,,78.175
348,-15.0,-80.0,4,2002,19.775,34.891666666666666,128.7625
349,-15.0,-80.0,4,2004,17.966666666666665,,63.73333333333333
