,lat,long,month,year,t,s,oxygen
0,-15.0,-100.0,1,2011,15.99048717948718,35.11694230769231,95.01816666666666
1,-15.0,-100.0,1,2012,15.349450549450548,35.05706593406593,98.77829166666668
2,-15.0,-100.0,1,2023,16.64095406360424,35.22772614840989,146.1520756302521
3,-15.0,-100.0,2,2010,15.240066225165563,35.03576821192053,65.23360509554139
4,-15.0,-100.0,2,2011,16.21923076923077,35.126759615384614,92.09257407407407
5,-15.0,-100.0,2,2012,15.722008032128516,35.08648192771084,82.75819354838708
6,-15.0,-100.0,2,2023,16.48294014084507,35.15020774647887,135.27098333333333
7,-15.0,-100.0,3,2010,15.641895424836601,35.0478431372549,67.76985256410256
8,-15.0,-100.0,3,2011,16.350240384615383,35.11487980769231,90.0659295774648
9,-15.0,-100.0,3,2012,16.137912621359224,35.112893203883495,74.91992056074766
10,-15.0,-100.0,3,2023,16.985106007067138,35.22992402826855,134.40018487394957
11,-15.0,-100.0,4,2010,16.997179487179487,35.10055769230769,92.82726708074534
12,-15.0,-100.0,4,2011,16.401474358974358,35.115070512820516,87.62073456790122
13,-15.0,-100.0,4,2023,16.55252204585538,35.17672310405644,130.44639166666667
14,-15.0,-100.0,5,2010,17.031987179487178,35.157096153846155,97.29116875
15,-15.0,-100.0,5,2011,16.324679487179488,35.110166666666665,83.33527950310558
16,-15.0,-100.0,5,2023,16.656272084805654,35.141650176678446,128.83693333333335
17,-15.0,-100.0,6,2009,16.0225,34.96441346153846,64.16903703703704
18,-15.0,-100.0,6,2011,16.64908496732026,35.027803921568626,86.84485350318471
19,-15.0,-100.0,6,2023,16.37150176678445,35.122496466431095,122.61436134453781
20,-15.0,-100.0,7,2010,15.19377049180328,35.070967213114756,69.0955
21,-15.0,-100.0,7,2011,16.284009216589862,35.014599078341014,100.55295609756098
22,-15.0,-100.0,7,2012,16.846346153846156,35.08105769230769,87.9730745341615
23,-15.0,-100.0,7,2023,16.602010582010582,35.19812169312169,125.831925
24,-15.0,-100.0,8,2010,15.965806451612902,35.13664516129032,84.64207142857143
25,-15.0,-100.0,8,2011,15.761290322580646,35.00593951612903,98.06999086757992
26,-15.0,-100.0,8,2012,17.476580645161288,35.19656774193548,98.26044025157232
27,-15.0,-100.0,8,2023,16.43730158730159,35.158980599647265,121.66120000000001
28,-15.0,-100.0,9,2010,16.06153846153846,35.11378846153846,82.41461111111111
29,-15.0,-100.0,9,2011,15.76863453815261,35.05538152610442,94.81246696035242
30,-15.0,-100.0,9,2012,17.38153846153846,35.233999999999995,105.88183018867925
31,-15.0,-100.0,9,2023,16.585398230088497,35.18905840707964,131.62925423728814
32,-15.0,-100.0,10,2010,15.482435897435895,35.09179487179487,76.9517037037037
33,-15.0,-100.0,10,2011,15.841999999999999,35.06886857142857,111.23490384615386
34,-15.0,-100.0,10,2023,16.846925795053004,35.21755300353357,135.49088235294118
35,-15.0,-100.0,11,2010,15.635128205128204,35.123141025641026,80.64474074074074
36,-15.0,-100.0,11,2011,15.572903225806451,35.083354838709674,121.02232000000001
37,-15.0,-100.0,11,2013,16.656509432717677,35.26951523746702,124.460290237467
38,-15.0,-100.0,12,2010,15.911201923076923,35.14063461538462,92.80745581395348
39,-15.0,-100.0,12,2011,15.423152173913044,35.08207608695652,107.07350649350649
40,-15.0,-100.0,12,2022,17.20031914893617,35.329776595744676,149.376325
41,-15.0,-95.0,1,2010,15.319032258064516,35.05703225806452,69.71796296296296
42,-15.0,-95.0,1,2011,14.700655737704919,34.98440983606557,61.14739215686275
43,-15.0,-95.0,1,2012,15.283577981651376,35.051701834862385,72.56492462311557
44,-15.0,-95.0,1,2013,16.190217391304348,35.14351086956522,163.2412807017544
45,-15.0,-95.0,2,2010,15.872903225806452,35.032,80.59779999999999
46,-15.0,-95.0,2,2011,14.875268817204303,34.997956989247314,68.50275757575757
47,-15.0,-95.0,2,2012,15.523703703703703,35.0571037037037,70.63254761904763
48,-15.0,-95.0,2,2013,16.353478260869565,35.16247282608696,144.43080303030303
49,-15.0,-95.0,3,2011,15.203831168831169,35.02812337662338,92.61614141414141
50,-15.0,-95.0,3,2012,16.095919540229886,35.1293275862069,110.45655172413794
51,-15.0,-95.0,3,2013,16.37723577235772,35.16736585365854,159.04610666666667
52,-15.0,-95.0,4,2010,15.345737704918033,35.0321475409836,66.04498000000001
53,-15.0,-95.0,4,2011,15.489408602150538,34.9918064516129,97.7160650406504
54,-15.0,-95.0,4,2012,16.273532258064517,35.09092338709678,94.73442857142857
55,-15.0,-95.0,4,2013,16.10608695652174,35.13961956521739,153.11058490566037
56,-15.0,-95.0,5,2010,15.748602150537634,35.07462365591398,78.24667948717949
57,-15.0,-95.0,5,2011,15.627956989247313,34.99908602150538,87.63804054054054
58,-15.0,-95.0,5,2012,16.31678700361011,35.12283393501805,94.21034583333334
59,-15.0,-95.0,5,2013,16.602857142857143,35.166824175824175,147.18708196721312
60,-15.0,-95.0,5,2018,15.913898305084746,35.158508474576266,90.60795628415302
61,-15.0,-95.0,5,2023,14.796709677419354,34.96493548387097,63.4814238410596
62,-15.0,-95.0,6,2010,15.71032258064516,35.07362903225807,76.55871153846154
63,-15.0,-95.0,6,2011,16.11225806451613,35.053720430107525,117.82433823529412
64,-15.0,-95.0,6,2012,16.460386904761904,35.133726190476196,114.96473928571429
65,-15.0,-95.0,6,2013,16.685333333333332,35.21873333333333,161.25081967213114
66,-15.0,-95.0,6,2018,15.852768361581921,35.176288135593225,83.31860109289617
67,-15.0,-95.0,6,2023,15.038947368421054,34.98917763157895,61.5844
68,-15.0,-95.0,7,2010,15.33258064516129,35.070903225806454,77.17795652173913
69,-15.0,-95.0,7,2011,15.395,35.04576086956522,113.32015151515152
70,-15.0,-95.0,7,2012,16.3396783625731,35.056777777777775,108.47752464788732
71,-15.0,-95.0,7,2018,15.943389830508474,35.162502824858755,93.93843169398907
72,-15.0,-95.0,8,2010,15.640967741935484,35.052193548387095,85.7516
73,-15.0,-95.0,8,2011,14.968817204301073,35.04112903225806,116.62649206349207
74,-15.0,-95.0,8,2012,16.41308016877637,35.092101265822784,133.42757954545456
75,-15.0,-95.0,8,2018,16.03231638418079,35.173429378531075,96.10992349726777
76,-15.0,-95.0,9,2009,14.538494623655913,35.01438709677419,65.63078873239436
77,-15.0,-95.0,9,2010,15.060537634408604,35.05430107526882,98.96162857142858
78,-15.0,-95.0,9,2011,15.388387096774192,35.107,167.37158823529413
79,-15.0,-95.0,9,2012,16.09891891891892,35.1286972972973,148.90349600000002
80,-15.0,-95.0,9,2018,15.622090395480226,35.13582485875706,88.96471038251366
81,-15.0,-95.0,9,2023,15.072402597402597,34.99985281385282,67.25072062084257
82,-15.0,-95.0,10,2009,14.517096774193547,35.019623655913975,59.77177333333333
83,-15.0,-95.0,10,2010,15.017526881720432,35.065118279569894,86.57339024390244
84,-15.0,-95.0,10,2011,15.189856630824373,35.06365949820788,98.72771794871795
85,-15.0,-95.0,10,2012,15.679731182795699,35.087376344086024,159.50417391304347
86,-15.0,-95.0,10,2018,15.413050847457628,35.134033898305084,86.80329508196722
87,-15.0,-95.0,10,2023,15.168788546255508,35.022044052863436,69.41711906873614
88,-15.0,-95.0,11,2009,14.580752688172042,35.0228064516129,61.6845375
89,-15.0,-95.0,11,2011,15.291646586345381,35.063012048192775,94.44797757847535
90,-15.0,-95.0,11,2012,15.719567567567568,35.120935135135134,139.04549242424244
91,-15.0,-95.0,11,2013,15.821445830174374,35.11100978013647,112.11091736163759
92,-15.0,-95.0,11,2018,15.255593220338982,35.126502824858754,84.56190710382513
93,-15.0,-95.0,11,2023,15.204606986899563,35.0185807860262,59.844786666666664
94,-15.0,-95.0,12,2009,15.14247311827957,35.072161290322576,85.95528378378378
95,-15.0,-95.0,12,2011,15.265582329317269,35.075220883534136,92.4242036199095
96,-15.0,-95.0,12,2012,15.932096774193548,35.123137096774194,148.68495454545453
97,-15.0,-95.0,12,2018,15.473305084745762,35.16929661016949,92.82831147540983
98,-15.0,-95.0,12,2023,15.325092024539876,35.04619631901841,61.64645033112583
99,-15.0,-90.0,1,2008,15.79525641025641,35.05226923076923,87.21724675324676
100,-15.0,-90.0,1,2009,16.58490196078431,35.103418300653594,58.10981578947369
101,-15.0,-90.0,1,2010,15.488387096774193,35.05028225806451,120.59344594594593
102,-15.0,-90.0,1,2011,14.710217391304347,35.020021739130435,85.9242
103,-15.0,-90.0,1,2012,14.940645161290323,35.017215053763444,86.22457142857144
104,-15.0,-90.0,1,2013,15.181935483870967,35.07883870967742,153.8215294117647
105,-15.0,-90.0,1,2018,15.142994350282486,35.071129943502825,93.11648907103826
106,-15.0,-90.0,2,2008,16.470000000000002,35.0636511627907,95.81192549019609
107,-15.0,-90.0,2,2009,15.874526627218936,35.04748071216617,69.92228514056225
108,-15.0,-90.0,2,2010,15.369811320754717,35.04929383886256,85.6311301369863
109,-15.0,-90.0,2,2011,14.650241935483871,34.99558870967742,90.59118181818182
110,-15.0,-90.0,2,2012,15.165591397849463,35.00952688172043,105.57706896551724
111,-15.0,-90.0,2,2018,15.082711864406779,35.054632768361586,66.26554945054944
112,-15.0,-90.0,2,2019,15.479830508474576,35.02949152542372,119.41072950819672
113,-15.0,-90.0,3,2007,17.349038461538463,35.12498076923077,77.65061538461538
114,-15.0,-90.0,3,2008,16.890688524590164,35.06954426229508,96.99290666666667
115,-15.0,-90.0,3,2009,16.216867469879517,35.0534578313253,75.00091145833333
116,-15.0,-90.0,3,2010,15.649819494584838,35.04283754512635,91.55182989690722
117,-15.0,-90.0,3,2011,14.961935483870967,34.99487096774194,166.04770000000002
118,-15.0,-90.0,3,2012,15.278602150537635,35.02451612903226,117.93846153846154
119,-15.0,-90.0,3,2018,15.278139534883723,35.07286627906977,75.88267415730337
120,-15.0,-90.0,4,2007,17.26421875,35.1369609375,79.39418897637795
121,-15.0,-90.0,4,2008,16.9941059602649,35.06911258278146,97.66646
122,-15.0,-90.0,4,2009,16.37983606557377,35.02765843621399,70.19477073170732
123,-15.0,-90.0,4,2010,16.52350684931507,35.108024657534244,108.41959060402685
124,-15.0,-90.0,4,2012,15.03236559139785,34.99466666666667,120.28770454545453
125,-15.0,-90.0,4,2018,15.817966101694916,35.11253559322034,90.9398613861386
126,-15.0,-90.0,5,2007,17.09307692307692,35.167147435897434,77.16133766233766
127,-15.0,-90.0,5,2008,16.864675324675325,35.01499350649351,96.40417532467532
128,-15.0,-90.0,5,2009,16.336026490066224,35.07074834437086,68.22196268656717
129,-15.0,-90.0,5,2010,15.924009433962263,35.0785,93.73331875
130,-15.0,-90.0,5,2012,15.008709677419354,35.004225806451615,131.35523076923076
131,-15.0,-90.0,5,2018,15.349322033898305,35.09372316384181,82.00125136612021
132,-15.0,-90.0,6,2007,15.624,35.07398571428572,62.6339574468085
133,-15.0,-90.0,6,2008,16.90414772727273,35.08296551724138,136.09525862068966
134,-15.0,-90.0,6,2009,15.951079812206572,35.09059154929577,57.98872881355933
135,-15.0,-90.0,6,2010,16.148916876574308,35.11508564231738,99.29284240687679
136,-15.0,-90.0,6,2011,14.791612903225808,35.00662903225807,165.958875
137,-15.0,-90.0,6,2017,14.700526315789475,35.0196052631579,55.25345762711865
138,-15.0,-90.0,6,2018,15.275593220338983,35.08506779661017,83.64448360655739
139,-15.0,-90.0,7,2007,15.657806451612904,35.1156,68.14623076923077
140,-15.0,-90.0,7,2008,16.55871794871795,35.07046153846154,123.17519333333333
141,-15.0,-90.0,7,2009,15.982131147540983,35.10855601659751,79.56588700564971
142,-15.0,-90.0,7,2010,16.344455445544554,35.17216831683168,110.5525238095238
143,-15.0,-90.0,7,2011,14.929784946236559,35.044817204301076,168.9148292682927
144,-15.0,-90.0,7,2017,14.958813559322033,35.04901129943503,64.95031868131868
145,-15.0,-90.0,8,2007,15.404358974358974,35.10255128205128,79.12239102564104
146,-15.0,-90.0,8,2008,16.35044871794872,35.021846153846155,107.81283443708608
147,-15.0,-90.0,8,2009,15.112954545454546,35.05331791907515,78.07066666666667
148,-15.0,-90.0,8,2010,14.891058823529411,35.04558823529412,139.54778723404254
149,-15.0,-90.0,8,2011,14.981397849462365,35.053881720430105,130.0949649122807
150,-15.0,-90.0,8,2012,14.618709677419355,35.0053064516129,169.50044000000003
151,-15.0,-90.0,8,2018,14.826101694915254,35.0406779661017,114.83670491803278
152,-15.0,-90.0,9,2007,15.271153846153847,35.09322435897435,81.63074193548387
153,-15.0,-90.0,9,2008,15.982287581699346,35.051535947712416,99.3956644295302
154,-15.0,-90.0,9,2010,14.512934782608696,35.05310869565217,172.5596842105263
155,-15.0,-90.0,9,2011,14.985268817204302,35.03552688172043,96.98056962025316
156,-15.0,-90.0,9,2017,15.282711864406778,35.11849152542373,114.26116393442622
157,-15.0,-90.0,9,2018,14.57127118644068,35.00625423728814,112.1977213114754
158,-15.0,-90.0,10,2007,14.985274725274726,35.05204395604395,87.32825274725275
159,-15.0,-90.0,10,2008,15.568021978021978,35.08117582417582,65.47229281767956
160,-15.0,-90.0,10,2009,14.259354838709676,35.0186559139785,188.05988000000002
161,-15.0,-90.0,10,2010,14.421419354838712,35.044116129032254,120.64040476190476
162,-15.0,-90.0,10,2011,14.692499999999999,35.03213709677419,101.16791397849462
163,-15.0,-90.0,10,2012,14.811935483870968,35.044451612903224,170.22425
164,-15.0,-90.0,10,2017,15.329209039548022,35.144525423728815,113.04225136612021
165,-15.0,-90.0,11,2007,14.87576923076923,35.043416666666666,90.60844871794872
166,-15.0,-90.0,11,2008,15.452108843537415,35.07598639455782,56.167172413793104
167,-15.0,-90.0,11,2009,14.089462365591396,35.001709677419356,158.5305806451613
168,-15.0,-90.0,11,2010,14.386702702702703,35.01922702702703,81.80953383458646
169,-15.0,-90.0,11,2011,14.447956989247313,35.01123655913979,93.44382894736842
170,-15.0,-90.0,11,2012,14.731827956989246,35.02279569892473,170.4663181818182
171,-15.0,-90.0,11,2013,14.203659539473684,34.99580671052632,77.92986842105263
172,-15.0,-90.0,11,2017,14.551483050847459,35.059313559322035,78.8449631147541
173,-15.0,-90.0,12,2007,15.452287581699345,35.05126797385621,86.5094238410596
174,-15.0,-90.0,12,2008,15.710849673202615,35.07876470588236,41.908467105263156
175,-15.0,-90.0,12,2009,14.530217391304348,35.014804347826086,94.88391666666666
176,-15.0,-90.0,12,2010,14.428540540540542,35.007291891891896,86.34535
177,-15.0,-90.0,12,2011,14.816881720430107,35.022827956989246,87.68805063291138
178,-15.0,-90.0,12,2012,14.559666666666665,34.99187777777777,149.744
179,-15.0,-90.0,12,2017,14.842372881355931,35.072257627118645,83.88324918032787
180,-15.0,-85.0,1,2007,16.734117647058824,35.15016339869281,86.6226797385621
181,-15.0,-85.0,1,2008,15.6875,35.01591025641026,110.49674675324675
182,-15.0,-85.0,1,2010,16.47114754098361,,46.02166942148761
183,-15.0,-85.0,1,2015,14.211483050847457,34.967470338983055,56.11586885245901
184,-15.0,-85.0,1,2016,15.138023255813952,35.05188953488372,55.79912359550562
185,-15.0,-85.0,1,2017,14.804858757062147,35.055005649717515,57.26573224043716
186,-15.0,-85.0,1,2024,15.632664092664093,35.04128630828631,49.7633227744402
187,-15.0,-85.0,2,2000,22.345,35.055,238.5
188,-15.0,-85.0,2,2007,17.069281045751634,35.145196078431375,79.74608496732026
189,-15.0,-85.0,2,2008,16.008846153846154,35.03757692307692,110.86458823529412
190,-15.0,-85.0,2,2010,17.13469230769231,,55.724753846153845
191,-15.0,-85.0,2,2011,14.705737704918032,34.99439344262295,172.92700000000002
192,-15.0,-85.0,2,2015,14.072881355932203,34.96394915254238,35.40185245901639
193,-15.0,-85.0,2,2016,15.396395348837208,35.06002325581395,55.37139269662921
194,-15.0,-85.0,2,2017,15.207796610169492,35.08155084745762,58.70231666666667
195,-15.0,-85.0,2,2024,15.195570469798657,35.02079194630873,56.0131543624161
196,-15.0,-85.0,3,2001,25.4,35.09,244.0
197,-15.0,-85.0,3,2003,22.485,35.265,187.0
198,-15.0,-85.0,3,2007,17.545714285714286,35.14691891891892,86.16745405405406
199,-15.0,-85.0,3,2008,14.38346298157454,34.917904635761595,40.81587152317881
200,-15.0,-85.0,3,2009,14.84142857142857,35.0012967032967,93.76220454545455
201,-15.0,-85.0,3,2010,17.49375,35.048884615384615,69.55397596153847
202,-15.0,-85.0,3,2011,14.628064516129033,34.97310752688172,153.20451428571428
203,-15.0,-85.0,3,2014,14.086974789915965,34.94616806722689,65.38157142857143
204,-15.0,-85.0,3,2016,15.415649717514125,35.05977401129943,48.64922651933702
205,-15.0,-85.0,3,2017,14.85978813559322,35.03569915254237,51.411070539419086
206,-15.0,-85.0,3,2023,15.125405063291138,34.98855189873417,47.9089506329114
207,-15.0,-85.0,3,2024,15.173244147157192,34.94430769230769,55.771848993288586
208,-15.0,-85.0,4,2009,14.792159090909092,34.97152272727273,110.65336111111111
209,-15.0,-85.0,4,2010,17.17187214611872,35.1029,67.776875
210,-15.0,-85.0,4,2011,14.831011235955057,34.991449438202245,158.15526470588236
211,-15.0,-85.0,4,2014,14.300074349442378,34.97785873605948,59.47983796296297
212,-15.0,-85.0,4,2016,15.78915254237288,35.10140677966101,58.230657458563535
213,-15.0,-85.0,4,2017,14.752429378531073,34.97495480225989,48.648538888888886
214,-15.0,-85.0,4,2023,15.090447854682118,34.91801096147823,44.012353383458645
215,-15.0,-85.0,5,2000,21.53333333333333,,218.0
216,-15.0,-85.0,5,2006,15.521063829787234,35.05489361702128,48.97204255319149
217,-15.0,-85.0,5,2009,14.416887417218542,34.9656821192053,90.1795606060606
218,-15.0,-85.0,5,2011,14.794086021505375,34.9985376344086,151.90837142857143
219,-15.0,-85.0,5,2012,14.790806451612903,35.00253225806452,155.140625
220,-15.0,-85.0,5,2013,14.423548387096774,34.98958064516129,173.32333333333335
221,-15.0,-85.0,5,2014,14.734703703703703,35.00812962962963,80.20188372093023
222,-15.0,-85.0,5,2016,15.574237288135592,35.075672316384185,51.45444262295082
223,-15.0,-85.0,5,2017,14.802372881355932,35.010333333333335,52.15492349726776
224,-15.0,-85.0,5,2023,15.961104615384615,34.90582,47.39604676923077
225,-15.0,-85.0,6,2000,19.4,35.43,218.0
226,-15.0,-85.0,6,2006,15.20984,35.023336,62.668344
227,-15.0,-85.0,6,2007,21.0,35.1,117.88855625000001
228,-15.0,-85.0,6,2008,15.707661070911723,34.97181403762663,130.3140956772334
229,-15.0,-85.0,6,2009,14.533146853146851,34.970239316239315,95.06794366197182
230,-15.0,-85.0,6,2011,14.923870967741935,34.98751612903226,170.79141666666666
231,-15.0,-85.0,6,2012,14.783548387096774,34.97565591397849,146.311925
232,-15.0,-85.0,6,2013,13.866071428571429,34.922892857142855,81.76097727272727
233,-15.0,-85.0,6,2014,14.01222641509434,34.96023396226415,59.52682843137255
234,-15.0,-85.0,6,2016,15.173050847457628,35.073214689265534,48.46572677595629
235,-15.0,-85.0,6,2017,14.896779661016948,35.05084745762712,56.055868852459014
236,-15.0,-85.0,6,2018,15.300169491525425,35.089220338983054,89.2827868852459
237,-15.0,-85.0,6,2023,15.837157001414427,34.933650636492224,45.53793396226415
238,-15.0,-85.0,7,2001,18.166666666666668,35.11000000000001,228.83333333333334
239,-15.0,-85.0,7,2006,15.264487179487181,35.025461538461535,81.74074358974359
240,-15.0,-85.0,7,2009,14.325593220338984,34.97337634408602,101.31911475409836
241,-15.0,-85.0,7,2012,14.531935483870969,34.9512688172043,159.62745
242,-15.0,-85.0,7,2013,14.005569625167336,34.94981115127175,60.83712484945804
243,-15.0,-85.0,7,2014,13.783730569948188,34.945557046979864,52.18282812499999
244,-15.0,-85.0,7,2015,14.97779661016949,35.014,41.103147540983606
245,-15.0,-85.0,7,2016,14.467401129943504,35.03787005649717,45.27064480874317
246,-15.0,-85.0,7,2018,15.204745762711864,35.06090254237288,108.74554508196721
247,-15.0,-85.0,8,2006,15.309423076923077,35.050814102564104,79.76351923076923
248,-15.0,-85.0,8,2007,15.519281045751633,35.06761437908497,113.35510457516338
249,-15.0,-85.0,8,2009,13.84663107985481,34.9438190389016,43.003120895522386
250,-15.0,-85.0,8,2012,14.34967741935484,34.95358064516129,160.886
251,-15.0,-85.0,8,2013,14.356376811594203,34.9934541062802,45.12631775700934
252,-15.0,-85.0,8,2014,14.396610169491526,34.983474576271185,57.32001639344263
253,-15.0,-85.0,8,2015,14.383559322033898,35.001694915254234,42.24427868852459
254,-15.0,-85.0,8,2016,14.25909604519774,35.053242937853106,55.27781967213115
255,-15.0,-85.0,8,2017,15.101169590643275,35.101461988304095,77.89903409090908
256,-15.0,-85.0,8,2018,14.780169491525424,35.03243220338983,100.67240983606557
257,-15.0,-85.0,8,2023,15.183648566198901,34.99856253813301,41.83197317073171
258,-15.0,-85.0,9,2001,17.00875,34.96875,214.625
259,-15.0,-85.0,9,2002,18.9,,240.0
260,-15.0,-85.0,9,2004,18.513333333333335,35.22666666666667,222.0
261,-15.0,-85.0,9,2006,15.130128205128207,35.04855128205128,80.20519230769231
262,-15.0,-85.0,9,2007,15.054153846153845,35.02684615384615,119.57000000000001
263,-15.0,-85.0,9,2009,14.169492385786802,34.99068817204301,74.86638582677166
264,-15.0,-85.0,9,2012,14.63258064516129,35.02241935483871,155.7266
265,-15.0,-85.0,9,2013,13.91,34.96936538461538,42.33607407407408
266,-15.0,-85.0,9,2015,14.618757062146893,35.021429378531074,49.33477049180328
267,-15.0,-85.0,9,2016,14.096892655367233,35.03296610169492,53.581153005464486
268,-15.0,-85.0,9,2017,14.537267441860465,35.054622093023255,75.68617415730337
269,-15.0,-85.0,9,2023,14.645900250941027,34.99624811794229,32.586116760828624
270,-15.0,-85.0,10,2001,17.7605,35.083,219.04000000000002
271,-15.0,-85.0,10,2002,19.846,35.124,244.8
272,-15.0,-85.0,10,2005,17.286666666666665,35.18666666666667,240.66666666666666
273,-15.0,-85.0,10,2006,15.43631868131868,35.07818681318682,87.57717777777778
274,-15.0,-85.0,10,2007,15.256686642599279,35.04225346715329,124.13109089193826
275,-15.0,-85.0,10,2008,14.115474875207987,34.97071433224755,57.68317339300244
276,-15.0,-85.0,10,2009,14.305384615384614,34.98454838709677,93.46075862068966
277,-15.0,-85.0,10,2010,13.61720769996681,34.92441245421245,68.34065026883505
278,-15.0,-85.0,10,2012,14.555722891566266,34.996331325301206,65.81568656716418
279,-15.0,-85.0,10,2013,13.803885975609758,34.95476097560975,19.918856363636365
280,-15.0,-85.0,10,2015,14.401412429378531,35.010090395480226,38.235472527472524
281,-15.0,-85.0,10,2016,14.18542372881356,35.046553672316385,60.94732786885246
282,-15.0,-85.0,10,2017,14.275367231638416,35.0275197740113,75.59457923497267
283,-15.0,-85.0,10,2022,13.095911504424778,34.85735044247787,64.61510992907802
284,-15.0,-85.0,10,2023,14.991043834752444,35.01586597287922,38.86212996845426
285,-15.0,-85.0,11,2003,20.6,35.25,184.275
286,-15.0,-85.0,11,2004,19.47,35.27,251.0
287,-15.0,-85.0,11,2006,15.447733333333332,35.07765333333334,80.1275298013245
288,-15.0,-85.0,11,2007,14.477403846153846,34.96873076923077,102.96927184466018
289,-15.0,-85.0,11,2008,16.68260625,35.05051875,151.89213333333333
290,-15.0,-85.0,11,2009,14.76138888888889,,62.1741320754717
291,-15.0,-85.0,11,2011,20.38,35.09,136.8736625
292,-15.0,-85.0,11,2013,14.096375720384206,34.98631963713981,65.90410453333332
293,-15.0,-85.0,11,2014,14.113220338983052,34.96537288135593,65.32024590163934
294,-15.0,-85.0,11,2015,14.71774011299435,35.02822033898305,49.139054644808745
295,-15.0,-85.0,11,2016,14.497062146892656,35.0714406779661,60.55349180327869
296,-15.0,-85.0,11,2023,14.98833386126069,35.021415901172,40.67881864299303
297,-15.0,-85.0,12,2001,20.4,,233.0
298,-15.0,-85.0,12,2006,15.820387096774192,35.104006451612904,80.80391025641026
299,-15.0,-85.0,12,2007,15.162307692307694,34.99510256410257,121.7777012987013
300,-15.0,-85.0,12,2008,16.6270625,34.9966875,199.334575
301,-15.0,-85.0,12,2009,15.841015625,,54.915354838709675
302,-15.0,-85.0,12,2014,14.093502824858758,34.955757062146894,57.345628415300546
