Wall time,Step,Value
1725238740.7074356,0,1.3143115043640137
1725238759.7025647,100,0.14856795966625214
1725238778.2737706,200,0.10633798688650131
1725238796.889626,300,0.0916626900434494
1725238815.5521407,400,0.08003504574298859
1725238834.3290038,500,0.07614235579967499
1725238853.0409243,600,0.07091714441776276
1725238871.7589557,700,0.06915324181318283
1725238890.4500058,800,0.0648500919342041
1725238909.141966,900,0.06254589557647705
1725238927.8648767,1000,0.061996567994356155
1725238946.5762136,1100,0.06067386642098427
1725238965.3019202,1200,0.057814691215753555
1725238983.9937813,1300,0.05585941672325134
1725239002.7518682,1400,0.05783586949110031
1725239021.7166228,1500,0.0571480467915535
1725239040.5030818,1600,0.05766327679157257
1725239059.3729887,1700,0.05418652296066284
1725239078.2924032,1800,0.054366596043109894
1725239097.0560427,1900,0.05385406315326691
1725239116.0430338,2000,0.05385246127843857
1725239134.88564,2100,0.05499926581978798
1725239153.8276517,2200,0.05265241488814354
1725239172.8649955,2300,0.0519600473344326
1725239191.7103412,2400,0.054945316165685654
1725239210.5015762,2500,0.05070006102323532
1725239229.3906977,2600,0.05143124610185623
1725239248.3836348,2700,0.05112848058342934
1725239267.2714043,2800,0.054150454699993134
1725239286.2602825,2900,0.05126488581299782
1725239305.0906923,3000,0.05128200352191925
1725239323.922809,3100,0.05236894637346268
1725239342.6844704,3200,0.052813395857810974
1725239361.626097,3300,0.05057722330093384
1725239380.4726725,3400,0.05057708919048309
1725239399.3871706,3500,0.049415528774261475
1725239418.2865336,3600,0.05050975829362869
1725239437.3693855,3700,0.05038933455944061
1725239456.2019775,3800,0.05193333327770233
1725239475.0166488,3900,0.049239661544561386
1725239493.8324025,4000,0.0489826574921608
1725239512.696984,4100,0.049262259155511856
1725239531.538444,4200,0.05003973841667175
1725239550.443269,4300,0.049383025616407394
1725239569.393072,4400,0.04975346475839615
1725239588.2657373,4500,0.04971133917570114
1725239607.2795644,4600,0.05149521306157112
1725239626.237156,4700,0.04972720891237259
1725239645.1239336,4800,0.05012589320540428
1725239664.152853,4900,0.05175317823886871
1725239682.5173724,5000,0.04985182732343674
1725239700.8831491,5100,0.049956064671278
1725239719.1362417,5200,0.05030146613717079
1725239737.448889,5300,0.04989161714911461
1725239755.6675475,5400,0.0530090406537056
1725239773.965248,5500,0.048663243651390076
1725239792.2609057,5600,0.04874236881732941
1725239810.5396929,5700,0.05207269638776779
1725239828.686503,5800,0.051698073744773865
1725239846.9091537,5900,0.051136329770088196
1725239865.1578362,6000,0.050169263035058975
1725239883.406806,6100,0.05052822083234787
1725239901.681614,6200,0.05013851448893547
1725239919.99288,6300,0.05117255076766014
1725239938.332584,6400,0.0545562207698822
1725239956.6275506,6500,0.05111430957913399
1725239975.01375,6600,0.0510648712515831
1725239993.3491964,6700,0.0500887893140316
1725240011.6094198,6800,0.05024091154336929
1725240029.8428428,6900,0.04838499799370766
1725240048.1529756,7000,0.05025357007980347
1725240066.366914,7100,0.05034243315458298
1725240084.5464423,7200,0.05275220796465874
1725240102.8859174,7300,0.050447769463062286
1725240121.144162,7400,0.04891151189804077
1725240139.4054403,7500,0.05082608014345169
1725240157.582356,7600,0.05150754004716873
1725240175.8254874,7700,0.05115140974521637
1725240194.0680003,7800,0.049196649342775345
1725240212.2403414,7900,0.04997079819440842
1725240230.3819478,8000,0.05305670574307442
1725240248.5692182,8100,0.04914453998208046
1725240266.6512723,8200,0.050634875893592834
1725240284.8103375,8300,0.04884197190403938
1725240302.9449377,8400,0.05214928463101387
1725240321.0561318,8500,0.05033499747514725
1725240339.1187687,8600,0.0519581101834774
1725240357.134437,8700,0.05073496326804161
1725240375.2045414,8800,0.05198664218187332
1725240393.2752266,8900,0.051941193640232086
1725240411.4253995,9000,0.0530446320772171
1725240429.5263987,9100,0.050850704312324524
1725240447.5071142,9200,0.049733925610780716
1725240465.6326432,9300,0.05015881359577179
1725240483.7028558,9400,0.051448754966259
1725240501.8856926,9500,0.05031868815422058
1725240520.242394,9600,0.05045131593942642
1725240538.6074634,9700,0.051080361008644104
1725240556.7345846,9800,0.051507528871297836
1725240574.8878033,9900,0.05117467790842056
