,lon_rounded_up,lat_rounded_up,date,chlor_a
0,-95,-10,2007-10-21 00:25:00+00:00,0.15174895592711188
1,-95,-5,2007-10-21 00:25:00+00:00,
2,-95,0,2007-10-21 00:25:00+00:00,0.11724804776410262
3,-95,5,2007-10-21 00:25:00+00:00,0.10627154592830355
4,-95,10,2007-10-21 00:25:00+00:00,0.2059916517334784
5,-95,15,2007-10-21 00:25:00+00:00,0.22133327708043884
6,-95,20,2007-10-21 00:25:00+00:00,0.3520565341911779
7,-95,25,2007-10-21 00:25:00+00:00,0.4176968752121439
8,-95,30,2007-10-21 00:25:00+00:00,1.5990831699708234
9,-95,35,2007-10-21 00:25:00+00:00,
10,-90,-10,2007-10-21 00:25:00+00:00,0.13051337399018623
11,-90,-5,2007-10-21 00:25:00+00:00,0.10619536279682144
12,-90,0,2007-10-21 00:25:00+00:00,0.5506619643194206
13,-90,5,2007-10-21 00:25:00+00:00,0.16287679217714932
14,-90,10,2007-10-21 00:25:00+00:00,0.15610967844235088
15,-90,15,2007-10-21 00:25:00+00:00,
16,-90,20,2007-10-21 00:25:00+00:00,1.4960316242152498
17,-90,25,2007-10-21 00:25:00+00:00,0.08993445997757296
18,-90,30,2007-10-21 00:25:00+00:00,0.8621520304485507
19,-90,35,2007-10-21 00:25:00+00:00,
20,-85,-10,2007-10-21 00:25:00+00:00,0.15007811348677966
21,-85,-5,2007-10-21 00:25:00+00:00,
22,-85,0,2007-10-21 00:25:00+00:00,0.32961229285965227
23,-85,5,2007-10-21 00:25:00+00:00,0.20166108679800931
24,-85,10,2007-10-21 00:25:00+00:00,0.15656068921089172
25,-85,15,2007-10-21 00:25:00+00:00,
26,-85,20,2007-10-21 00:25:00+00:00,
27,-85,25,2007-10-21 00:25:00+00:00,
28,-85,30,2007-10-21 00:25:00+00:00,0.17634062199516498
29,-85,35,2007-10-21 00:25:00+00:00,2.6583338578542075
30,-80,-10,2007-10-21 00:25:00+00:00,
31,-80,-5,2007-10-21 00:25:00+00:00,
32,-80,0,2007-10-21 00:25:00+00:00,
33,-80,5,2007-10-21 00:25:00+00:00,0.2058413497482737
34,-80,10,2007-10-21 00:25:00+00:00,0.20563517723764693
35,-80,15,2007-10-21 00:25:00+00:00,0.33984182613441744
