,lon_rounded_up,lat_rounded_up,date,chlor_a
0,-95,-10,2017-07-12 00:25:00+00:00,0.1325704453767219
1,-95,-5,2017-07-12 00:25:00+00:00,0.1327903202979047
2,-95,0,2017-07-12 00:25:00+00:00,0.18000679689869203
3,-95,5,2017-07-12 00:25:00+00:00,0.16672944989469315
4,-95,10,2017-07-12 00:25:00+00:00,0.16560340543270957
5,-95,15,2017-07-12 00:25:00+00:00,0.13876977445011637
6,-95,20,2017-07-12 00:25:00+00:00,0.6931030602098314
7,-95,25,2017-07-12 00:25:00+00:00,0.1465752914933711
8,-95,30,2017-07-12 00:25:00+00:00,1.6609223643662754
9,-95,35,2017-07-12 00:25:00+00:00,
10,-90,-10,2017-07-12 00:25:00+00:00,0.1770127247826746
11,-90,-5,2017-07-12 00:25:00+00:00,0.15111584175431342
12,-90,0,2017-07-12 00:25:00+00:00,0.32563350897544585
13,-90,5,2017-07-12 00:25:00+00:00,0.2849202492094762
14,-90,10,2017-07-12 00:25:00+00:00,0.09243399591707602
15,-90,15,2017-07-12 00:25:00+00:00,0.2706873739307577
16,-90,20,2017-07-12 00:25:00+00:00,1.188537928969302
17,-90,25,2017-07-12 00:25:00+00:00,0.07854582123596825
18,-90,30,2017-07-12 00:25:00+00:00,1.110589064220704
19,-90,35,2017-07-12 00:25:00+00:00,5.116120624542236
20,-85,-10,2017-07-12 00:25:00+00:00,0.17575585312862219
21,-85,-5,2017-07-12 00:25:00+00:00,0.12605826602673825
22,-85,0,2017-07-12 00:25:00+00:00,0.1818243277719222
23,-85,5,2017-07-12 00:25:00+00:00,0.1306412487756461
24,-85,10,2017-07-12 00:25:00+00:00,
25,-85,15,2017-07-12 00:25:00+00:00,
26,-85,20,2017-07-12 00:25:00+00:00,0.03703639792341195
27,-85,25,2017-07-12 00:25:00+00:00,0.0883767855009103
28,-85,30,2017-07-12 00:25:00+00:00,0.5134945152989496
29,-85,35,2017-07-12 00:25:00+00:00,8.40755556883483
30,-80,-10,2017-07-12 00:25:00+00:00,
31,-80,-5,2017-07-12 00:25:00+00:00,
32,-80,0,2017-07-12 00:25:00+00:00,0.5384914181062154
33,-80,5,2017-07-12 00:25:00+00:00,0.1592530002214497
34,-80,10,2017-07-12 00:25:00+00:00,0.300148468359921
35,-80,15,2017-07-12 00:25:00+00:00,0.08630084874374526
36,-80,20,2017-07-12 00:25:00+00:00,0.04168465446967345
37,-80,25,2017-07-12 00:25:00+00:00,0.427775262448125
38,-80,30,2017-07-12 00:25:00+00:00,0.5980247371615126
39,-80,35,2017-07-12 00:25:00+00:00,20.99868683020274
40,-75,-10,2017-07-12 00:25:00+00:00,1.9927629195153713
41,-75,-5,2017-07-12 00:25:00+00:00,
42,-75,0,2017-07-12 00:25:00+00:00,
43,-75,5,2017-07-12 00:25:00+00:00,0.894897205172441
44,-75,10,2017-07-12 00:25:00+00:00,0.49999226620083026
45,-75,15,2017-07-12 00:25:00+00:00,
46,-75,20,2017-07-12 00:25:00+00:00,0.042694988247493036
47,-75,25,2017-07-12 00:25:00+00:00,0.34968319144000076
48,-75,30,2017-07-12 00:25:00+00:00,0.026342769725791488
49,-75,35,2017-07-12 00:25:00+00:00,0.3468822709242627
50,-70,-10,2017-07-12 00:25:00+00:00,0.8735411763191223
51,-70,-5,2017-07-12 00:25:00+00:00,
52,-70,0,2017-07-12 00:25:00+00:00,
53,-70,5,2017-07-12 00:25:00+00:00,
54,-70,10,2017-07-12 00:25:00+00:00,32.10796041746397
55,-70,15,2017-07-12 00:25:00+00:00,5.7585868613872835
56,-70,20,2017-07-12 00:25:00+00:00,0.1096663968679349
57,-70,25,2017-07-12 00:25:00+00:00,0.03899874095973707
58,-70,30,2017-07-12 00:25:00+00:00,0.02116091761176717
59,-70,35,2017-07-12 00:25:00+00:00,0.03503796857842282
60,-65,-10,2017-07-12 00:25:00+00:00,7.42697367301354
61,-65,-5,2017-07-12 00:25:00+00:00,
62,-65,0,2017-07-12 00:25:00+00:00,
63,-65,5,2017-07-12 00:25:00+00:00,
64,-65,10,2017-07-12 00:25:00+00:00,
65,-65,15,2017-07-12 00:25:00+00:00,0.36425551479416235
66,-65,20,2017-07-12 00:25:00+00:00,0.27906180040282047
67,-65,25,2017-07-12 00:25:00+00:00,0.02386463208491132
68,-65,30,2017-07-12 00:25:00+00:00,0.018142062325887713
69,-65,35,2017-07-12 00:25:00+00:00,0.0346075412911829
70,-60,-10,2017-07-12 00:25:00+00:00,
71,-60,-5,2017-07-12 00:25:00+00:00,
72,-60,0,2017-07-12 00:25:00+00:00,
73,-60,5,2017-07-12 00:25:00+00:00,
74,-60,10,2017-07-12 00:25:00+00:00,
75,-60,15,2017-07-12 00:25:00+00:00,0.226119176699565
76,-60,20,2017-07-12 00:25:00+00:00,0.07270789134597021
77,-60,25,2017-07-12 00:25:00+00:00,0.027901007310413804
78,-60,30,2017-07-12 00:25:00+00:00,0.015917101408687725
79,-60,35,2017-07-12 00:25:00+00:00,0.03758762942800061
80,-55,-10,2017-07-12 00:25:00+00:00,
81,-55,-5,2017-07-12 00:25:00+00:00,
82,-55,0,2017-07-12 00:25:00+00:00,24.028482615947723
83,-55,5,2017-07-12 00:25:00+00:00,3.4242647290229797
84,-55,10,2017-07-12 00:25:00+00:00,2.235602222595896
85,-55,15,2017-07-12 00:25:00+00:00,0.13375652225121207
86,-55,20,2017-07-12 00:25:00+00:00,
87,-55,25,2017-07-12 00:25:00+00:00,0.035983855998848825
88,-55,30,2017-07-12 00:25:00+00:00,
89,-55,35,2017-07-12 00:25:00+00:00,0.04937033511457905
90,-50,-10,2017-07-12 00:25:00+00:00,
91,-50,-5,2017-07-12 00:25:00+00:00,
92,-50,0,2017-07-12 00:25:00+00:00,12.319312680152155
93,-50,5,2017-07-12 00:25:00+00:00,3.901596188545227
94,-50,10,2017-07-12 00:25:00+00:00,2.107993252220608
95,-50,15,2017-07-12 00:25:00+00:00,0.06161568438013395
96,-50,20,2017-07-12 00:25:00+00:00,0.06020061033112662
97,-50,25,2017-07-12 00:25:00+00:00,0.02573401499174389
98,-50,30,2017-07-12 00:25:00+00:00,0.021544401775513377
99,-50,35,2017-07-12 00:25:00+00:00,0.039675167971707906
100,-45,-10,2017-07-12 00:25:00+00:00,13.705030918121338
101,-45,-5,2017-07-12 00:25:00+00:00,
102,-45,0,2017-07-12 00:25:00+00:00,4.649329238457366
103,-45,5,2017-07-12 00:25:00+00:00,0.5269522604620243
104,-45,10,2017-07-12 00:25:00+00:00,0.32032879092083527
105,-45,15,2017-07-12 00:25:00+00:00,0.060783103656763135
106,-45,20,2017-07-12 00:25:00+00:00,0.052049121586605906
107,-45,25,2017-07-12 00:25:00+00:00,0.039337890390612064
108,-45,30,2017-07-12 00:25:00+00:00,0.020527113273593724
109,-45,35,2017-07-12 00:25:00+00:00,0.04303248407555494
110,-40,-10,2017-07-12 00:25:00+00:00,
111,-40,-5,2017-07-12 00:25:00+00:00,5.983805418014526
112,-40,0,2017-07-12 00:25:00+00:00,0.4458517946217984
113,-40,5,2017-07-12 00:25:00+00:00,0.1649079015343256
114,-40,10,2017-07-12 00:25:00+00:00,0.17463930432805033
115,-40,15,2017-07-12 00:25:00+00:00,0.08010957877814155
116,-40,20,2017-07-12 00:25:00+00:00,
117,-40,25,2017-07-12 00:25:00+00:00,0.048910501457396005
118,-40,30,2017-07-12 00:25:00+00:00,0.01962694065379245
119,-40,35,2017-07-12 00:25:00+00:00,0.035589344711833434
120,-35,-10,2017-07-12 00:25:00+00:00,0.3644846984571968
121,-35,-5,2017-07-12 00:25:00+00:00,
122,-35,0,2017-07-12 00:25:00+00:00,0.21114554583814973
123,-35,5,2017-07-12 00:25:00+00:00,
124,-35,10,2017-07-12 00:25:00+00:00,
125,-35,15,2017-07-12 00:25:00+00:00,
126,-35,20,2017-07-12 00:25:00+00:00,0.04946320044706349
127,-35,25,2017-07-12 00:25:00+00:00,0.033143491153291356
128,-35,30,2017-07-12 00:25:00+00:00,0.02076415013099354
129,-35,35,2017-07-12 00:25:00+00:00,0.039473632538817104
130,-30,-10,2017-07-12 00:25:00+00:00,0.09429335125376669
131,-30,-5,2017-07-12 00:25:00+00:00,0.09130076538414171
132,-30,0,2017-07-12 00:25:00+00:00,0.10166587058191348
133,-30,5,2017-07-12 00:25:00+00:00,0.16536329476954695
134,-30,10,2017-07-12 00:25:00+00:00,
135,-30,15,2017-07-12 00:25:00+00:00,
136,-30,20,2017-07-12 00:25:00+00:00,0.06602226099049723
137,-30,25,2017-07-12 00:25:00+00:00,0.03879090366504526
138,-30,30,2017-07-12 00:25:00+00:00,
139,-30,35,2017-07-12 00:25:00+00:00,0.03311756653163363
140,-25,-10,2017-07-12 00:25:00+00:00,0.06203681299519645
141,-25,-5,2017-07-12 00:25:00+00:00,0.10321596105718732
142,-25,0,2017-07-12 00:25:00+00:00,0.12619465318612277
143,-25,5,2017-07-12 00:25:00+00:00,0.1537787246613291
144,-25,10,2017-07-12 00:25:00+00:00,0.20091740621460807
145,-25,15,2017-07-12 00:25:00+00:00,
146,-25,20,2017-07-12 00:25:00+00:00,0.10255873366259038
147,-25,25,2017-07-12 00:25:00+00:00,0.07239450264820142
148,-25,30,2017-07-12 00:25:00+00:00,0.03286037693671591
149,-25,35,2017-07-12 00:25:00+00:00,0.03621872868910555
150,-20,-10,2017-07-12 00:25:00+00:00,0.053291847534968115
151,-20,-5,2017-07-12 00:25:00+00:00,0.09109643801835411
152,-20,0,2017-07-12 00:25:00+00:00,0.17550380339180183
153,-20,5,2017-07-12 00:25:00+00:00,0.16041791990291682
154,-20,10,2017-07-12 00:25:00+00:00,0.1613525563049531
155,-20,15,2017-07-12 00:25:00+00:00,0.1731042667942227
156,-20,20,2017-07-12 00:25:00+00:00,
157,-20,25,2017-07-12 00:25:00+00:00,0.16046130729164032
158,-20,30,2017-07-12 00:25:00+00:00,0.04776142802292459
159,-20,35,2017-07-12 00:25:00+00:00,0.0363938970706515
160,-15,-10,2017-07-12 00:25:00+00:00,0.059719120013393225
161,-15,-5,2017-07-12 00:25:00+00:00,0.0924954761065796
162,-15,0,2017-07-12 00:25:00+00:00,0.23141525285308512
163,-15,5,2017-07-12 00:25:00+00:00,0.20193744144514844
164,-15,10,2017-07-12 00:25:00+00:00,0.1398321414484508
165,-15,15,2017-07-12 00:25:00+00:00,
166,-15,20,2017-07-12 00:25:00+00:00,
167,-15,25,2017-07-12 00:25:00+00:00,0.8831638048782393
168,-15,30,2017-07-12 00:25:00+00:00,0.06757180798141395
169,-15,35,2017-07-12 00:25:00+00:00,0.065241371489893
170,-10,-10,2017-07-12 00:25:00+00:00,0.062163627841026074
171,-10,-5,2017-07-12 00:25:00+00:00,0.08733838832950568
172,-10,0,2017-07-12 00:25:00+00:00,0.32372745054484414
173,-10,5,2017-07-12 00:25:00+00:00,0.408646638576801
174,-10,10,2017-07-12 00:25:00+00:00,
175,-10,15,2017-07-12 00:25:00+00:00,
176,-10,20,2017-07-12 00:25:00+00:00,
177,-10,25,2017-07-12 00:25:00+00:00,
178,-10,30,2017-07-12 00:25:00+00:00,0.16037578135728836
179,-10,35,2017-07-12 00:25:00+00:00,0.07586399048399858
180,-5,-10,2017-07-12 00:25:00+00:00,0.09602441712395175
181,-5,-5,2017-07-12 00:25:00+00:00,0.15284722880093082
182,-5,0,2017-07-12 00:25:00+00:00,0.3149826521722888
183,-5,5,2017-07-12 00:25:00+00:00,0.6828514826086427
184,-5,10,2017-07-12 00:25:00+00:00,9.804787337779999
185,-5,15,2017-07-12 00:25:00+00:00,
186,-5,20,2017-07-12 00:25:00+00:00,
187,-5,25,2017-07-12 00:25:00+00:00,
188,-5,30,2017-07-12 00:25:00+00:00,
189,-5,35,2017-07-12 00:25:00+00:00,
190,0,-10,2017-07-12 00:25:00+00:00,0.10715628098279277
191,0,-5,2017-07-12 00:25:00+00:00,0.19106494857692521
192,0,0,2017-07-12 00:25:00+00:00,0.35702684122805645
