,date,lon_rounded_up,lat_rounded_up,depth,o2
0,2024-01-10,-95,-10,0.49402538,217.13005204319683
1,2024-01-10,-95,-10,1.5413754,217.13802792642122
2,2024-01-10,-95,-10,2.6456685,217.14621137761745
3,2024-01-10,-95,-10,3.8194947,217.15485823235545
4,2024-01-10,-95,-10,5.0782237,217.1644208912406
5,2024-01-10,-95,-10,6.440614,217.17541759949424
6,2024-01-10,-95,-10,7.92956,217.18843808682328
7,2024-01-10,-95,-10,9.572997,217.20421799294263
8,2024-01-10,-95,-10,11.405003,217.223839342459
9,2024-01-10,-95,-10,13.467138,217.24946210173522
10,2024-01-10,-95,-10,15.810073,217.2847593138818
11,2024-01-10,-95,-10,18.49556,217.33848872801073
12,2024-01-10,-95,-10,21.598816,217.4373687951743
13,2024-01-10,-95,-10,25.211409,217.6011713421534
14,2024-01-10,-95,-10,29.444729,217.95433459638738
15,2024-01-10,-95,-10,34.434155,218.85204700980327
16,2024-01-10,-95,-10,40.34405,220.13024013112732
17,2024-01-10,-95,-10,47.373688,220.4971053627343
18,2024-01-10,-95,-5,0.49402538,212.7305238632929
19,2024-01-10,-95,-5,1.5413754,212.74481775192987
20,2024-01-10,-95,-5,2.6456685,212.76000907534646
21,2024-01-10,-95,-5,3.8194947,212.77662204560778
22,2024-01-10,-95,-5,5.0782237,212.79519489833288
23,2024-01-10,-95,-5,6.440614,212.81598154703775
24,2024-01-10,-95,-5,7.92956,212.8391077677409
25,2024-01-10,-95,-5,9.572997,212.86550866989862
26,2024-01-10,-95,-5,11.405003,212.89712324596587
27,2024-01-10,-95,-5,13.467138,212.93797026134672
28,2024-01-10,-95,-5,15.810073,212.99909904116677
29,2024-01-10,-95,-5,18.49556,213.1202471415202
30,2024-01-10,-95,-5,21.598816,213.30578369867234
31,2024-01-10,-95,-5,25.211409,213.42809967767624
32,2024-01-10,-95,-5,29.444729,213.39440303984142
33,2024-01-10,-95,-5,34.434155,213.01865252540225
34,2024-01-10,-95,-5,40.34405,211.82062824794224
35,2024-01-10,-95,-5,47.373688,208.76263376871745
36,2024-01-10,-95,0,0.49402538,203.9276633853004
37,2024-01-10,-95,0,1.5413754,203.91416974748884
38,2024-01-10,-95,0,2.6456685,203.89304493495396
39,2024-01-10,-95,0,3.8194947,203.8589150565011
40,2024-01-10,-95,0,5.0782237,203.80447547549292
41,2024-01-10,-95,0,6.440614,203.70962281000047
42,2024-01-10,-95,0,7.92956,203.5609974815732
43,2024-01-10,-95,0,9.572997,203.33160015287854
44,2024-01-10,-95,0,11.405003,202.9720808120001
45,2024-01-10,-95,0,13.467138,202.41207729521253
46,2024-01-10,-95,0,15.810073,201.5527632213774
47,2024-01-10,-95,0,18.49556,200.2584949311756
48,2024-01-10,-95,0,21.598816,198.34898558117095
49,2024-01-10,-95,0,25.211409,195.53929675874255
50,2024-01-10,-95,0,29.444729,190.58364871797107
51,2024-01-10,-95,0,34.434155,182.49764629545666
52,2024-01-10,-95,0,40.34405,171.36566103980655
53,2024-01-10,-95,0,47.373688,156.75320300147646
54,2024-01-10,-95,5,0.49402538,201.89482912336078
55,2024-01-10,-95,5,1.5413754,201.89156410580588
56,2024-01-10,-95,5,2.6456685,201.88499341692244
57,2024-01-10,-95,5,3.8194947,201.88130376906622
58,2024-01-10,-95,5,5.0782237,201.8836542401995
59,2024-01-10,-95,5,6.440614,201.88764128912064
60,2024-01-10,-95,5,7.92956,201.88642970493862
61,2024-01-10,-95,5,9.572997,201.86766804286412
62,2024-01-10,-95,5,11.405003,201.8052732195173
63,2024-01-10,-95,5,13.467138,201.65346105666387
64,2024-01-10,-95,5,15.810073,201.33555806477864
65,2024-01-10,-95,5,18.49556,200.7906743367513
66,2024-01-10,-95,5,21.598816,199.9311269124349
67,2024-01-10,-95,5,25.211409,198.50339904058546
68,2024-01-10,-95,5,29.444729,195.93535726638066
69,2024-01-10,-95,5,34.434155,191.05736429123652
70,2024-01-10,-95,5,40.34405,181.846752566383
71,2024-01-10,-95,5,47.373688,167.08300792149134
72,2024-01-10,-95,10,0.49402538,199.36823149181546
73,2024-01-10,-95,10,1.5413754,199.37067304338728
74,2024-01-10,-95,10,2.6456685,199.37658160981678
75,2024-01-10,-95,10,3.8194947,199.3882416861398
76,2024-01-10,-95,10,5.0782237,199.4040169488816
77,2024-01-10,-95,10,6.440614,199.4187443324498
78,2024-01-10,-95,10,7.92956,199.42307365054177
79,2024-01-10,-95,10,9.572997,199.39958441598074
80,2024-01-10,-95,10,11.405003,199.32177461896623
81,2024-01-10,-95,10,13.467138,199.15217419578914
82,2024-01-10,-95,10,15.810073,198.7840924580892
83,2024-01-10,-95,10,18.49556,197.94118474324543
84,2024-01-10,-95,10,21.598816,196.03562694731212
85,2024-01-10,-95,10,25.211409,192.19755150931223
86,2024-01-10,-95,10,29.444729,185.5279815492176
87,2024-01-10,-95,10,34.434155,174.3928934188116
88,2024-01-10,-95,10,40.34405,157.55357275463285
89,2024-01-10,-95,10,47.373688,134.2957823072161
90,2024-01-10,-95,15,0.49402538,212.17756009783065
91,2024-01-10,-95,15,1.5413754,212.21282632010323
92,2024-01-10,-95,15,2.6456685,212.2639507112049
93,2024-01-10,-95,15,3.8194947,212.3374510992141
94,2024-01-10,-95,15,5.0782237,212.43905606951031
95,2024-01-10,-95,15,6.440614,212.57327717372348
96,2024-01-10,-95,15,7.92956,212.7333767118908
97,2024-01-10,-95,15,9.572997,212.8710210890997
98,2024-01-10,-95,15,11.405003,212.8722421555292
99,2024-01-10,-95,15,13.467138,212.71766648065477
100,2024-01-10,-95,15,15.810073,212.2830310639881
101,2024-01-10,-95,15,18.49556,211.22656384422666
102,2024-01-10,-95,15,21.598816,208.93494117373513
103,2024-01-10,-95,15,25.211409,204.485994720459
104,2024-01-10,-95,15,29.444729,197.21507633754186
105,2024-01-10,-95,15,34.434155,186.6094714210147
106,2024-01-10,-95,15,40.34405,172.17001413617814
107,2024-01-10,-95,15,47.373688,153.6669145311628
108,2024-01-10,-95,20,0.49402538,213.3358836855207
109,2024-01-10,-95,20,1.5413754,213.3637866973877
110,2024-01-10,-95,20,2.6456685,213.39369637625558
111,2024-01-10,-95,20,3.8194947,213.43851498195104
112,2024-01-10,-95,20,5.0782237,213.51470811026437
113,2024-01-10,-95,20,6.440614,213.63329260689872
114,2024-01-10,-95,20,7.92956,213.80198110852922
115,2024-01-10,-95,20,9.572997,213.9683474131993
116,2024-01-10,-95,20,11.405003,213.99683543613978
117,2024-01-10,-95,20,13.467138,213.79133755820138
118,2024-01-10,-95,20,15.810073,213.24602004459925
119,2024-01-10,-95,20,18.49556,212.25302410125732
120,2024-01-10,-95,20,21.598816,210.70238127027238
121,2024-01-10,-95,20,25.211409,208.24210480281286
122,2024-01-10,-95,20,29.444729,204.11244324275427
123,2024-01-10,-95,20,34.434155,196.98730822971888
124,2024-01-10,-95,20,40.34405,186.84445286656285
125,2024-01-10,-95,20,47.373688,172.05762273615056
126,2024-01-10,-95,25,0.49402538,212.7035489104515
127,2024-01-10,-95,25,1.5413754,212.69792139807413
128,2024-01-10,-95,25,2.6456685,212.69254696868188
129,2024-01-10,-95,25,3.8194947,212.6875214332758
130,2024-01-10,-95,25,5.0782237,212.6826868101608
131,2024-01-10,-95,25,6.440614,212.67785474200582
132,2024-01-10,-95,25,7.92956,212.67284233625546
133,2024-01-10,-95,25,9.572997,212.66749558559684
134,2024-01-10,-95,25,11.405003,212.661579859534
135,2024-01-10,-95,25,13.467138,212.60818762149452
136,2024-01-10,-95,25,15.810073,212.49120804483857
137,2024-01-10,-95,25,18.49556,212.41514434814454
138,2024-01-10,-95,25,21.598816,212.24067732216656
139,2024-01-10,-95,25,25.211409,212.16502692990187
140,2024-01-10,-95,25,29.444729,211.9928540008996
141,2024-01-10,-95,25,34.434155,211.86603940766435
142,2024-01-10,-95,25,40.34405,211.39634047404374
143,2024-01-10,-95,25,47.373688,209.27933320176177
144,2024-01-10,-95,30,0.49402538,223.6339602211649
145,2024-01-10,-95,30,1.5413754,223.62774989401646
146,2024-01-10,-95,30,2.6456685,223.6223837682443
147,2024-01-10,-95,30,3.8194947,223.61764455396076
148,2024-01-10,-95,30,5.0782237,223.61327226032583
149,2024-01-10,-95,30,6.440614,223.60903362895166
150,2024-01-10,-95,30,7.92956,223.59993584211483
151,2024-01-10,-95,30,9.572997,223.59558069983194
152,2024-01-10,-95,30,11.405003,223.590957286746
153,2024-01-10,-95,30,13.467138,222.62603161621092
154,2024-01-10,-95,30,15.810073,221.79768509161278
155,2024-01-10,-95,30,18.49556,221.29304542541504
156,2024-01-10,-95,30,21.598816,220.53690735906616
157,2024-01-10,-95,30,25.211409,219.5859483026825
158,2024-01-10,-95,30,29.444729,218.35469226302388
159,2024-01-10,-95,30,34.434155,217.2634695827371
160,2024-01-10,-95,30,40.34405,216.32921822865805
161,2024-01-10,-95,30,47.373688,215.2352100719105
162,2024-01-10,-95,35,0.49402538,
163,2024-01-10,-95,35,1.5413754,
164,2024-01-10,-95,35,2.6456685,
165,2024-01-10,-95,35,3.8194947,
166,2024-01-10,-95,35,5.0782237,
167,2024-01-10,-95,35,6.440614,
168,2024-01-10,-95,35,7.92956,
169,2024-01-10,-95,35,9.572997,
170,2024-01-10,-95,35,11.405003,
171,2024-01-10,-95,35,13.467138,
172,2024-01-10,-95,35,15.810073,
173,2024-01-10,-95,35,18.49556,
174,2024-01-10,-95,35,21.598816,
175,2024-01-10,-95,35,25.211409,
176,2024-01-10,-95,35,29.444729,
177,2024-01-10,-95,35,34.434155,
178,2024-01-10,-95,35,40.34405,
179,2024-01-10,-95,35,47.373688,
180,2024-01-10,-90,-10,0.49402538,218.87325671968006
181,2024-01-10,-90,-10,1.5413754,218.88286841256277
182,2024-01-10,-90,-10,2.6456685,218.89356907435825
183,2024-01-10,-90,-10,3.8194947,218.90635710216705
184,2024-01-10,-90,-10,5.0782237,218.92198471795945
185,2024-01-10,-90,-10,6.440614,218.94125605991908
186,2024-01-10,-90,-10,7.92956,218.9641216096424
187,2024-01-10,-90,-10,9.572997,218.99118474324544
188,2024-01-10,-90,-10,11.405003,219.02343346732005
189,2024-01-10,-90,-10,13.467138,219.06234406970796
190,2024-01-10,-90,-10,15.810073,219.10972253708613
191,2024-01-10,-90,-10,18.49556,219.16843399774461
192,2024-01-10,-90,-10,21.598816,219.2498461405436
193,2024-01-10,-90,-10,25.211409,219.41216623215448
194,2024-01-10,-90,-10,29.444729,219.9948368254162
195,2024-01-10,-90,-10,34.434155,221.3853240240188
196,2024-01-10,-90,-10,40.34405,222.48731438773018
197,2024-01-10,-90,-10,47.373688,222.60669966198148
198,2024-01-10,-90,-5,0.49402538,212.98823234558105
199,2024-01-10,-90,-5,1.5413754,213.00677494049071
200,2024-01-10,-90,-5,2.6456685,213.02930046081542
201,2024-01-10,-90,-5,3.8194947,213.057280960083
202,2024-01-10,-90,-5,5.0782237,213.09061557769775
203,2024-01-10,-90,-5,6.440614,213.12860446929932
204,2024-01-10,-90,-5,7.92956,213.16927680969238
205,2024-01-10,-90,-5,9.572997,213.2132955932617
206,2024-01-10,-90,-5,11.405003,213.2689609527588
207,2024-01-10,-90,-5,13.467138,213.36433708190918
208,2024-01-10,-90,-5,15.810073,213.53043090820313
209,2024-01-10,-90,-5,18.49556,213.7553159713745
210,2024-01-10,-90,-5,21.598816,214.06151153564454
211,2024-01-10,-90,-5,25.211409,214.21259616851808
212,2024-01-10,-90,-5,29.444729,213.5247848892212
213,2024-01-10,-90,-5,34.434155,210.44462821960448
214,2024-01-10,-90,-5,40.34405,203.64401260375976
215,2024-01-10,-90,-5,47.373688,191.4661204147339
216,2024-01-10,-90,0,0.49402538,205.02476910463312
217,2024-01-10,-90,0,1.5413754,205.00758951718046
218,2024-01-10,-90,0,2.6456685,204.98316220155695
219,2024-01-10,-90,0,3.8194947,204.9432253886744
220,2024-01-10,-90,0,5.0782237,204.88164288235694
221,2024-01-10,-90,0,6.440614,204.77236364305634
222,2024-01-10,-90,0,7.92956,204.57714686442895
223,2024-01-10,-90,0,9.572997,204.24249656913207
224,2024-01-10,-90,0,11.405003,203.6589976438542
225,2024-01-10,-90,0,13.467138,202.63670065968307
226,2024-01-10,-90,0,15.810073,201.094091199108
227,2024-01-10,-90,0,18.49556,198.96494509510157
228,2024-01-10,-90,0,21.598816,195.7762253358192
229,2024-01-10,-90,0,25.211409,191.1041295645465
230,2024-01-10,-90,0,29.444729,184.1652024931994
231,2024-01-10,-90,0,34.434155,173.64780386596996
232,2024-01-10,-90,0,40.34405,159.43680945108102
233,2024-01-10,-90,0,47.373688,143.3866987400893
234,2024-01-10,-90,5,0.49402538,202.532904586792
235,2024-01-10,-90,5,1.5413754,202.53682697296142
236,2024-01-10,-90,5,2.6456685,202.54085998535157
237,2024-01-10,-90,5,3.8194947,202.5414950942993
238,2024-01-10,-90,5,5.0782237,202.5248225402832
239,2024-01-10,-90,5,6.440614,202.45407108306884
240,2024-01-10,-90,5,7.92956,202.2624557876587
241,2024-01-10,-90,5,9.572997,201.85084320068358
242,2024-01-10,-90,5,11.405003,201.0235287094116
243,2024-01-10,-90,5,13.467138,199.51825511932373
244,2024-01-10,-90,5,15.810073,197.01715213775634
245,2024-01-10,-90,5,18.49556,193.31529720306398
246,2024-01-10,-90,5,21.598816,188.46567867279052
247,2024-01-10,-90,5,25.211409,182.49609718322753
248,2024-01-10,-90,5,29.444729,175.65499320983886
249,2024-01-10,-90,5,34.434155,167.7744974899292
250,2024-01-10,-90,5,40.34405,158.0906513595581
251,2024-01-10,-90,5,47.373688,145.36364835739136
252,2024-01-10,-90,10,0.49402538,199.57954696655273
253,2024-01-10,-90,10,1.5413754,199.577822265625
254,2024-01-10,-90,10,2.6456685,199.57538581848144
255,2024-01-10,-90,10,3.8194947,199.55680618286132
256,2024-01-10,-90,10,5.0782237,199.46707599639893
257,2024-01-10,-90,10,6.440614,199.19302478790283
258,2024-01-10,-90,10,7.92956,198.56041217803954
259,2024-01-10,-90,10,9.572997,197.32101280212402
260,2024-01-10,-90,10,11.405003,195.1930140686035
261,2024-01-10,-90,10,13.467138,191.97448539733887
262,2024-01-10,-90,10,15.810073,187.33415142059326
263,2024-01-10,-90,10,18.49556,180.84516201019287
264,2024-01-10,-90,10,21.598816,172.50304218292237
265,2024-01-10,-90,10,25.211409,162.49098960876464
266,2024-01-10,-90,10,29.444729,150.74741695404052
267,2024-01-10,-90,10,34.434155,136.99165782928466
268,2024-01-10,-90,10,40.34405,121.99660934448242
269,2024-01-10,-90,10,47.373688,107.06571868896485
270,2024-01-10,-90,15,0.49402538,211.23636790218515
271,2024-01-10,-90,15,1.5413754,211.27761166999144
272,2024-01-10,-90,15,2.6456685,211.32723564300102
273,2024-01-10,-90,15,3.8194947,211.39270276018019
274,2024-01-10,-90,15,5.0782237,211.4806465953164
275,2024-01-10,-90,15,6.440614,211.59956090334813
276,2024-01-10,-90,15,7.92956,211.7602488634593
277,2024-01-10,-90,15,9.572997,211.96139500283786
278,2024-01-10,-90,15,11.405003,212.16318483705874
279,2024-01-10,-90,15,13.467138,212.3089877397586
280,2024-01-10,-90,15,15.810073,212.23923372882723
281,2024-01-10,-90,15,18.49556,211.5910411084819
282,2024-01-10,-90,15,21.598816,209.86702347888567
283,2024-01-10,-90,15,25.211409,206.53081656319753
284,2024-01-10,-90,15,29.444729,201.0229828405517
285,2024-01-10,-90,15,34.434155,192.6980595643493
286,2024-01-10,-90,15,40.34405,180.60894914307346
287,2024-01-10,-90,15,47.373688,163.73280093428016
288,2024-01-10,-90,20,0.49402538,210.55402499339618
289,2024-01-10,-90,20,1.5413754,210.5674020735944
290,2024-01-10,-90,20,2.6456685,210.58222398601595
291,2024-01-10,-90,20,3.8194947,210.596299968782
292,2024-01-10,-90,20,5.0782237,210.6084108196321
293,2024-01-10,-90,20,6.440614,210.6183876913102
294,2024-01-10,-90,20,7.92956,210.58429980668865
295,2024-01-10,-90,20,9.572997,210.60426142958343
296,2024-01-10,-90,20,11.405003,210.61057231465324
297,2024-01-10,-90,20,13.467138,210.57583521937465
298,2024-01-10,-90,20,15.810073,210.50016588683522
299,2024-01-10,-90,20,18.49556,210.1816281919126
300,2024-01-10,-90,20,21.598816,209.24929442772498
301,2024-01-10,-90,20,25.211409,207.63205352783203
302,2024-01-10,-90,20,29.444729,205.20021560511637
303,2024-01-10,-90,20,34.434155,202.0164323594835
304,2024-01-10,-90,20,40.34405,197.1804678524242
305,2024-01-10,-90,20,47.373688,189.47257957929446
306,2024-01-10,-90,25,0.49402538,208.71370903326542
307,2024-01-10,-90,25,1.5413754,208.7089903695243
308,2024-01-10,-90,25,2.6456685,208.70485150084204
309,2024-01-10,-90,25,3.8194947,208.70123045785087
310,2024-01-10,-90,25,5.0782237,208.6978696317089
311,2024-01-10,-90,25,6.440614,208.69454987195073
312,2024-01-10,-90,25,7.92956,208.69088005533024
313,2024-01-10,-90,25,9.572997,208.6880757857342
314,2024-01-10,-90,25,11.405003,208.6838770496602
315,2024-01-10,-90,25,13.467138,208.60312230067615
316,2024-01-10,-90,25,15.810073,208.57456861223494
317,2024-01-10,-90,25,18.49556,208.56717601150433
318,2024-01-10,-90,25,21.598816,208.53449886067708
319,2024-01-10,-90,25,25.211409,208.5079532746346
320,2024-01-10,-90,25,29.444729,208.4785514355998
321,2024-01-10,-90,25,34.434155,208.4224197937181
322,2024-01-10,-90,25,40.34405,208.3296052759344
323,2024-01-10,-90,25,47.373688,208.1361643624235
324,2024-01-10,-90,30,0.49402538,222.7207390153912
325,2024-01-10,-90,30,1.5413754,222.71533069879237
326,2024-01-10,-90,30,2.6456685,222.71050733109595
327,2024-01-10,-90,30,3.8194947,222.70591168470784
328,2024-01-10,-90,30,5.0782237,222.7011506416428
329,2024-01-10,-90,30,6.440614,222.69565481266505
330,2024-01-10,-90,30,7.92956,222.19593909894917
331,2024-01-10,-90,30,9.572997,221.74473787296964
332,2024-01-10,-90,30,11.405003,221.51255255230402
333,2024-01-10,-90,30,13.467138,216.8515676337982
334,2024-01-10,-90,30,15.810073,215.8845933075923
335,2024-01-10,-90,30,18.49556,214.96085242975772
336,2024-01-10,-90,30,21.598816,214.5151552617155
337,2024-01-10,-90,30,25.211409,213.58429001948124
338,2024-01-10,-90,30,29.444729,213.08936418805803
339,2024-01-10,-90,30,34.434155,212.42042333678106
340,2024-01-10,-90,30,40.34405,211.9787356198489
341,2024-01-10,-90,30,47.373688,211.56269497978957
342,2024-01-10,-90,35,0.49402538,
343,2024-01-10,-90,35,1.5413754,
344,2024-01-10,-90,35,2.6456685,
345,2024-01-10,-90,35,3.8194947,
346,2024-01-10,-90,35,5.0782237,
