,date,lon_rounded_up,lat_rounded_up,depth,o2
0,2022-07-21,-95,-10,0.49402538,220.5689580316176
1,2022-07-21,-95,-10,1.5413754,220.56670924595423
2,2022-07-21,-95,-10,2.6456685,220.5648221039718
3,2022-07-21,-95,-10,3.8194947,220.56312308452027
4,2022-07-21,-95,-10,5.0782237,220.56152817775873
5,2022-07-21,-95,-10,6.440614,220.55998686706127
6,2022-07-21,-95,-10,7.92956,220.55846019234517
7,2022-07-21,-95,-10,9.572997,220.55691940065415
8,2022-07-21,-95,-10,11.405003,220.55533362840578
9,2022-07-21,-95,-10,13.467138,220.55367301543012
10,2022-07-21,-95,-10,15.810073,220.55190527952718
11,2022-07-21,-95,-10,18.49556,220.54999128761204
12,2022-07-21,-95,-10,21.598816,220.54788522871715
13,2022-07-21,-95,-10,25.211409,220.54553191515865
14,2022-07-21,-95,-10,29.444729,220.54283425813358
15,2022-07-21,-95,-10,34.434155,220.53952573053962
16,2022-07-21,-95,-10,40.34405,220.53456271424585
17,2022-07-21,-95,-10,47.373688,220.5241811324139
18,2022-07-21,-95,-5,0.49402538,217.69669708978563
19,2022-07-21,-95,-5,1.5413754,217.68332995460148
20,2022-07-21,-95,-5,2.6456685,217.6716288975307
21,2022-07-21,-95,-5,3.8194947,217.6596997578939
22,2022-07-21,-95,-5,5.0782237,217.64719525291807
23,2022-07-21,-95,-5,6.440614,217.63414037795295
24,2022-07-21,-95,-5,7.92956,217.62030853998093
25,2022-07-21,-95,-5,9.572997,217.6054802667527
26,2022-07-21,-95,-5,11.405003,217.58932876586914
27,2022-07-21,-95,-5,13.467138,217.57140920729864
28,2022-07-21,-95,-5,15.810073,217.55101158505394
29,2022-07-21,-95,-5,18.49556,217.52686662219818
30,2022-07-21,-95,-5,21.598816,217.49655576433454
31,2022-07-21,-95,-5,25.211409,217.45439009893508
32,2022-07-21,-95,-5,29.444729,217.38459080287387
33,2022-07-21,-95,-5,34.434155,217.23018195742654
34,2022-07-21,-95,-5,40.34405,216.80784574236188
35,2022-07-21,-95,-5,47.373688,215.31496792747862
36,2022-07-21,-95,0,0.49402538,206.8424156915574
37,2022-07-21,-95,0,1.5413754,206.71206603277298
38,2022-07-21,-95,0,2.6456685,206.5818457103911
39,2022-07-21,-95,0,3.8194947,206.4612678527832
40,2022-07-21,-95,0,5.0782237,206.33419490995863
41,2022-07-21,-95,0,6.440614,206.17919449579148
42,2022-07-21,-95,0,7.92956,205.96848278953917
43,2022-07-21,-95,0,9.572997,205.65765562511626
44,2022-07-21,-95,0,11.405003,205.17402140299478
45,2022-07-21,-95,0,13.467138,204.4223987034389
46,2022-07-21,-95,0,15.810073,203.26785750616165
47,2022-07-21,-95,0,18.49556,201.59970619564965
48,2022-07-21,-95,0,21.598816,199.27730077107748
49,2022-07-21,-95,0,25.211409,195.92733125232516
50,2022-07-21,-95,0,29.444729,191.2038682120187
51,2022-07-21,-95,0,34.434155,183.14059462774367
52,2022-07-21,-95,0,40.34405,169.35500535510835
53,2022-07-21,-95,0,47.373688,150.726423118228
54,2022-07-21,-95,5,0.49402538,205.24011858985537
55,2022-07-21,-95,5,1.5413754,205.21056060791017
56,2022-07-21,-95,5,2.6456685,205.18213599068778
57,2022-07-21,-95,5,3.8194947,205.15592200869605
58,2022-07-21,-95,5,5.0782237,205.12955605643137
59,2022-07-21,-95,5,6.440614,205.1009167262486
60,2022-07-21,-95,5,7.92956,205.06620712280272
61,2022-07-21,-95,5,9.572997,205.01969433739072
62,2022-07-21,-95,5,11.405003,204.95208812895277
63,2022-07-21,-95,5,13.467138,204.84593959990002
64,2022-07-21,-95,5,15.810073,204.66351990472702
65,2022-07-21,-95,5,18.49556,204.33373558407737
66,2022-07-21,-95,5,21.598816,203.77109480358305
