,year,month,lon_rounded_up,lat_rounded_up,chlor_a
11962,2009,3,-15,0,0.12444913413014685
11963,2009,3,-15,5,0.14801587461749446
11964,2009,3,-15,10,2.6749765462358726
11965,2009,3,-15,15,6.501429491555399
11966,2009,3,-15,20,4.130951253283832
11967,2009,3,-15,25,1.7515400911847385
11968,2009,3,-15,30,0.2264190183700961
11969,2009,3,-15,35,0.2258024263608342
11970,2009,3,-10,-10,0.034489766218082016
11971,2009,3,-10,-5,0.06465348032418182
11972,2009,3,-10,0,0.13080887062766045
11973,2009,3,-10,5,0.1527774500908712
11974,2009,3,-10,10,0.48384895418457524
11975,2009,3,-10,15,12.393215990983522
11976,2009,3,-10,20,
11977,2009,3,-10,25,6.249215744529108
11978,2009,3,-10,30,1.081172832955359
11979,2009,3,-10,35,0.3741023686725765
11980,2009,3,-5,-10,0.04605262506777453
11981,2009,3,-5,-5,0.06955765707832061
11982,2009,3,-5,0,0.1309220295867646
11983,2009,3,-5,5,0.20758926227393443
11984,2009,3,-5,10,
11985,2009,3,-5,15,
11986,2009,3,-5,20,
11987,2009,3,-5,25,
11988,2009,3,-5,30,5.336710618081272
11989,2009,3,-5,35,1.0622637240047894
11990,2009,3,0,-10,0.05577221420490826
11991,2009,3,0,-5,0.08747283990425227
11992,2009,3,0,0,0.17489027274682212
11993,2009,3,0,5,0.1752213711252637
11994,2009,3,0,10,
11995,2009,3,0,15,
11996,2009,3,0,20,
11997,2009,3,0,25,
11998,2009,3,0,30,
11999,2009,3,0,35,13.835801124572754
12000,2009,4,-95,-10,0.13251967019978791
12001,2009,4,-95,-5,0.1497159843870222
12002,2009,4,-95,0,0.16238489234397693
12003,2009,4,-95,5,0.1679774574447735
12004,2009,4,-95,10,0.17092493464203523
12005,2009,4,-95,15,0.2977913987880187
12006,2009,4,-95,20,0.9477606154582506
12007,2009,4,-95,25,0.3417711772773931
12008,2009,4,-95,30,1.303072688240781
12009,2009,4,-95,35,23.42800635610308
12010,2009,4,-90,-10,0.15750497585675258
12011,2009,4,-90,-5,0.16598856476450513
12012,2009,4,-90,0,0.27121714212167475
12013,2009,4,-90,5,0.2091987362818501
12014,2009,4,-90,10,0.40935684125751626
12015,2009,4,-90,15,0.2970499652652032
12016,2009,4,-90,20,0.942240195614142
12017,2009,4,-90,25,0.2143190477351467
12018,2009,4,-90,30,1.5233857052147177
12019,2009,4,-90,35,15.294817283170808
12020,2009,4,-85,-10,0.19111172010900015
12021,2009,4,-85,-5,0.18944122800568028
12022,2009,4,-85,0,0.23973250852512423
12023,2009,4,-85,5,0.24376612993147545
12024,2009,4,-85,10,0.567404424729466
12025,2009,4,-85,15,2.4065679605841375
12026,2009,4,-85,20,0.19663112517130865
12027,2009,4,-85,25,0.19599893818757172
12028,2009,4,-85,30,0.8820696278749863
12029,2009,4,-85,35,7.176639539417956
12030,2009,4,-80,-10,0.256948114265638
12031,2009,4,-80,-5,1.3359665440843445
12032,2009,4,-80,0,0.7475702059728944
12033,2009,4,-80,5,0.45172676498399666
12034,2009,4,-80,10,0.4692722293913995
12035,2009,4,-80,15,0.936316134091263
12036,2009,4,-80,20,0.10063566487905672
12037,2009,4,-80,25,0.2725586015840592
12038,2009,4,-80,30,1.2895415313670668
12039,2009,4,-80,35,7.608558017805727
12040,2009,4,-75,-10,2.664272572123044
12041,2009,4,-75,-5,4.008653277225034
12042,2009,4,-75,0,7.595328505589948
12043,2009,4,-75,5,1.2551570013562365
12044,2009,4,-75,10,0.8712470874591086
12045,2009,4,-75,15,0.09997372885636523
12046,2009,4,-75,20,0.057381519711684856
12047,2009,4,-75,25,0.3520663614181458
12048,2009,4,-75,30,0.14481357861160268
12049,2009,4,-75,35,0.8025754886680053
12050,2009,4,-70,-10,0.6628464013338089
12051,2009,4,-70,-5,
12052,2009,4,-70,0,
12053,2009,4,-70,5,
12054,2009,4,-70,10,7.981845667208228
12055,2009,4,-70,15,0.4666735921285821
12056,2009,4,-70,20,0.14542853124564917
12057,2009,4,-70,25,0.04152654022356214
12058,2009,4,-70,30,0.04319748967592944
12059,2009,4,-70,35,0.1159026829326544
12060,2009,4,-65,-10,38.52265167236328
12061,2009,4,-65,-5,
12062,2009,4,-65,0,
12063,2009,4,-65,5,
12064,2009,4,-65,10,7.316503763198851
12065,2009,4,-65,15,0.30324311699215684
12066,2009,4,-65,20,0.1429511854060159
12067,2009,4,-65,25,0.030345411282925318
12068,2009,4,-65,30,0.037249432716307596
12069,2009,4,-65,35,0.13822982848321047
12070,2009,4,-60,-10,
12071,2009,4,-60,-5,9.70263671875
12072,2009,4,-60,0,30.1040136218071
12073,2009,4,-60,5,
12074,2009,4,-60,10,3.960416260607168
12075,2009,4,-60,15,0.7390731040983546
12076,2009,4,-60,20,0.17870458312040854
12077,2009,4,-60,25,0.0247791696623771
12078,2009,4,-60,30,0.03424098953873013
12079,2009,4,-60,35,0.14093974689614044
12080,2009,4,-55,-10,46.69358682178316
12081,2009,4,-55,-5,
12082,2009,4,-55,0,17.10111482479892
12083,2009,4,-55,5,12.71713316392718
12084,2009,4,-55,10,1.0577092057938406
12085,2009,4,-55,15,0.3342216580744827
12086,2009,4,-55,20,0.07634489517639739
12087,2009,4,-55,25,0.02306673573373078
12088,2009,4,-55,30,0.03054654018149875
12089,2009,4,-55,35,0.12521750767007578
12090,2009,4,-50,-10,
12091,2009,4,-50,-5,
12092,2009,4,-50,0,15.238099025167278
12093,2009,4,-50,5,9.082092586121808
12094,2009,4,-50,10,0.8233176744392396
12095,2009,4,-50,15,0.18113883313625473
12096,2009,4,-50,20,0.04860600612898223
12097,2009,4,-50,25,0.023602301898096405
12098,2009,4,-50,30,0.02817936536488101
12099,2009,4,-50,35,0.10728173850411163
12100,2009,4,-45,-10,26.589184952755364
12101,2009,4,-45,-5,
12102,2009,4,-45,0,9.848683448701053
12103,2009,4,-45,5,1.6882233017724055
12104,2009,4,-45,10,0.11360397115952792
12105,2009,4,-45,15,0.0840922482049105
12106,2009,4,-45,20,0.03638828466459227
12107,2009,4,-45,25,0.023934571244075144
12108,2009,4,-45,30,0.026272970488230015
12109,2009,4,-45,35,0.09615686147262598
12110,2009,4,-40,-10,
12111,2009,4,-40,-5,7.6007246901531405
12112,2009,4,-40,0,1.153394513634273
12113,2009,4,-40,5,0.09811564469509108
12114,2009,4,-40,10,0.0973187517580241
12115,2009,4,-40,15,0.08794375368762522
12116,2009,4,-40,20,0.03668490755947729
12117,2009,4,-40,25,0.024725372081324117
12118,2009,4,-40,30,0.02549461117825637
12119,2009,4,-40,35,0.07517208168804902
12120,2009,4,-35,-10,0.5352795924155244
12121,2009,4,-35,-5,0.4494512479172641
12122,2009,4,-35,0,0.26104101636604443
12123,2009,4,-35,5,0.10983311028121011
12124,2009,4,-35,10,0.11437557781980158
12125,2009,4,-35,15,0.08631799006875593
12126,2009,4,-35,20,0.04366366501299218
12127,2009,4,-35,25,0.029855828471922866
12128,2009,4,-35,30,0.025709075882728423
12129,2009,4,-35,35,0.06943122127546617
12130,2009,4,-30,-10,0.030714777815268275
12131,2009,4,-30,-5,0.06607513349996669
12132,2009,4,-30,0,0.07707947290574382
12133,2009,4,-30,5,0.15549865657424977
12134,2009,4,-30,10,0.1227124807751221
12135,2009,4,-30,15,0.08875537374072445
12136,2009,4,-30,20,0.058087062235494855
12137,2009,4,-30,25,0.05048484427223927
12138,2009,4,-30,30,0.03680159333550299
12139,2009,4,-30,35,0.07481617912517259
12140,2009,4,-25,-10,0.02459434755195914
12141,2009,4,-25,-5,0.0544190587564699
12142,2009,4,-25,0,0.11032488931134167
12143,2009,4,-25,5,0.160252398936488
12144,2009,4,-25,10,0.15500659565564429
12145,2009,4,-25,15,0.1346845833554713
12146,2009,4,-25,20,0.10287971921764323
12147,2009,4,-25,25,0.08141363820997691
12148,2009,4,-25,30,0.07834592267340854
12149,2009,4,-25,35,0.1012843757880941
12150,2009,4,-20,-10,0.025925804732572198
12151,2009,4,-20,-5,0.05231514123831964
12152,2009,4,-20,0,0.11494324351916538
12153,2009,4,-20,5,0.16925216151985248
12154,2009,4,-20,10,0.24732501952702518
12155,2009,4,-20,15,0.40018599641964936
12156,2009,4,-20,20,0.35911531894212323
12157,2009,4,-20,25,0.17998258061819628
12158,2009,4,-20,30,0.10564990485062588
12159,2009,4,-20,35,0.14268934553808246
12160,2009,4,-15,-10,0.0288997518387395
12161,2009,4,-15,-5,0.0518308965137354
12162,2009,4,-15,0,0.11228119250407621
12163,2009,4,-15,5,0.134549427054336
12164,2009,4,-15,10,0.8649494286595687
12165,2009,4,-15,15,8.073517964173702
12166,2009,4,-15,20,3.861022873394186
12167,2009,4,-15,25,1.7809631430404664
12168,2009,4,-15,30,0.22022670279431925
12169,2009,4,-15,35,0.15591493592321612
12170,2009,4,-10,-10,0.03464619693436943
12171,2009,4,-10,-5,0.057680876472089755
12172,2009,4,-10,0,0.11412484190794826
12173,2009,4,-10,5,0.1265970912127039
12174,2009,4,-10,10,0.6017255459436637
12175,2009,4,-10,15,28.958272584697657
12176,2009,4,-10,20,
12177,2009,4,-10,25,1.534690035962396
12178,2009,4,-10,30,1.0307113776007217
12179,2009,4,-10,35,0.22015534502311768
12180,2009,4,-5,-10,0.04344472762573318
12181,2009,4,-5,-5,0.06814279534645919
12182,2009,4,-5,0,0.11622895810032954
12183,2009,4,-5,5,0.17396415670538426
12184,2009,4,-5,10,0.9926624837667429
12185,2009,4,-5,15,
12186,2009,4,-5,20,
12187,2009,4,-5,25,
12188,2009,4,-5,30,6.378536254604322
12189,2009,4,-5,35,0.9028873559775797
12190,2009,4,0,-10,0.05312591334664832
12191,2009,4,0,-5,0.07912145130660973
12192,2009,4,0,0,0.131684187867129
12193,2009,4,0,5,0.142518643245963
12194,2009,4,0,10,2.709606561091732
12195,2009,4,0,15,
12196,2009,4,0,20,
12197,2009,4,0,25,
12198,2009,4,0,30,
12199,2009,4,0,35,
12200,2009,5,-95,-10,0.13901779179119772
12201,2009,5,-95,-5,0.16306743184139944
12202,2009,5,-95,0,0.15398831056041426
12203,2009,5,-95,5,0.1532685290281086
12204,2009,5,-95,10,0.15184975364315864
12205,2009,5,-95,15,0.16932289001559594
12206,2009,5,-95,20,0.7119161419382878
12207,2009,5,-95,25,0.17194237243495963
12208,2009,5,-95,30,1.6430472304625954
12209,2009,5,-95,35,41.5149786207411
12210,2009,5,-90,-10,0.13664094745748917
12211,2009,5,-90,-5,0.18404937176391997
12212,2009,5,-90,0,0.2081533234831303
12213,2009,5,-90,5,0.17971639605730227
12214,2009,5,-90,10,0.25691396953458007
12215,2009,5,-90,15,0.2684785521725042
12216,2009,5,-90,20,0.9173037648317596
12217,2009,5,-90,25,0.19141815963412026
12218,2009,5,-90,30,1.546683735560563
12219,2009,5,-90,35,12.960083792149865
12220,2009,5,-85,-10,0.1639398085539683
12221,2009,5,-85,-5,0.1818114967550921
12222,2009,5,-85,0,0.2097198896323199
12223,2009,5,-85,5,0.1912377208997455
12224,2009,5,-85,10,0.3242170711555541
12225,2009,5,-85,15,1.993855718399987
12226,2009,5,-85,20,0.46621019090071925
12227,2009,5,-85,25,0.18262854190305794
12228,2009,5,-85,30,0.6158495983191254
12229,2009,5,-85,35,5.8455652624504895
12230,2009,5,-80,-10,0.27105440329666447
12231,2009,5,-80,-5,0.7412652278241821
12232,2009,5,-80,0,0.6490338766362258
12233,2009,5,-80,5,0.3181495893699544
12234,2009,5,-80,10,0.406965404648314
12235,2009,5,-80,15,0.3463074786506589
12236,2009,5,-80,20,0.08505316939868048
12237,2009,5,-80,25,0.3182900405378441
12238,2009,5,-80,30,0.8263474032188215
12239,2009,5,-80,35,3.7002655802362328
12240,2009,5,-75,-10,2.562698892657695
12241,2009,5,-75,-5,2.2821534843578792
12242,2009,5,-75,0,6.223071993530289
12243,2009,5,-75,5,1.375981476474694
12244,2009,5,-75,10,0.9174524130849212
12245,2009,5,-75,15,0.13968084024664182
12246,2009,5,-75,20,0.06016230469175136
12247,2009,5,-75,25,0.3972289877902058
12248,2009,5,-75,30,0.12091709450832322
12249,2009,5,-75,35,0.358012384814086
12250,2009,5,-70,-10,0.8011377155780792
12251,2009,5,-70,-5,
12252,2009,5,-70,0,
12253,2009,5,-70,5,
12254,2009,5,-70,10,13.731772786002022
12255,2009,5,-70,15,3.5203844993774527
12256,2009,5,-70,20,0.15621723447285432
12257,2009,5,-70,25,0.0385444724243729
12258,2009,5,-70,30,0.02966079541213362
12259,2009,5,-70,35,0.05121326533173881
12260,2009,5,-65,-10,12.13118314743042
12261,2009,5,-65,-5,
12262,2009,5,-65,0,
12263,2009,5,-65,5,
12264,2009,5,-65,10,
12265,2009,5,-65,15,0.46786966885148296
12266,2009,5,-65,20,0.26348007442035476
12267,2009,5,-65,25,0.04052528888445188
12268,2009,5,-65,30,0.025885905144519186
12269,2009,5,-65,35,0.05678494201892537
12270,2009,5,-60,-10,
12271,2009,5,-60,-5,23.27490528424581
12272,2009,5,-60,0,13.139321111308204
12273,2009,5,-60,5,
12274,2009,5,-60,10,11.301938847448668
12275,2009,5,-60,15,1.2404887177484796
12276,2009,5,-60,20,0.2158458531377854
12277,2009,5,-60,25,0.03161771756273747
12278,2009,5,-60,30,0.02510688837108543
12279,2009,5,-60,35,0.05483366891298659
12280,2009,5,-55,-10,61.835894923739964
12281,2009,5,-55,-5,
12282,2009,5,-55,0,17.073195635305254
12283,2009,5,-55,5,15.608837087768498
12284,2009,5,-55,10,1.041434234923759
12285,2009,5,-55,15,0.44216526940600465
12286,2009,5,-55,20,0.10415050151190562
12287,2009,5,-55,25,0.026121940162807916
12288,2009,5,-55,30,0.022508800615975523
12289,2009,5,-55,35,0.05122944997960496
12290,2009,5,-50,-10,
12291,2009,5,-50,-5,
12292,2009,5,-50,0,13.635296326084186
12293,2009,5,-50,5,8.995928953882531
12294,2009,5,-50,10,1.2579497727467812
12295,2009,5,-50,15,0.24177087947144674
12296,2009,5,-50,20,0.06660964310231256
12297,2009,5,-50,25,0.02929873979348322
12298,2009,5,-50,30,0.02237370568527097
12299,2009,5,-50,35,0.055992301294279595
12300,2009,5,-45,-10,22.268436962735947
12301,2009,5,-45,-5,10.159793376922607
12302,2009,5,-45,0,8.5018024070331
12303,2009,5,-45,5,1.174824956719314
12304,2009,5,-45,10,0.1170363353212232
12305,2009,5,-45,15,0.12078446435076337
12306,2009,5,-45,20,0.04022471070334725
12307,2009,5,-45,25,0.025336963111301188
12308,2009,5,-45,30,0.022218950318804644
12309,2009,5,-45,35,0.05885569764000511
12310,2009,5,-40,-10,
12311,2009,5,-40,-5,6.379903576620362
12312,2009,5,-40,0,1.9042188225497272
12313,2009,5,-40,5,0.23257819607132602
12314,2009,5,-40,10,0.10647406981343319
12315,2009,5,-40,15,0.11155274382751068
12316,2009,5,-40,20,0.041089222830629886
12317,2009,5,-40,25,0.02516096665153342
12318,2009,5,-40,30,0.021867865319256292
12319,2009,5,-40,35,0.04580655029727824
12320,2009,5,-35,-10,0.2760165743321298
12321,2009,5,-35,-5,1.076226410946944
12322,2009,5,-35,0,0.34290244637558587
12323,2009,5,-35,5,0.12873880013863565
12324,2009,5,-35,10,0.1245538262483077
12325,2009,5,-35,15,0.08716461330338927
12326,2009,5,-35,20,0.0457683219244758
12327,2009,5,-35,25,0.026679483905545313
12328,2009,5,-35,30,0.0212564317789286
12329,2009,5,-35,35,0.04403796764520378
12330,2009,5,-30,-10,0.03726654865713213
12331,2009,5,-30,-5,0.11302838344369838
12332,2009,5,-30,0,0.10163180520976894
12333,2009,5,-30,5,0.134938237703839
12334,2009,5,-30,10,0.13037104941939406
12335,2009,5,-30,15,0.09514124758678194
12336,2009,5,-30,20,0.05890932707569396
12337,2009,5,-30,25,0.04217977108331436
12338,2009,5,-30,30,0.03001229137552293
12339,2009,5,-30,35,0.04347335325238419
12340,2009,5,-25,-10,0.03335153010098609
12341,2009,5,-25,-5,0.08199810016329476
12342,2009,5,-25,0,0.11638546499789536
12343,2009,5,-25,5,0.1399210872241918
12344,2009,5,-25,10,0.1435117835963639
12345,2009,5,-25,15,0.14664749713958358
12346,2009,5,-25,20,0.0973857549527931
12347,2009,5,-25,25,0.06946098202905554
12348,2009,5,-25,30,0.05156840117211882
12349,2009,5,-25,35,0.05257904834400599
12350,2009,5,-20,-10,0.033273978580911176
12351,2009,5,-20,-5,0.06601721506079483
12352,2009,5,-20,0,0.13345840554760535
12353,2009,5,-20,5,0.15340819138031034
12354,2009,5,-20,10,0.18974462706316722
12355,2009,5,-20,15,0.3351594531847446
12356,2009,5,-20,20,0.4409338200257292
12357,2009,5,-20,25,0.16422178966149747
12358,2009,5,-20,30,0.06703224328957093
12359,2009,5,-20,35,0.07021037411873277
12360,2009,5,-15,-10,0.036344699437841244
12361,2009,5,-15,-5,0.06537711637964398
12362,2009,5,-15,0,0.13470677853528149
12363,2009,5,-15,5,0.13724276823885306
12364,2009,5,-15,10,0.9218200645623984
12365,2009,5,-15,15,5.16384392041073
12366,2009,5,-15,20,5.576755608180527
12367,2009,5,-15,25,1.6893029937063868
12368,2009,5,-15,30,0.13759497542256482
12369,2009,5,-15,35,0.09253976289636495
12370,2009,5,-10,-10,0.03997596296977379
12371,2009,5,-10,-5,0.07229585963338098
12372,2009,5,-10,0,0.12726721781259556
12373,2009,5,-10,5,0.13839611815186023
12374,2009,5,-10,10,0.4717527547247769
12375,2009,5,-10,15,2.3776975168122187
12376,2009,5,-10,20,
12377,2009,5,-10,25,2.9907348133487144
12378,2009,5,-10,30,1.1059007452429725
12379,2009,5,-10,35,0.18928107338093222
12380,2009,5,-5,-10,0.05350675539761378
12381,2009,5,-5,-5,0.08024804961208586
12382,2009,5,-5,0,0.1276691735879502
12383,2009,5,-5,5,0.17877601067788237
12384,2009,5,-5,10,1.1541065919908613
12385,2009,5,-5,15,
12386,2009,5,-5,20,
12387,2009,5,-5,25,
12388,2009,5,-5,30,2.4455961105953623
12389,2009,5,-5,35,0.6999657602989072
12390,2009,5,0,-10,0.07047855018282508
12391,2009,5,0,-5,0.11469950050926875
12392,2009,5,0,0,0.14325833723943823
12393,2009,5,0,5,0.149239688133686
12394,2009,5,0,10,5.447844393690613
12395,2009,5,0,15,
12396,2009,5,0,20,
12397,2009,5,0,25,
12398,2009,5,0,30,
12399,2009,5,0,35,
12400,2009,6,-95,-10,0.11897869422194769
12401,2009,6,-95,-5,0.14098801780265074
12402,2009,6,-95,0,0.17278667007037435
12403,2009,6,-95,5,0.16057510041592127
12404,2009,6,-95,10,0.15406866542883976
12405,2009,6,-95,15,0.13523011896815326
12406,2009,6,-95,20,0.24865282595091498
12407,2009,6,-95,25,0.4666679730906231
12408,2009,6,-95,30,0.6613346936426465
12409,2009,6,-95,35,50.223696327209474
12410,2009,6,-90,-10,0.12292423282715684
12411,2009,6,-90,-5,0.13533290349362775
12412,2009,6,-90,0,0.2135977086647372
12413,2009,6,-90,5,0.191664766928672
12414,2009,6,-90,10,0.24744739989892617
12415,2009,6,-90,15,0.23927547453935163
12416,2009,6,-90,20,0.7647281594714352
12417,2009,6,-90,25,0.16239863977799976
12418,2009,6,-90,30,1.3771867978729215
12419,2009,6,-90,35,14.458318550323746
12420,2009,6,-85,-10,0.13935760873017336
12421,2009,6,-85,-5,0.1532514502468277
12422,2009,6,-85,0,0.20420504036375112
12423,2009,6,-85,5,0.1972917922026519
12424,2009,6,-85,10,0.39679661620322937
12425,2009,6,-85,15,1.5258194366030713
12426,2009,6,-85,20,0.6374633478967374
12427,2009,6,-85,25,0.18150285347483755
12428,2009,6,-85,30,1.3022643376958254
12429,2009,6,-85,35,5.84919190277869
12430,2009,6,-80,-10,0.18821777656075778
12431,2009,6,-80,-5,0.5733722798121549
12432,2009,6,-80,0,0.7450988379099771
12433,2009,6,-80,5,0.2448026940645978
12434,2009,6,-80,10,0.26288063621994134
12435,2009,6,-80,15,1.0723797430131445
12436,2009,6,-80,20,0.11353917931865287
12437,2009,6,-80,25,0.3753868015633109
12438,2009,6,-80,30,0.771571494018778
12439,2009,6,-80,35,2.553749817586024
12440,2009,6,-75,-10,2.9240132834709573
12441,2009,6,-75,-5,1.2539328198871496
12442,2009,6,-75,0,4.865340883097048
12443,2009,6,-75,5,0.7863807531399254
12444,2009,6,-75,10,0.667551780258542
12445,2009,6,-75,15,0.20822200198999313
12446,2009,6,-75,20,0.07599779551066799
12447,2009,6,-75,25,0.4770733937423476
12448,2009,6,-75,30,0.13936350797819658
12449,2009,6,-75,35,0.23624832541186502
12450,2009,6,-70,-10,0.7941788070731692
12451,2009,6,-70,-5,
12452,2009,6,-70,0,
12453,2009,6,-70,5,
12454,2009,6,-70,10,18.393120524833698
12455,2009,6,-70,15,1.5662376165932834
12456,2009,6,-70,20,0.26860873498930005
12457,2009,6,-70,25,0.0562206660878068
12458,2009,6,-70,30,0.031764377991867494
12459,2009,6,-70,35,0.04349182373545581
12460,2009,6,-65,-10,24.47470599412918
12461,2009,6,-65,-5,
12462,2009,6,-65,0,
12463,2009,6,-65,5,
12464,2009,6,-65,10,
12465,2009,6,-65,15,0.43067966868022406
12466,2009,6,-65,20,0.23087316475607259
12467,2009,6,-65,25,0.061336384357647725
12468,2009,6,-65,30,0.027280222127928626
12469,2009,6,-65,35,0.042645366064145034
12470,2009,6,-60,-10,37.61156845092773
12471,2009,6,-60,-5,23.348192768096926
12472,2009,6,-60,0,11.803110648285259
12473,2009,6,-60,5,
12474,2009,6,-60,10,4.102914164097171
12475,2009,6,-60,15,0.7749783674918207
12476,2009,6,-60,20,0.1789032799803759
12477,2009,6,-60,25,0.05355821980673842
12478,2009,6,-60,30,0.021111151412235074
12479,2009,6,-60,35,0.051483894984853285
12480,2009,6,-55,-10,22.30147216722563
12481,2009,6,-55,-5,
12482,2009,6,-55,0,14.517431150443745
12483,2009,6,-55,5,22.41295578661128
12484,2009,6,-55,10,1.4727159587694962
12485,2009,6,-55,15,0.6244428920845329
12486,2009,6,-55,20,0.1967460169301531
12487,2009,6,-55,25,0.041384794960442395
12488,2009,6,-55,30,0.01896554573491505
12489,2009,6,-55,35,0.041420757817662864
12490,2009,6,-50,-10,
12491,2009,6,-50,-5,
12492,2009,6,-50,0,17.38651204121598
12493,2009,6,-50,5,9.935995084133843
12494,2009,6,-50,10,1.805018899912408
12495,2009,6,-50,15,0.45127148323672667
12496,2009,6,-50,20,0.11228350212940703
12497,2009,6,-50,25,0.029755515749419256
12498,2009,6,-50,30,0.01950592882491888
12499,2009,6,-50,35,0.0425800295140042
12500,2009,6,-45,-10,27.789396170458854
12501,2009,6,-45,-5,
12502,2009,6,-45,0,7.529780644617673
12503,2009,6,-45,5,2.414721833222692
12504,2009,6,-45,10,0.263742601767912
12505,2009,6,-45,15,0.07651383965952377
12506,2009,6,-45,20,0.035008507954127
12507,2009,6,-45,25,0.02500412872857334
12508,2009,6,-45,30,0.019923530961265437
12509,2009,6,-45,35,0.047462099118204266
12510,2009,6,-40,-10,14.078397410256523
12511,2009,6,-40,-5,8.13704431979739
12512,2009,6,-40,0,1.1588911832879765
12513,2009,6,-40,5,0.19189336557132733
12514,2009,6,-40,10,0.09593598464235731
12515,2009,6,-40,15,0.08063403269045881
12516,2009,6,-40,20,0.036985160285091884
12517,2009,6,-40,25,0.025335167920481894
12518,2009,6,-40,30,0.02045588430926167
12519,2009,6,-40,35,0.03423884488718771
12520,2009,6,-35,-10,0.7342878605113785
12521,2009,6,-35,-5,1.7952611160005338
12522,2009,6,-35,0,0.28858704303530963
12523,2009,6,-35,5,0.11761349460336432
12524,2009,6,-35,10,0.10587446836378582
12525,2009,6,-35,15,0.0691477369838463
12526,2009,6,-35,20,0.042283482928174486
12527,2009,6,-35,25,0.026790220657605338
12528,2009,6,-35,30,0.020357818643725226
12529,2009,6,-35,35,0.03740279147342065
12530,2009,6,-30,-10,0.04647215744262129
12531,2009,6,-30,-5,0.18978299576795335
12532,2009,6,-30,0,0.13029383148944756
12533,2009,6,-30,5,0.13737010106348624
12534,2009,6,-30,10,0.11415506053184615
12535,2009,6,-30,15,0.07264719516252456
12536,2009,6,-30,20,0.05315988217186503
12537,2009,6,-30,25,0.03995789720461234
12538,2009,6,-30,30,0.027652886204767517
12539,2009,6,-30,35,0.038883565886501256
12540,2009,6,-25,-10,0.04085542385920103
12541,2009,6,-25,-5,0.09926573770404058
12542,2009,6,-25,0,0.14021139206816496
12543,2009,6,-25,5,0.1682815367928675
12544,2009,6,-25,10,0.14026599498591905
12545,2009,6,-25,15,0.11761478810323815
12546,2009,6,-25,20,0.09808856367987363
12547,2009,6,-25,25,0.06217298683381904
12548,2009,6,-25,30,0.041383497454254556
12549,2009,6,-25,35,0.041158983740986116
12550,2009,6,-20,-10,0.04236821618706388
12551,2009,6,-20,-5,0.08853430431795746
12552,2009,6,-20,0,0.18846217810391253
12553,2009,6,-20,5,0.20765790860121508
12554,2009,6,-20,10,0.1635422974425763
12555,2009,6,-20,15,0.19404592457709843
12556,2009,6,-20,20,1.8679799132992663
12557,2009,6,-20,25,0.12077658072536994
12558,2009,6,-20,30,0.05009933862436681
12559,2009,6,-20,35,0.045512757880475596
12560,2009,6,-15,-10,0.046068447881842806
12561,2009,6,-15,-5,0.08786753261536193
12562,2009,6,-15,0,0.2515251601547505
12563,2009,6,-15,5,0.32862307346984754
12564,2009,6,-15,10,0.34191562522614294
12565,2009,6,-15,15,2.691809568940449
12566,2009,6,-15,20,10.516318631891476
12567,2009,6,-15,25,1.3412482083686736
12568,2009,6,-15,30,0.09562930678936186
12569,2009,6,-15,35,0.06375236324250635
12570,2009,6,-10,-10,0.05374305518875779
12571,2009,6,-10,-5,0.09377558348064537
12572,2009,6,-10,0,0.27002994520189944
12573,2009,6,-10,5,0.4022602720956705
12574,2009,6,-10,10,0.8972593791749877
12575,2009,6,-10,15,4.025252360653408
12576,2009,6,-10,20,
12577,2009,6,-10,25,3.8454714414647935
12578,2009,6,-10,30,0.8930779862878984
12579,2009,6,-10,35,0.1249298880750009
12580,2009,6,-5,-10,0.06932562912016381
12581,2009,6,-5,-5,0.12313873384527235
12582,2009,6,-5,0,0.3068371885476505
12583,2009,6,-5,5,0.39323331483440144
12584,2009,6,-5,10,1.2884199327931705
12585,2009,6,-5,15,
12586,2009,6,-5,20,
12587,2009,6,-5,25,
12588,2009,6,-5,30,1.9083735371220025
12589,2009,6,-5,35,0.5003436546278247
12590,2009,6,0,-10,0.09797457044297828
12591,2009,6,0,-5,0.15499463196062238
12592,2009,6,0,0,0.2980675683037636
12593,2009,6,0,5,0.2451552539090116
12594,2009,6,0,10,2.6489165951727207
12595,2009,6,0,15,
12596,2009,6,0,20,
12597,2009,6,0,25,
12598,2009,6,0,30,
12599,2009,6,0,35,
12600,2009,7,-95,-10,0.09544932876189945
12601,2009,7,-95,-5,0.11007117025522105
12602,2009,7,-95,0,0.1701536433178136
12603,2009,7,-95,5,0.16294083561495556
12604,2009,7,-95,10,0.16542198011315204
12605,2009,7,-95,15,0.17231676259086745
12606,2009,7,-95,20,0.5108188928612137
12607,2009,7,-95,25,0.26255234832033447
12608,2009,7,-95,30,0.43781734630191893
12609,2009,7,-95,35,67.01260304450989
12610,2009,7,-90,-10,0.0927721354821882
12611,2009,7,-90,-5,0.10333586921722533
12612,2009,7,-90,0,0.23932751058895008
12613,2009,7,-90,5,0.20080441324446016
12614,2009,7,-90,10,0.1769979280913482
12615,2009,7,-90,15,0.3522764656481144
12616,2009,7,-90,20,1.0427894764312275
12617,2009,7,-90,25,0.22316615803529244
12618,2009,7,-90,30,1.255955907596348
12619,2009,7,-90,35,14.752827547656166
12620,2009,7,-85,-10,0.10756116144709135
12621,2009,7,-85,-5,0.12254185244308387
12622,2009,7,-85,0,0.21968231907804012
12623,2009,7,-85,5,0.19415057152660817
12624,2009,7,-85,10,0.19824313703811305
