lat,lon,month,silicate
30.0,-80.0,10,1.3513636363636363
30.0,-65.0,10,0.8340344827586207
30.0,-60.0,10,1.7482105263157894
30.0,-55.0,10,0.8248965517241378
30.0,-50.0,10,2.399866666666667
30.0,-35.0,10,0.6297619047619049
30.0,-30.0,10,1.0932499999999998
30.0,-25.0,10,0.775896551724138
30.0,-20.0,10,1.714814814814815
30.0,-15.0,10,1.554413793103448
-15.0,-100.0,11,6.1306896551724135
-15.0,-95.0,11,8.617928571428571
-15.0,-90.0,11,10.36493103448276
-15.0,-85.0,11,13.407689655172415
-15.0,-80.0,11,20.080482758620697
-15.0,-35.0,11,2.6892500000000004
-15.0,-30.0,11,2.2850800000000002
-10.0,-90.0,11,16.080137931034482
-10.0,-85.0,11,19.34772413793103
-10.0,-80.0,11,20.52795652173913
-10.0,-35.0,11,3.1587931034482764
-10.0,-30.0,11,3.2654137931034484
-10.0,-25.0,11,7.512625000000001
-10.0,-15.0,11,3.6833599999999995
-10.0,-10.0,11,5.226678571428572
-5.0,-95.0,11,15.539413793103448
-5.0,-90.0,11,15.130103448275861
-5.0,-85.0,11,15.660172413793104
-5.0,-45.0,11,4.1963103448275865
-5.0,-35.0,11,4.329888888888889
-5.0,-25.0,11,3.2182068965517248
0.0,-100.0,11,14.67503448275862
0.0,-95.0,11,13.114965517241382
0.0,-90.0,11,14.975034482758621
0.0,-85.0,11,13.928034482758619
0.0,-80.0,11,11.023321428571425
0.0,-50.0,11,3.8454137931034476
0.0,-45.0,11,3.401517241379311
0.0,-40.0,11,4.077517241379311
0.0,-25.0,11,3.0631034482758626
5.0,-100.0,11,18.925103448275863
5.0,-85.0,11,13.113666666666665
5.0,-80.0,11,18.67959259259259
5.0,-60.0,11,4.697607142857143
5.0,-55.0,11,4.27062962962963
5.0,-50.0,11,3.6359259259259264
5.0,-25.0,11,4.271344827586207
5.0,-20.0,11,5.461333333333334
10.0,-100.0,11,16.836586206896555
10.0,-75.0,11,6.0
10.0,-70.0,11,4.624888888888888
10.0,-65.0,11,3.940000000000001
10.0,-60.0,11,3.128857142857143
10.0,-30.0,11,5.667111111111111
10.0,-25.0,11,5.008
10.0,-20.0,11,5.337037037037037
15.0,-100.0,11,17.91947619047619
15.0,-70.0,11,1.6746296296296297
15.0,-25.0,11,2.61068
20.0,-95.0,11,3.7883793103448276
20.0,-90.0,11,3.2562068965517246
20.0,-85.0,11,2.931448275862069
20.0,-70.0,11,0.7431724137931034
20.0,-25.0,11,2.1900344827586204
20.0,-20.0,11,8.512812499999999
25.0,-95.0,11,4.041758620689655
25.0,-90.0,11,3.2882068965517237
25.0,-85.0,11,3.68548275862069
25.0,-70.0,11,0.46934482758620694
25.0,-60.0,11,0.4877931034482758
25.0,-50.0,11,0.316
25.0,-45.0,11,0.31331034482758613
25.0,-25.0,11,1.2245517241379311
25.0,-20.0,11,8.049086956521739
30.0,-80.0,11,2.5906896551724143
30.0,-70.0,11,0.7064827586206897
30.0,-65.0,11,0.7908275862068966
30.0,-50.0,11,1.388965517241379
30.0,-25.0,11,1.9715862068965515
-15.0,-85.0,12,12.405344827586209
-15.0,-80.0,12,13.820137931034484
-15.0,-35.0,12,1.446304347826087
-15.0,-30.0,12,1.8863214285714285
-15.0,-25.0,12,2.1143571428571426
-10.0,-90.0,12,7.667083333333333
-10.0,-85.0,12,14.988551724137931
-10.0,-80.0,12,13.997416666666666
-10.0,-35.0,12,3.531827586206896
-10.0,-30.0,12,3.3857586206896557
-10.0,-25.0,12,2.8510714285714287
-5.0,-95.0,12,15.544034482758624
-5.0,-90.0,12,14.017655172413793
-5.0,-85.0,12,13.821620689655173
-5.0,-40.0,12,2.6409999999999996
-5.0,-35.0,12,3.638851851851852
-5.0,-25.0,12,4.081103448275862
-5.0,-20.0,12,3.9818620689655178
-5.0,-5.0,12,4.218083333333333
0.0,-95.0,12,15.128275862068966
0.0,-90.0,12,7.976208333333333
0.0,-85.0,12,6.736862068965516
0.0,-45.0,12,2.6915172413793105
0.0,-40.0,12,4.858666666666667
0.0,-35.0,12,2.31675
0.0,-20.0,12,4.188758620689655
0.0,-15.0,12,5.092758620689655
0.0,-5.0,12,4.726275862068966
5.0,-85.0,12,19.635714285714283
5.0,-80.0,12,13.140039999999999
5.0,-55.0,12,3.6037037037037036
5.0,-50.0,12,4.299
5.0,-45.0,12,2.23
5.0,-40.0,12,7.2125
5.0,-35.0,12,1.545
5.0,-15.0,12,5.120724137931035
10.0,-70.0,12,3.645827586206897
10.0,-65.0,12,2.544758620689655
10.0,-60.0,12,1.9501379310344829
10.0,-55.0,12,2.2279166666666668
10.0,-50.0,12,3.1065357142857146
10.0,-45.0,12,2.14
15.0,-70.0,12,2.2744285714285715
15.0,-55.0,12,1.67744
15.0,-50.0,12,1.7197241379310344
15.0,-30.0,12,1.5000833333333334
15.0,-25.0,12,3.2141034482758624
15.0,-20.0,12,7.5262413793103455
20.0,-75.0,12,0.4945238095238094
20.0,-70.0,12,0.8084761904761906
20.0,-45.0,12,0.374
20.0,-40.0,12,0.5422380952380953
20.0,-35.0,12,0.8885416666666667
20.0,-20.0,12,5.926827586206897
25.0,-95.0,12,4.804793103448276
25.0,-80.0,12,0.7610833333333332
25.0,-75.0,12,0.2253809523809524
25.0,-55.0,12,1.093655172413793
25.0,-45.0,12,0.5018421052631578
25.0,-35.0,12,0.8185517241379309
25.0,-30.0,12,0.946842105263158
25.0,-25.0,12,0.6441428571428572
25.0,-15.0,12,4.546310344827586
30.0,-80.0,12,1.4353103448275866
30.0,-75.0,12,0.9877407407407406
30.0,-65.0,12,0.8406071428571428
30.0,-50.0,12,1.0954285714285714
30.0,-30.0,12,0.7803846153846153
30.0,-25.0,12,0.9765
