,date,lon_rounded_up,lat_rounded_up,depth,o2
0,2023-06-07,-95,-10,0.49402538,211.69482051650414
1,2023-06-07,-95,-10,1.5413754,211.70409401960654
2,2023-06-07,-95,-10,2.6456685,211.71273523447465
3,2023-06-07,-95,-10,3.8194947,211.72144699961692
4,2023-06-07,-95,-10,5.0782237,211.73032207878268
5,2023-06-07,-95,-10,6.440614,211.73950184932372
6,2023-06-07,-95,-10,7.92956,211.74910557891778
7,2023-06-07,-95,-10,9.572997,211.759169355812
8,2023-06-07,-95,-10,11.405003,211.7697670519217
9,2023-06-07,-95,-10,13.467138,211.7809175244805
10,2023-06-07,-95,-10,15.810073,211.7927314948603
11,2023-06-07,-95,-10,18.49556,211.80523245675224
12,2023-06-07,-95,-10,21.598816,211.81824533198696
13,2023-06-07,-95,-10,25.211409,211.83121547569223
14,2023-06-07,-95,-10,29.444729,211.84452937465676
15,2023-06-07,-95,-10,34.434155,211.87021773634584
16,2023-06-07,-95,-10,40.34405,212.22298419286335
17,2023-06-07,-95,-10,47.373688,214.54996997374795
18,2023-06-07,-95,-5,0.49402538,207.10386628650483
19,2023-06-07,-95,-5,1.5413754,207.112889171782
20,2023-06-07,-95,-5,2.6456685,207.11959947858537
21,2023-06-07,-95,-5,3.8194947,207.1254012698219
22,2023-06-07,-95,-5,5.0782237,207.13116931007022
23,2023-06-07,-95,-5,6.440614,207.13709978376116
24,2023-06-07,-95,-5,7.92956,207.1430242265974
25,2023-06-07,-95,-5,9.572997,207.14888094947452
26,2023-06-07,-95,-5,11.405003,207.15463202340263
27,2023-06-07,-95,-5,13.467138,207.16021256219773
28,2023-06-07,-95,-5,15.810073,207.16555135817754
29,2023-06-07,-95,-5,18.49556,207.1704120454334
30,2023-06-07,-95,-5,21.598816,207.17396240234376
31,2023-06-07,-95,-5,25.211409,207.1737903050014
32,2023-06-07,-95,-5,29.444729,207.1655873253232
33,2023-06-07,-95,-5,34.434155,207.14902332850866
34,2023-06-07,-95,-5,40.34405,207.1417088463193
35,2023-06-07,-95,-5,47.373688,206.96485254196892
36,2023-06-07,-95,0,0.49402538,200.96119384765626
37,2023-06-07,-95,0,1.5413754,200.91404760451545
38,2023-06-07,-95,0,2.6456685,200.86549849737258
39,2023-06-07,-95,0,3.8194947,200.82289479573566
40,2023-06-07,-95,0,5.0782237,200.77908190772646
41,2023-06-07,-95,0,6.440614,200.72876634143648
42,2023-06-07,-95,0,7.92956,200.66470442272367
43,2023-06-07,-95,0,9.572997,200.5730123247419
44,2023-06-07,-95,0,11.405003,200.4254632859003
45,2023-06-07,-95,0,13.467138,200.17668024698892
46,2023-06-07,-95,0,15.810073,199.76975028628394
47,2023-06-07,-95,0,18.49556,199.14232773553758
48,2023-06-07,-95,0,21.598816,198.2219231741769
49,2023-06-07,-95,0,25.211409,196.92016539800736
50,2023-06-07,-95,0,29.444729,195.2106292361305
51,2023-06-07,-95,0,34.434155,192.82624835059755
52,2023-06-07,-95,0,40.34405,189.32599832443964
53,2023-06-07,-95,0,47.373688,184.27615429106214
54,2023-06-07,-95,5,0.49402538,202.4130150931222
55,2023-06-07,-95,5,1.5413754,202.42647152855284
56,2023-06-07,-95,5,2.6456685,202.44081297374908
57,2023-06-07,-95,5,3.8194947,202.4539910089402
58,2023-06-07,-95,5,5.0782237,202.465507652646
59,2023-06-07,-95,5,6.440614,202.47535582042875
60,2023-06-07,-95,5,7.92956,202.48308813912527
61,2023-06-07,-95,5,9.572997,202.4873259771438
62,2023-06-07,-95,5,11.405003,202.48489961170014
63,2023-06-07,-95,5,13.467138,202.47386939639136
64,2023-06-07,-95,5,15.810073,202.45076809837704
65,2023-06-07,-95,5,18.49556,202.40297386532737
66,2023-06-07,-95,5,21.598816,202.31592410859608
67,2023-06-07,-95,5,25.211409,202.17800456455777
68,2023-06-07,-95,5,29.444729,201.92601790655226
69,2023-06-07,-95,5,34.434155,201.30624789283388
70,2023-06-07,-95,5,40.34405,199.50337698800223
71,2023-06-07,-95,5,47.373688,195.13226899646577
72,2023-06-07,-95,10,0.49402538,203.1744738260905
73,2023-06-07,-95,10,1.5413754,203.23227070399693
74,2023-06-07,-95,10,2.6456685,203.2933126540411
75,2023-06-07,-95,10,3.8194947,203.35346036638532
76,2023-06-07,-95,10,5.0782237,203.41256891886394
77,2023-06-07,-95,10,6.440614,203.4712127685547
78,2023-06-07,-95,10,7.92956,203.5299697512672
79,2023-06-07,-95,10,9.572997,203.5897673107329
80,2023-06-07,-95,10,11.405003,203.65533701578775
81,2023-06-07,-95,10,13.467138,203.75343191964285
82,2023-06-07,-95,10,15.810073,203.9415656316848
83,2023-06-07,-95,10,18.49556,204.35826307024274
84,2023-06-07,-95,10,21.598816,205.2442388625372
85,2023-06-07,-95,10,25.211409,204.02182337443034
86,2023-06-07,-95,10,29.444729,197.39615536644345
87,2023-06-07,-95,10,34.434155,184.95491209484283
88,2023-06-07,-95,10,40.34405,167.6607048761277
89,2023-06-07,-95,10,47.373688,146.57761428469703
90,2023-06-07,-95,15,0.49402538,204.8301470801944
91,2023-06-07,-95,15,1.5413754,204.9553695678711
92,2023-06-07,-95,15,2.6456685,205.11896791004
93,2023-06-07,-95,15,3.8194947,205.28200752621606
94,2023-06-07,-95,15,5.0782237,205.4380859375
95,2023-06-07,-95,15,6.440614,205.59194928123839
96,2023-06-07,-95,15,7.92956,205.74871288481214
97,2023-06-07,-95,15,9.572997,205.91875119890486
98,2023-06-07,-95,15,11.405003,206.13432933262416
99,2023-06-07,-95,15,13.467138,206.50769104730514
100,2023-06-07,-95,15,15.810073,207.28785796392532
101,2023-06-07,-95,15,18.49556,208.94839034307572
102,2023-06-07,-95,15,21.598816,211.5960687546503
103,2023-06-07,-95,15,25.211409,213.84997431437174
104,2023-06-07,-95,15,29.444729,214.4302279517764
105,2023-06-07,-95,15,34.434155,211.6313440958659
106,2023-06-07,-95,15,40.34405,204.72748013450985
