,date,lon_rounded_up,lat_rounded_up,depth,o2
0,2023-07-11,-95,-10,0.49402538,215.12787802905993
1,2023-07-11,-95,-10,1.5413754,215.1300066820348
2,2023-07-11,-95,-10,2.6456685,215.13168909328053
3,2023-07-11,-95,-10,3.8194947,215.13313535660032
4,2023-07-11,-95,-10,5.0782237,215.13443685172638
5,2023-07-11,-95,-10,6.440614,215.1356439914833
6,2023-07-11,-95,-10,7.92956,215.13679573595388
7,2023-07-11,-95,-10,9.572997,215.13791810466049
8,2023-07-11,-95,-10,11.405003,215.1390408539718
9,2023-07-11,-95,-10,13.467138,215.14018944980336
10,2023-07-11,-95,-10,15.810073,215.14139645115858
11,2023-07-11,-95,-10,18.49556,215.14270552377852
12,2023-07-11,-95,-10,21.598816,215.14418607612316
13,2023-07-11,-95,-10,25.211409,215.14600052260488
14,2023-07-11,-95,-10,29.444729,215.14859133350606
15,2023-07-11,-95,-10,34.434155,215.1560204607559
16,2023-07-11,-95,-10,40.34405,215.20847810152708
17,2023-07-11,-95,-10,47.373688,215.3969906138725
18,2023-07-11,-95,-5,0.49402538,208.33554080781482
19,2023-07-11,-95,-5,1.5413754,208.33288105555943
20,2023-07-11,-95,-5,2.6456685,208.33051187424434
21,2023-07-11,-95,-5,3.8194947,208.32820935930525
22,2023-07-11,-95,-5,5.0782237,208.32583585466656
23,2023-07-11,-95,-5,6.440614,208.3232405889602
24,2023-07-11,-95,-5,7.92956,208.32033131917316
25,2023-07-11,-95,-5,9.572997,208.31701979864212
26,2023-07-11,-95,-5,11.405003,208.31318246750604
27,2023-07-11,-95,-5,13.467138,208.30866383143834
28,2023-07-11,-95,-5,15.810073,208.30325055803573
29,2023-07-11,-95,-5,18.49556,208.29662126813616
30,2023-07-11,-95,-5,21.598816,208.2882810320173
31,2023-07-11,-95,-5,25.211409,208.27733782813664
32,2023-07-11,-95,-5,29.444729,208.26176470801943
33,2023-07-11,-95,-5,34.434155,208.23716223580496
34,2023-07-11,-95,-5,40.34405,208.19211912609282
35,2023-07-11,-95,-5,47.373688,208.05614020937966
36,2023-07-11,-95,0,0.49402538,202.63566022600446
37,2023-07-11,-95,0,1.5413754,202.6058206104097
38,2023-07-11,-95,0,2.6456685,202.5741497221447
39,2023-07-11,-95,0,3.8194947,202.54123691377185
40,2023-07-11,-95,0,5.0782237,202.50642602103096
41,2023-07-11,-95,0,6.440614,202.46886091686432
42,2023-07-11,-95,0,7.92956,202.42726055326915
43,2023-07-11,-95,0,9.572997,202.37949814569382
44,2023-07-11,-95,0,11.405003,202.32192796979632
45,2023-07-11,-95,0,13.467138,202.24758467901322
46,2023-07-11,-95,0,15.810073,202.14222891671318
47,2023-07-11,-95,0,18.49556,201.97935046241398
48,2023-07-11,-95,0,21.598816,201.71199028378442
49,2023-07-11,-95,0,25.211409,201.2587144397554
50,2023-07-11,-95,0,29.444729,200.4543362935384
51,2023-07-11,-95,0,34.434155,198.94159465971447
52,2023-07-11,-95,0,40.34405,195.8744128272647
53,2023-07-11,-95,0,47.373688,189.17475909278505
54,2023-07-11,-95,5,0.49402538,201.20015622093564
55,2023-07-11,-95,5,1.5413754,201.20682445707774
56,2023-07-11,-95,5,2.6456685,201.21505668276833
57,2023-07-11,-95,5,3.8194947,201.22244894845144
58,2023-07-11,-95,5,5.0782237,201.2313628787086
59,2023-07-11,-95,5,6.440614,201.24294549851192
60,2023-07-11,-95,5,7.92956,201.25726140340169
61,2023-07-11,-95,5,9.572997,201.27393275669644
62,2023-07-11,-95,5,11.405003,201.29262945992605
63,2023-07-11,-95,5,13.467138,201.30691575549898
64,2023-07-11,-95,5,15.810073,201.296130552746
65,2023-07-11,-95,5,18.49556,201.23510949271065
66,2023-07-11,-95,5,21.598816,201.09601643880208
67,2023-07-11,-95,5,25.211409,200.83223553612117
68,2023-07-11,-95,5,29.444729,200.3127119155157
69,2023-07-11,-95,5,34.434155,199.18171622866677
70,2023-07-11,-95,5,40.34405,196.51636294410343
71,2023-07-11,-95,5,47.373688,189.7601134890602
72,2023-07-11,-95,10,0.49402538,203.22493275233677
73,2023-07-11,-95,10,1.5413754,203.2887068612235
74,2023-07-11,-95,10,2.6456685,203.3493507385254
75,2023-07-11,-95,10,3.8194947,203.40270709083194
76,2023-07-11,-95,10,5.0782237,203.45659648350306
77,2023-07-11,-95,10,6.440614,203.52303281511578
78,2023-07-11,-95,10,7.92956,203.5898035321917
79,2023-07-11,-95,10,9.572997,203.5976576305571
80,2023-07-11,-95,10,11.405003,203.4645371573312
81,2023-07-11,-95,10,13.467138,203.07703966413226
82,2023-07-11,-95,10,15.810073,202.28855507260278
83,2023-07-11,-95,10,18.49556,200.8662034897577
84,2023-07-11,-95,10,21.598816,198.3811053321475
85,2023-07-11,-95,10,25.211409,193.88252450852167
86,2023-07-11,-95,10,29.444729,186.24608604794457
87,2023-07-11,-95,10,34.434155,174.12169781639463
88,2023-07-11,-95,10,40.34405,157.4978915623256
89,2023-07-11,-95,10,47.373688,137.5828009923299
90,2023-07-11,-95,15,0.49402538,203.46510536557153
91,2023-07-11,-95,15,1.5413754,203.56892078944614
92,2023-07-11,-95,15,2.6456685,203.6721083504813
93,2023-07-11,-95,15,3.8194947,203.7663485935756
94,2023-07-11,-95,15,5.0782237,203.85649773733957
