Wall time,Step,Value
1725926935.0915473,2144,0.003216842655092478
1725926955.026595,2183,0.0030231603886932135
1725926961.5919535,2196,0.003098331158980727
1725926966.4839838,2205,0.0033059767447412014
1725926974.6909325,2221,0.003578870790079236
1725926979.2652152,2230,0.002927653258666396
1725927003.846238,2278,0.0029686724301427603
1725927005.9242623,2282,0.002976952586323023
1725927008.926031,2288,0.0031133885495364666
1725927010.4766386,2291,0.002926345681771636
1725927022.7547543,2314,0.0030248318798840046
1725927030.9523928,2330,0.0030122080352157354
1725927032.5198643,2333,0.003059463808313012
1725927036.057509,2340,0.003056757152080536
1725927041.7500842,2351,0.003442212240770459
1725927042.7583046,2353,0.0031475252471864223
1725927043.2602756,2354,0.003079235553741455
1725927056.00663,2379,0.0029384978115558624
1725927060.5929792,2388,0.0029249954968690872
1725927069.7641509,2405,0.0029031590092927217
1725927070.2588243,2406,0.003067414043471217
1725927071.2583723,2408,0.0030364040285348892
1725927082.671742,2430,0.0033143465407192707
1725927097.5952568,2459,0.002925428096204996
1725927103.3354604,2470,0.0029400743078440428
1725927126.2404609,2514,0.0028911770787090063
1725927132.3589423,2526,0.0028282112907618284
1725927140.1418529,2541,0.0031501529738307
1725927145.2075636,2551,0.0030250614508986473
1725927159.6843867,2579,0.002694442169740796
1725927168.537898,2596,0.002828673692420125
1725927169.5503962,2598,0.0028039852622896433
1725927175.1559641,2608,0.002823102753609419
1725927177.7825193,2613,0.0028573914896696806
1725927179.7880108,2617,0.002605430781841278
1725927180.2923136,2618,0.002868134994059801
1725927191.516665,2640,0.002713477937504649
1725927196.654599,2650,0.0027061349246650934
1725927203.9698048,2664,0.0027551408857107162
1725927207.5786943,2671,0.0028281863778829575
1725927214.7890544,2685,0.002787633566185832
1725927230.3782394,2715,0.0026744441129267216
1725927236.5608811,2727,0.0027414648793637753
1725927241.1737099,2736,0.002807860728353262
1725927243.2000177,2740,0.002765291603282094
1725927246.2890112,2746,0.002709685591980815
1725927250.4339013,2754,0.0028266366571187973
1725927251.9799302,2757,0.0029525829013437033
1725927262.4067528,2777,0.002658293815329671
1725927268.0497441,2788,0.0026241366285830736
1725927273.6988356,2799,0.002749525709077716
1725927275.7226272,2802,0.002646075328812003
1725927276.7423565,2804,0.002727993531152606
1725927277.7709453,2806,0.0026070624589920044
1725927291.7210848,2833,0.0026734976563602686
1725927294.271137,2838,0.0025966675020754337
1725927300.4421072,2850,0.002641651313751936
1725927302.0843964,2853,0.0026189021300524473
1725927305.6379616,2860,0.0026068927254527807
1725927306.682084,2862,0.00269919796846807
1725927309.1901834,2867,0.0026711374521255493
1725927311.263124,2871,0.002610171679407358
1725927316.4680192,2881,0.002764499746263027
1725927316.9805915,2882,0.0026279145386070013
1725927317.4829502,2883,0.0025505516678094864
1725927319.591698,2887,0.002728348132222891
1725927327.2981884,2901,0.0025897694285959005
1725927333.495675,2913,0.0026397230103611946
1725927335.5784166,2917,0.002832914935424924
1725927336.0851798,2918,0.002765512326732278
1725927344.3748043,2934,0.002710658358410001
1725927347.4114149,2940,0.00253064907155931
1725927352.5463083,2950,0.0027217078022658825
1725927360.7399619,2966,0.0025368344504386187
1725927361.7574987,2968,0.002598437014967203
1725927368.0419981,2980,0.0026353364810347557
1725927369.1118562,2982,0.002858299296349287
1725927370.6454942,2985,0.002641565166413784
1725927372.6683424,2989,0.0028048742096871138
1725927379.2296317,3001,0.0028433832339942455
1725927386.426506,3015,0.0030667665414512157
1725927387.4732459,3017,0.0025931380223482847
1725927404.3926606,3050,0.002527537290006876
1725927406.4702134,3054,0.0025541866198182106
1725927410.083937,3061,0.002673137467354536
1725927411.1134033,3063,0.0024872643407434225
1725927411.6083932,3064,0.0024415829684585333
1725927412.1126645,3065,0.0025676381774246693
1725927416.2024066,3073,0.0026092350017279387
1725927419.7470636,3080,0.0025842408649623394
1725927422.3289793,3085,0.0025518075563013554
1725927423.8731523,3088,0.0026099039241671562
1725927427.507266,3095,0.0025590944569557905
1725927428.017017,3096,0.002576645230874419
1725927434.0958629,3107,0.0024883863516151905
1725927438.7669358,3116,0.002534360159188509
1725927441.398127,3121,0.002414193470031023
1725927441.8991125,3122,0.002547161653637886
1725927444.9111428,3128,0.0025553577579557896
1725927446.9835367,3132,0.0024686085525900126
1725927452.6837182,3143,0.0025786857586354017
1725927454.237728,3146,0.0025381629820913076
1725927462.4525204,3162,0.0026039339136332273
1725927468.094426,3173,0.0025066793896257877
1725927474.1987417,3185,0.0026253750547766685
1725927477.9073918,3192,0.002496462780982256
1725927479.453729,3195,0.002554922131821513
1725927485.6121423,3206,0.0025680914986878633
1725927489.768488,3214,0.0024633423890918493
1725927490.2663531,3215,0.0026454105973243713
1725927491.3060806,3217,0.0024762493558228016
1725927494.3654559,3223,0.0025305068120360374
1725927497.4049628,3229,0.0025367706548422575
1725927498.952572,3232,0.002499910304322839
1725927499.4634817,3233,0.002745548030361533
1725927499.9624455,3234,0.002484347205609083
1725927504.6192248,3243,0.0024974478874355555
1725927513.364064,3260,0.002473499160259962
1725927514.4615867,3262,0.002563837682828307
1725927514.9804573,3263,0.002749391831457615
1725927519.093023,3271,0.0024732842575758696
1725927522.1295502,3277,0.0025070002302527428
1725927522.6368291,3278,0.002394399605691433
1725927527.8006973,3288,0.0025307380128651857
1725927533.3985872,3299,0.0024817450903356075
1725927533.903628,3300,0.0023834286257624626
1725927536.430215,3304,0.002616662299260497
1725927537.9566598,3307,0.0024759098887443542
1725927538.999765,3309,0.0025214466731995344
1725927540.0557625,3311,0.002354902680963278
1725927540.5647404,3312,0.0023858193308115005
1725927541.0640302,3313,0.0024706190451979637
1725927542.5830178,3316,0.00248313439078629
1725927543.0927467,3317,0.0025311638601124287
1725927544.6460738,3320,0.0024416029918938875
1725927545.1858237,3321,0.002409332664683461
1725927546.693753,3324,0.0026996026281267405
1725927549.729708,3330,0.002437574090436101
1725927552.3291066,3335,0.0025560229551047087
1725927555.931981,3342,0.0033685914240777493
1725927556.4342372,3343,0.002916594035923481
1725927557.93485,3346,0.002919594757258892
1725927559.9988644,3350,0.0026899026706814766
1725927560.5383532,3351,0.0026478655636310577
1725927565.7876406,3361,0.002523437375202775
1725927566.8298514,3363,0.002497341251000762
1725927567.8319643,3365,0.0025466997176408768
1725927568.8412862,3367,0.0025724663864821196
1725927569.3497913,3368,0.002386180218309164
1725927577.1247501,3383,0.002473222790285945
1725927578.1486154,3385,0.0025434340350329876
1725927585.3220305,3399,0.002535648411139846
1725927586.7010393,3401,0.0023783077485859394
1725927588.8018188,3405,0.002577228704467416
1725927589.8143547,3407,0.00237784325145185
1725927593.3952198,3414,0.0024099652655422688
1725927597.9819124,3423,0.0024410660844296217
1725927598.4909115,3424,0.002495804103091359
1725927598.9968343,3425,0.002456593792885542
1725927600.0321112,3427,0.002544117858633399
1725927603.1917424,3433,0.002415506402030587
1725927609.3647325,3445,0.0025010958779603243
1725927610.3878167,3447,0.002390842651948333
1725927612.4783955,3451,0.0025204794947057962
1725927615.0945482,3456,0.0024559665471315384
1725927616.1121986,3458,0.0023878433275967836
1725927616.6292427,3459,0.00236991373822093
1725927620.274753,3466,0.0023814889136701822
1725927621.804491,3469,0.002433278365060687
1725927622.310741,3470,0.0025140028446912766
1725927627.5264692,3480,0.002356381621211767
1725927630.0751746,3485,0.0024285444524139166
1725927630.5741613,3486,0.0023006468545645475
1725927633.684282,3492,0.0024583274498581886
1725927635.185843,3495,0.0024175646249204874
1725927635.6885548,3496,0.002394314156845212
1725927639.2692509,3502,0.0025640090461820364
1725927644.3421671,3512,0.002390515524893999
1725927645.3419292,3514,0.002477805595844984
1725927645.8568034,3515,0.002372902585193515
1725927648.9199219,3521,0.0024388020392507315
1725927649.441962,3522,0.002720737364143133
1725927650.4528363,3524,0.0024800507817417383
1725927653.0253825,3529,0.002401813631877303
1725927656.6112235,3536,0.0025076058227568865
1725927659.6690738,3542,0.0024343885015696287
1725927663.1932485,3549,0.0023992499336600304
1725927670.3473997,3563,0.002320948289707303
1725927672.8666575,3568,0.0023759794421494007
1725927674.936147,3572,0.002437618328258395
1725927676.4838629,3575,0.002365170745179057
1725927676.9891367,3576,0.0025110524147748947
1725927677.5005531,3577,0.0024590580724179745
1725927678.0176108,3578,0.002320749219506979
1725927678.5210943,3579,0.002425238024443388
1725927679.0154693,3580,0.0023707253858447075
1725927680.5536828,3583,0.002455546520650387
1725927681.0511243,3584,0.002332041272893548
1725927683.586996,3589,0.002427622675895691
1725927684.6338768,3591,0.0024228135589510202
1725927685.6318805,3593,0.002357898512855172
1725927687.2164285,3596,0.002564945723861456
1725927689.2958033,3600,0.002324457513168454
1725927691.716641,3604,0.0023745805956423283
1725927692.7178774,3606,0.0023045381531119347
1725927694.209644,3609,0.002492271363735199
1725927695.791904,3612,0.0022724992595613003
1725927696.2947211,3613,0.0024397934321314096
1725927699.8298435,3620,0.002264270791783929
1725927700.3698366,3621,0.002351020462810993
1725927702.428853,3625,0.00247398903593421
1725927702.930766,3626,0.003010677406564355
1725927703.929217,3628,0.002575123682618141
1725927705.488721,3631,0.0025337394326925278
1725927708.0691688,3636,0.002320094034075737
1725927709.5999207,3639,0.0025410670787096024
1725927712.2030864,3644,0.002300451509654522
1725927712.7212718,3645,0.0023348405957221985
1725927716.4297454,3652,0.002268423093482852
1725927717.4336116,3654,0.002274759579449892
1725927717.956477,3655,0.0022980484645813704
1725927724.2433968,3667,0.002359739737585187
1725927724.776279,3668,0.002413395792245865
1725927725.8190577,3670,0.0023525990545749664
1725927731.1191983,3680,0.002404630184173584
1725927732.2028396,3682,0.0023195534013211727
1725927733.7493234,3685,0.002372422255575657
1725927735.7860427,3689,0.0023267052602022886
1725927737.3685129,3692,0.0022883410565555096
1725927740.0071993,3697,0.0024107354693114758
1725927741.0116503,3699,0.0024504810571670532
1725927741.5176961,3700,0.0022665709257125854
1725927742.461816,3701,0.002222227631136775
1725927743.4696097,3703,0.002287378301844001
1725927747.0472918,3710,0.002226070035248995
1725927748.656998,3713,0.0023518363013863564
1725927749.1656542,3714,0.002302869688719511
1725927750.7292485,3717,0.002417922718450427
1725927752.8374863,3721,0.0022488266695290804
1725927753.8631027,3723,0.0024643789511173964
1725927755.9041498,3727,0.0024277116172015667
1725927757.4002619,3730,0.0023062783293426037
1725927758.9648523,3733,0.0023471543099731207
1725927760.4954402,3736,0.002383950399234891
1725927761.491241,3738,0.0023443419486284256
1725927765.6624098,3746,0.0024902622681111097
1725927767.6634629,3750,0.0023259930312633514
1725927768.7031646,3752,0.002327032620087266
1725927769.720914,3754,0.002322484040632844
1725927770.2225604,3755,0.0022858043666929007
1725927771.754014,3758,0.00229091988876462
1725927772.2471576,3759,0.002355753444135189
1725927773.8049507,3762,0.002234844956547022
1725927775.890537,3766,0.002280106069520116
1725927779.542599,3773,0.0023450569715350866
1725927781.045754,3776,0.002234498504549265
1725927782.0652075,3778,0.002267182106152177
1725927783.6200988,3781,0.0024007391184568405
1725927793.5191908,3800,0.002358948579058051
1725927794.4503787,3801,0.002313414355739951
1725927797.0288515,3806,0.002340756356716156
1725927797.5408287,3807,0.0024152141995728016
1725927800.1687922,3812,0.002307886490598321
1725927801.7031648,3815,0.0024783811531960964
1725927802.204782,3816,0.0022658237721771
1725927802.7117,3817,0.002257654909044504
1725927803.7083108,3819,0.0023746476508677006
1725927805.2391498,3822,0.0023383644875139
1725927806.7923605,3825,0.0024975058622658253
1725927807.2936254,3826,0.0022052668500691652
1725927807.814553,3827,0.0023440937511622906
1725927808.825963,3829,0.00224164966493845
1725927809.9347637,3831,0.002315833931788802
1725927811.9649322,3835,0.0023246677592396736
1725927812.9767861,3837,0.002267270814627409
1725927814.032251,3839,0.0021523162722587585
1725927816.6142168,3844,0.0022193510085344315
1725927818.63006,3848,0.002373054623603821
1725927819.1339514,3849,0.0022737071849405766
1725927820.7109141,3852,0.002374316332861781
1725927823.2576072,3857,0.0022163917310535908
1725927826.4553518,3863,0.0022037469316273928
1725927827.4588425,3865,0.002317780163139105
1725927830.0144763,3870,0.0023295292630791664
1725927830.5523884,3871,0.0023429098073393106
1725927835.5806494,3881,0.002691196510568261
1725927837.5810258,3885,0.0024149613454937935
1725927839.6199346,3889,0.002311596181243658
1725927840.677183,3891,0.002310411771759391
1725927841.679801,3893,0.0022402696777135134
1725927842.6830533,3895,0.002326749498024583
1725927847.114656,3903,0.002253131475299597
1725927848.1246352,3905,0.002165161306038499
1725927849.1467977,3907,0.0022785523906350136
1725927849.6541207,3908,0.002551831305027008
1725927850.151394,3909,0.002235377673059702
1725927850.6890514,3910,0.002268428448587656
1725927853.2361915,3915,0.0023163934238255024
1725927854.279752,3917,0.0022902574855834246
1725927855.7821019,3920,0.002152541885152459
1725927857.8438025,3924,0.002221736591309309
1725927858.8570583,3926,0.0022621050011366606
1725927859.3635361,3927,0.002206990960985422
1725927859.8690321,3928,0.002281998749822378
1725927861.5018153,3931,0.0023275320418179035
1725927864.6120481,3937,0.0022729437332600355
1725927865.1178005,3938,0.002208014950156212
1725927866.1307118,3940,0.002193799940869212
1725927867.6892989,3943,0.002274419879540801
1725927868.7010753,3945,0.00225303927436471
1725927869.2111275,3946,0.002163620200008154
1725927869.7197483,3947,0.00227701966650784
1725927870.2160602,3948,0.0022249368485063314
1725927870.709727,3949,0.002287277951836586
1725927871.20235,3950,0.0023038992658257484
1725927872.8370209,3953,0.002264805603772402
1725927876.3634202,3960,0.002329364651814103
1725927878.9772747,3965,0.0021322770044207573
1725927879.980951,3967,0.0023937176447361708
1725927883.5477831,3974,0.002236725063994527
1725927884.0530922,3975,0.002205569762736559
1725927884.5571756,3976,0.002130355453118682
1725927885.065997,3977,0.00218905764631927
1725927885.5668502,3978,0.002155708149075508
1725927888.151307,3983,0.0022222879342734814
1725927890.2283022,3987,0.0022252656053751707
1725927890.7505908,3988,0.002147135091945529
1725927891.2559857,3989,0.0021834748331457376
1725927891.7690773,3990,0.0023742164485156536
1725927892.3102183,3991,0.002376729156821966
1725927893.3191688,3993,0.0023517352528870106
1725927894.8678591,3996,0.002192349871620536
1725927895.375929,3997,0.002284848364070058
1725927896.8980196,4000,0.0023373649455606937
1725927899.8227055,4005,0.0021436624228954315
1725927900.3218007,4006,0.002180132083594799
1725927901.3531895,4008,0.002254948951303959
1725927902.3759706,4010,0.00220745918340981
1725927903.4275806,4012,0.00233012274838984
1725927904.4712365,4014,0.002324270084500313
1725927906.506051,4018,0.002126858336851001
1725927910.1522725,4025,0.0022562353406101465
1725927911.161928,4027,0.002241726266220212
1725927911.668013,4028,0.0020915737841278315
1725927913.775997,4032,0.0021548073273152113
1725927915.862262,4036,0.002087509958073497
1725927917.8631706,4040,0.0020988560281693935
1725927918.9088004,4042,0.0022440769243985415
1725927922.9909568,4050,0.0021502620074898005
1725927924.5670435,4053,0.002181143034249544
1725927925.0804195,4054,0.002242451999336481
1725927928.7787716,4061,0.002239600056782365
1725927929.295194,4062,0.0021561644971370697
1725927929.8110542,4063,0.0021018788684159517
1725927930.8488243,4065,0.0022376663982868195
1725927931.8896444,4067,0.0022441355977207422
1725927934.0474446,4071,0.0021570324897766113
1725927935.0877752,4073,0.002272276906296611
1725927935.6050124,4074,0.0022756352555006742
1725927937.145743,4077,0.0021587302908301353
1725927937.661858,4078,0.002143336459994316
1725927938.1709507,4079,0.002219690941274166
1725927938.695842,4080,0.002200939692556858
1725927939.2745838,4081,0.0022533449809998274
1725927942.8697643,4088,0.002241025911644101
1725927944.9293625,4092,0.0021331333555281162
1725927946.4625869,4095,0.002257584361359477
1725927947.4838827,4097,0.002300973515957594
1725927948.4983685,4099,0.002141072880476713
1725927949.001663,4100,0.0022815519478172064
1725927953.6087465,4108,0.0021888252813369036
1725927954.13157,4109,0.0021840217523276806
1725927956.743834,4114,0.002231357153505087
1725927959.3136268,4119,0.002108935499563813
1725927959.823979,4120,0.0022498471662402153
1725927960.3766315,4121,0.0021120463497936726
1725927961.386701,4123,0.0020387775730341673
1725927962.4295208,4125,0.002158429240807891
1725927963.4478266,4127,0.0022368459030985832
1725927963.9769125,4128,0.0022142776288092136
1725927966.0520332,4132,0.0022088007535785437
1725927969.5929804,4139,0.0020552517380565405
1725927970.6370163,4141,0.0021449164487421513
1725927973.7625687,4147,0.0022069283295422792
1725927974.2766345,4148,0.002196235116571188
1725927976.9472106,4153,0.0021706726402044296
1725927977.4801943,4154,0.0020771753042936325
1725927977.9939911,4155,0.0021940588485449553
1725927978.5068653,4156,0.0021748733706772327
1725927979.0137196,4157,0.0021522040478885174
1725927980.0372767,4159,0.0021630118135362864
1725927983.0999706,4165,0.002172081498429179
1725927983.6260474,4166,0.0023126956075429916
1725927984.124162,4167,0.0022274001967161894
1725927984.6240304,4168,0.00224819453433156
1725927985.1226199,4169,0.002228250028565526
1725927987.1796126,4173,0.002218071138486266
1725927990.2355032,4179,0.0022954728920012712
1725927993.305967,4185,0.0022466627415269613
1725927994.3818278,4187,0.0021621861960738897
1725927995.382204,4189,0.002149216365069151
1725927995.9034774,4190,0.0020949027966707945
1725927996.44717,4191,0.00202199537307024
1725927996.9555843,4192,0.0021615875884890556
1725927997.475766,4193,0.0021575000137090683
1725927997.9823892,4194,0.0020031246822327375
1725928000.6184201,4199,0.0020889181178063154
1725928002.0720813,4201,0.002249786164611578
1725928002.608407,4202,0.0022480024490505457
1725928003.1126845,4203,0.002107705920934677
1725928003.624243,4204,0.002212561434134841
1725928005.1346078,4207,0.002083835657685995
1725928005.6421998,4208,0.0020976457744836807
1725928006.142259,4209,0.002079332247376442
1725928008.247152,4213,0.002122312318533659
1725928008.7696698,4214,0.0021134258713573217
1725928010.2858937,4217,0.0020918201189488173
1725928010.8038695,4218,0.0022805186454206705
1725928011.3304994,4219,0.0023434998001903296
1725928013.4172602,4223,0.002129595261067152
1725928014.440713,4225,0.0021456535905599594
1725928015.4409914,4227,0.0020864459220319986
1725928016.4588015,4229,0.0023867187555879354
1725928016.969698,4230,0.0022973574232310057
1725928017.509638,4231,0.0022654898930341005
1725928018.0158136,4232,0.0021669359412044287
1725928018.5097024,4233,0.002178207505494356
1725928019.0022087,4234,0.0020752649288624525
1725928020.0077531,4236,0.0022340004798024893
1725928022.0782886,4240,0.0020391372963786125
1725928024.6812308,4245,0.0020805473905056715
1725928026.2497938,4248,0.002255682833492756
1725928026.790271,4249,0.002261946676298976
1725928028.3982608,4252,0.0020926205907016993
1725928029.4152303,4254,0.0021444163285195827
1725928030.915565,4257,0.002192186890169978
1725928031.939773,4259,0.0022372985258698463
1725928033.489531,4262,0.0021920613944530487
1725928034.0017533,4263,0.0022167644929140806
1725928035.5262682,4266,0.002208007499575615
1725928036.0262108,4267,0.002199647482484579
1725928036.528973,4268,0.0022433430422097445
1725928037.0312052,4269,0.002156795933842659
1725928037.5499067,4270,0.0022136287298053503
1725928038.6178105,4272,0.0021363815758377314
1725928041.189232,4277,0.002398816868662834
1725928042.1985812,4279,0.00222209794446826
1725928042.734824,4280,0.0021454235538840294
1725928044.2948084,4283,0.00218982039950788
1725928045.3017287,4285,0.002131623448804021
1725928045.8172562,4286,0.0021203572396188974
1725928046.3212857,4287,0.0021598751191049814
1725928046.824206,4288,0.0020643442403525114
1725928047.3419302,4289,0.002138783223927021
1725928048.382727,4291,0.0021115653216838837
1725928049.403587,4293,0.002064733300358057
1725928049.9295993,4294,0.0020667361095547676
1725928050.953173,4296,0.0021107757929712534
1725928052.022652,4298,0.0022484438959509134
1725928052.5392888,4299,0.0021205125376582146
1725928053.0403976,4300,0.0022162420209497213
1725928054.9584255,4303,0.0021158838644623756
1725928055.4610317,4304,0.002074964577332139
1725928056.0318415,4305,0.0021530967205762863
1725928057.0670276,4307,0.002252426231279969
1725928059.1230037,4311,0.002055068500339985
1725928059.6348822,4312,0.0020975221414119005
1725928060.143934,4313,0.0022109639830887318
1725928060.6620333,4314,0.002030780538916588
1725928061.196861,4315,0.002112767193466425
1725928061.7038,4316,0.002104218816384673
1725928062.2117414,4317,0.0021342711988836527
1725928063.238014,4319,0.002234615385532379
1725928064.3194103,4321,0.0021487220656126738
1725928064.835858,4322,0.0022284784354269505
1725928065.3349617,4323,0.002170026767998934
1725928067.8355334,4328,0.002129209693521261
1725928068.3328533,4329,0.002241518348455429
1725928069.893693,4332,0.002113588619977236
1725928071.9158006,4336,0.002142304088920355
1725928072.4172454,4337,0.002159323776140809
1725928072.933382,4338,0.0022259417455643415
1725928073.4351323,4339,0.0021239398047327995
1725928074.9904368,4342,0.002195484470576048
1725928076.5649388,4345,0.0021980381570756435
1725928077.1042674,4346,0.002079559722915292
1725928078.1162066,4348,0.0020542286802083254
1725928079.129945,4350,0.002321682870388031
1725928079.680633,4351,0.002079279627650976
1725928080.7009072,4353,0.0020933535415679216
1725928081.2039466,4354,0.002091508824378252
1725928081.7281802,4355,0.0021085164044052362
1725928082.7494524,4357,0.0019811205565929413
1725928084.2643232,4360,0.0021530711092054844
1725928084.8135357,4361,0.0021128130611032248
1725928085.3142326,4362,0.002131363144144416
1725928088.3195283,4368,0.002059231512248516
1725928088.837532,4369,0.0021051792427897453
1725928090.433206,4372,0.0021538431756198406
1725928091.4637175,4374,0.0022083811927586794
1725928091.9661317,4375,0.002197162713855505
1725928097.0429459,4385,0.002114467089995742
1725928097.541361,4386,0.0020046094432473183
1725928098.546014,4388,0.001980794360861182
1725928099.5603843,4390,0.0022048240061849356
1725928101.6526158,4394,0.002061468316242099
1725928102.1887603,4395,0.002041593426838517
1725928102.7112696,4396,0.002057173289358616
1725928104.737081,4400,0.002146233571693301
1725928105.6714501,4401,0.00212925486266613
1725928106.6895456,4403,0.0021266089752316475
1725928110.8846753,4411,0.0021891100332140923
1725928111.4070063,4412,0.0021434645168483257
1725928112.975099,4415,0.0020993712823837996
1725928113.5227304,4416,0.002089511603116989
1725928115.6059475,4420,0.0020590550266206264
1725928116.6761484,4422,0.002088546985760331
1725928117.241825,4423,0.002069478388875723
1725928118.2822878,4425,0.0020362637005746365
1725928118.8023849,4426,0.002153711160644889
1725928120.3303685,4429,0.0020382627844810486
1725928120.8395107,4430,0.002078641438856721
1725928122.4537165,4433,0.0021533973049372435
1725928122.9634469,4434,0.002128520980477333
1725928123.475458,4435,0.002030216855928302
1725928124.5057225,4437,0.002192594576627016
1725928125.0254133,4438,0.0020117938984185457
1725928125.545883,4439,0.002148733241483569
1725928129.2825987,4446,0.0020129557233303785
1725928130.3078578,4448,0.002232305007055402
1725928130.8209653,4449,0.0021308865398168564
1725928132.4365084,4452,0.0020714427810162306
1725928132.9518712,4453,0.0020654257386922836
1725928136.0371923,4459,0.002029287861660123
1725928136.5455039,4460,0.0019504963420331478
1725928137.0974114,4461,0.00213204906322062
1725928138.1487834,4463,0.002031642012298107
1725928139.196087,4465,0.0020703512709587812
1725928140.256024,4467,0.001990894554182887
1725928140.7851498,4468,0.0022206923458725214
1725928143.4184794,4473,0.002115046139806509
1725928144.4576826,4475,0.0020259106531739235
1725928144.9768934,4476,0.002096785930916667
1725928145.4993935,4477,0.0021621326450258493
1725928146.0127447,4478,0.002305121161043644
1725928146.5224824,4479,0.0020464726258069277
1725928147.5786924,4481,0.0020218458957970142
1725928148.0872033,4482,0.0019601117819547653
1725928149.1197011,4484,0.0021805865690112114
1725928149.643426,4485,0.002082300838083029
1725928150.1620555,4486,0.0020243802573531866
1725928150.6867197,4487,0.0020976129453629255
1725928151.7413225,4489,0.0020934557542204857
1725928152.2539911,4490,0.0020927716977894306
1725928153.3177288,4492,0.0019475241424515843
1725928153.835464,4493,0.002080457052215934
1725928154.3402972,4494,0.002078290795907378
1725928155.3605711,4496,0.001989030744880438
1725928155.8712013,4497,0.002075834898278117
1725928156.3758352,4498,0.0021171618718653917
1725928157.4111125,4500,0.002044851891696453
1725928158.3184552,4501,0.0021002329885959625
1725928158.832361,4502,0.002047572983428836
1725928159.3483007,4503,0.002002021297812462
1725928160.3823133,4505,0.0020992993377149105
1725928160.8964295,4506,0.002062551910057664
1725928163.5054133,4511,0.0021074519027024508
1725928165.0630953,4514,0.0020031521562486887
1725928165.5699506,4515,0.0020612108055502176
1725928166.0923061,4516,0.0020493152551352978
1725928166.611059,4517,0.0021530420053750277
1725928167.1246903,4518,0.0020305856596678495
1725928167.6342895,4519,0.0020922685507684946
1725928168.1417408,4520,0.002017701743170619
1725928169.7123008,4523,0.002107657492160797
1725928170.2101934,4524,0.0019709153566509485
1725928170.7148902,4525,0.002078058896586299
1725928171.729666,4527,0.0020473303738981485
1725928173.2811005,4530,0.0019526287214830518
1725928173.8593535,4531,0.0021393275819718838
1725928174.3615472,4532,0.0019733773078769445
1725928174.866645,4533,0.002060703234747052
1725928175.377026,4534,0.001974213169887662
1725928175.8904963,4535,0.001993452198803425
1725928176.4061182,4536,0.0021427737083286047
1725928176.9284842,4537,0.0020670583471655846
1725928177.4634237,4538,0.0019938815385103226
1725928178.4617524,4540,0.002043678890913725
1725928179.0883515,4541,0.002070446265861392
1725928180.105406,4543,0.0020112667698413134
1725928181.1268237,4545,0.002053032862022519
1725928183.190772,4549,0.0019160364754498005
1725928183.7029574,4550,0.002147781429812312
1725928184.7838898,4552,0.002073391107842326
1725928185.2938044,4553,0.0021112211979925632
1725928185.8083239,4554,0.002114352537319064
1725928186.8473885,4556,0.002076577628031373
1725928187.3688302,4557,0.002027857815846801
1725928190.0917966,4562,0.0019662799313664436
1725928190.5997603,4563,0.002074106130748987
1725928191.1092255,4564,0.002001700922846794
1725928192.1354887,4566,0.0019333463860675693
1725928193.1539087,4568,0.0019508658442646265
1725928194.167595,4570,0.0020530526526272297
1725928194.7220755,4571,0.002012785291299224
1725928195.3344395,4572,0.002094276249408722
