,lon_rounded_up,lat_rounded_up,date,chlor_a
0,-95,-10,2008-03-13 00:25:01+00:00,0.14593368724865072
1,-95,-5,2008-03-13 00:25:01+00:00,0.16942573902256128
2,-95,0,2008-03-13 00:25:01+00:00,0.16229491492739548
3,-95,5,2008-03-13 00:25:01+00:00,0.1767041195552249
4,-95,10,2008-03-13 00:25:01+00:00,0.2218516428855142
5,-95,15,2008-03-13 00:25:01+00:00,0.3957461367191317
6,-95,20,2008-03-13 00:25:01+00:00,1.181226764755782
7,-95,25,2008-03-13 00:25:01+00:00,0.7162577501777779
8,-95,30,2008-03-13 00:25:01+00:00,1.634132472368387
9,-95,35,2008-03-13 00:25:01+00:00,
10,-90,-10,2008-03-13 00:25:01+00:00,0.16265847725862706
11,-90,-5,2008-03-13 00:25:01+00:00,0.17479732458664077
12,-90,0,2008-03-13 00:25:01+00:00,0.18746883297717146
13,-90,5,2008-03-13 00:25:01+00:00,0.17689834737489005
14,-90,10,2008-03-13 00:25:01+00:00,0.26297673421189494
15,-90,15,2008-03-13 00:25:01+00:00,0.3653331491545107
16,-90,20,2008-03-13 00:25:01+00:00,1.2892517258155913
17,-90,25,2008-03-13 00:25:01+00:00,
18,-90,30,2008-03-13 00:25:01+00:00,
19,-90,35,2008-03-13 00:25:01+00:00,9.1197425365448
20,-85,-10,2008-03-13 00:25:01+00:00,0.1994037463152704
21,-85,-5,2008-03-13 00:25:01+00:00,0.1882644053437797
22,-85,0,2008-03-13 00:25:01+00:00,0.19426644184785924
23,-85,5,2008-03-13 00:25:01+00:00,0.1673267912684065
24,-85,10,2008-03-13 00:25:01+00:00,
25,-85,15,2008-03-13 00:25:01+00:00,
26,-85,20,2008-03-13 00:25:01+00:00,0.1264684997977467
27,-85,25,2008-03-13 00:25:01+00:00,0.13353511276736593
28,-85,30,2008-03-13 00:25:01+00:00,0.40233921758114655
29,-85,35,2008-03-13 00:25:01+00:00,1.2091787308454514
30,-80,-10,2008-03-13 00:25:01+00:00,
31,-80,-5,2008-03-13 00:25:01+00:00,1.0231365195270312
32,-80,0,2008-03-13 00:25:01+00:00,0.7491647775802347
33,-80,5,2008-03-13 00:25:01+00:00,0.21726518532015243
34,-80,10,2008-03-13 00:25:01+00:00,0.3733359952476412
35,-80,15,2008-03-13 00:25:01+00:00,0.17791662612733872
36,-80,20,2008-03-13 00:25:01+00:00,0.08435756730283893
37,-80,25,2008-03-13 00:25:01+00:00,0.5422142199668213
38,-80,30,2008-03-13 00:25:01+00:00,1.320539125194274
39,-80,35,2008-03-13 00:25:01+00:00,2.4438025631043354
40,-75,-10,2008-03-13 00:25:01+00:00,0.8531209292148587
41,-75,-5,2008-03-13 00:25:01+00:00,1.6496682055294514
42,-75,0,2008-03-13 00:25:01+00:00,
43,-75,5,2008-03-13 00:25:01+00:00,
44,-75,10,2008-03-13 00:25:01+00:00,
45,-75,15,2008-03-13 00:25:01+00:00,0.1276134176711951
46,-75,20,2008-03-13 00:25:01+00:00,0.06784478775956847
47,-75,25,2008-03-13 00:25:01+00:00,0.6416562034233713
48,-75,30,2008-03-13 00:25:01+00:00,0.21104431738609047
49,-75,35,2008-03-13 00:25:01+00:00,0.4328248895748257
50,-70,-10,2008-03-13 00:25:01+00:00,
51,-70,-5,2008-03-13 00:25:01+00:00,
52,-70,0,2008-03-13 00:25:01+00:00,
53,-70,5,2008-03-13 00:25:01+00:00,
54,-70,10,2008-03-13 00:25:01+00:00,
55,-70,15,2008-03-13 00:25:01+00:00,0.3079351711679589
56,-70,20,2008-03-13 00:25:01+00:00,0.20129877203382837
57,-70,25,2008-03-13 00:25:01+00:00,0.05321054131425004
58,-70,30,2008-03-13 00:25:01+00:00,0.051031226920397875
59,-70,35,2008-03-13 00:25:01+00:00,0.17473608075195682
60,-65,-10,2008-03-13 00:25:01+00:00,
61,-65,-5,2008-03-13 00:25:01+00:00,
62,-65,0,2008-03-13 00:25:01+00:00,
63,-65,5,2008-03-13 00:25:01+00:00,
64,-65,10,2008-03-13 00:25:01+00:00,
65,-65,15,2008-03-13 00:25:01+00:00,0.1825426410508456
66,-65,20,2008-03-13 00:25:01+00:00,0.20325243428548995
67,-65,25,2008-03-13 00:25:01+00:00,0.044249697898173505
68,-65,30,2008-03-13 00:25:01+00:00,0.02857757811076366
69,-65,35,2008-03-13 00:25:01+00:00,0.1510512201941057
70,-60,-10,2008-03-13 00:25:01+00:00,
71,-60,-5,2008-03-13 00:25:01+00:00,
72,-60,0,2008-03-13 00:25:01+00:00,
73,-60,5,2008-03-13 00:25:01+00:00,
74,-60,10,2008-03-13 00:25:01+00:00,
75,-60,15,2008-03-13 00:25:01+00:00,0.12165058633455864
76,-60,20,2008-03-13 00:25:01+00:00,0.05462346758751277
77,-60,25,2008-03-13 00:25:01+00:00,0.03670885673202916
78,-60,30,2008-03-13 00:25:01+00:00,0.029568702514557687
79,-60,35,2008-03-13 00:25:01+00:00,0.1449574256396812
80,-55,-10,2008-03-13 00:25:01+00:00,
81,-55,-5,2008-03-13 00:25:01+00:00,
82,-55,0,2008-03-13 00:25:01+00:00,0.7140590846538544
83,-55,5,2008-03-13 00:25:01+00:00,
84,-55,10,2008-03-13 00:25:01+00:00,
85,-55,15,2008-03-13 00:25:01+00:00,0.10698004812002182
86,-55,20,2008-03-13 00:25:01+00:00,0.054102414445064605
87,-55,25,2008-03-13 00:25:01+00:00,0.0391415510421504
88,-55,30,2008-03-13 00:25:01+00:00,0.03400494185536428
89,-55,35,2008-03-13 00:25:01+00:00,0.0957947808458685
90,-50,-10,2008-03-13 00:25:01+00:00,
91,-50,-5,2008-03-13 00:25:01+00:00,
92,-50,0,2008-03-13 00:25:01+00:00,
93,-50,5,2008-03-13 00:25:01+00:00,
94,-50,10,2008-03-13 00:25:01+00:00,
95,-50,15,2008-03-13 00:25:01+00:00,0.13000251486515388
96,-50,20,2008-03-13 00:25:01+00:00,0.04936071178934983
97,-50,25,2008-03-13 00:25:01+00:00,0.03880671368241782
98,-50,30,2008-03-13 00:25:01+00:00,0.03959119449688164
99,-50,35,2008-03-13 00:25:01+00:00,0.15160877893352734
100,-45,-10,2008-03-13 00:25:01+00:00,
101,-45,-5,2008-03-13 00:25:01+00:00,
102,-45,0,2008-03-13 00:25:01+00:00,
103,-45,5,2008-03-13 00:25:01+00:00,0.09370558260269063
104,-45,10,2008-03-13 00:25:01+00:00,0.14215730974473148
105,-45,15,2008-03-13 00:25:01+00:00,0.11825986039657323
106,-45,20,2008-03-13 00:25:01+00:00,0.05612936671782505
107,-45,25,2008-03-13 00:25:01+00:00,0.03837822248632136
108,-45,30,2008-03-13 00:25:01+00:00,0.048093071673849366
109,-45,35,2008-03-13 00:25:01+00:00,0.2344903337088094
110,-40,-10,2008-03-13 00:25:01+00:00,
