,lon_rounded_up,lat_rounded_up,date,chlor_a
0,-95,-10,2016-06-23 00:25:00+00:00,0.07362434654275646
1,-95,-5,2016-06-23 00:25:00+00:00,0.1140259518623352
2,-95,0,2016-06-23 00:25:00+00:00,0.17848551750885472
3,-95,5,2016-06-23 00:25:00+00:00,0.19099549475552938
4,-95,10,2016-06-23 00:25:00+00:00,0.1349610359120984
5,-95,15,2016-06-23 00:25:00+00:00,0.2045344345858076
6,-95,20,2016-06-23 00:25:00+00:00,0.7867622935393853
7,-95,25,2016-06-23 00:25:00+00:00,0.33614765648409234
8,-95,30,2016-06-23 00:25:00+00:00,0.6541180429164837
9,-95,35,2016-06-23 00:25:00+00:00,
10,-90,-10,2016-06-23 00:25:00+00:00,0.10617206669682733
11,-90,-5,2016-06-23 00:25:00+00:00,0.15718970490948392
12,-90,0,2016-06-23 00:25:00+00:00,0.33728653298339323
13,-90,5,2016-06-23 00:25:00+00:00,0.27787640812116265
14,-90,10,2016-06-23 00:25:00+00:00,0.15229214927800913
15,-90,15,2016-06-23 00:25:00+00:00,0.31465687797152114
16,-90,20,2016-06-23 00:25:00+00:00,0.25047601785668183
17,-90,25,2016-06-23 00:25:00+00:00,0.10926689751360608
18,-90,30,2016-06-23 00:25:00+00:00,1.1584453212575139
19,-90,35,2016-06-23 00:25:00+00:00,9.572236312063117
20,-85,-10,2016-06-23 00:25:00+00:00,0.12817209868526167
21,-85,-5,2016-06-23 00:25:00+00:00,0.20591130687316436
22,-85,0,2016-06-23 00:25:00+00:00,0.2840773455185049
23,-85,5,2016-06-23 00:25:00+00:00,0.256594175944596
24,-85,10,2016-06-23 00:25:00+00:00,
25,-85,15,2016-06-23 00:25:00+00:00,
26,-85,20,2016-06-23 00:25:00+00:00,0.11336278021335602
27,-85,25,2016-06-23 00:25:00+00:00,0.10132617374117568
28,-85,30,2016-06-23 00:25:00+00:00,1.0060628789326882
29,-85,35,2016-06-23 00:25:00+00:00,6.841034541293135
30,-80,-10,2016-06-23 00:25:00+00:00,0.3045089840888977
31,-80,-5,2016-06-23 00:25:00+00:00,2.7499381816664408
32,-80,0,2016-06-23 00:25:00+00:00,0.9251348925961389
33,-80,5,2016-06-23 00:25:00+00:00,
34,-80,10,2016-06-23 00:25:00+00:00,0.44801969895881366
35,-80,15,2016-06-23 00:25:00+00:00,0.22901980528751245
36,-80,20,2016-06-23 00:25:00+00:00,0.31954821566497527
37,-80,25,2016-06-23 00:25:00+00:00,0.44892686828970907
38,-80,30,2016-06-23 00:25:00+00:00,0.1490648074017691
39,-80,35,2016-06-23 00:25:00+00:00,
40,-75,-10,2016-06-23 00:25:00+00:00,0.8002991956600454
41,-75,-5,2016-06-23 00:25:00+00:00,2.0447580641252374
42,-75,0,2016-06-23 00:25:00+00:00,
43,-75,5,2016-06-23 00:25:00+00:00,0.6010152101516724
44,-75,10,2016-06-23 00:25:00+00:00,0.7614670582792976
45,-75,15,2016-06-23 00:25:00+00:00,
46,-75,20,2016-06-23 00:25:00+00:00,0.053883644942957235
47,-75,25,2016-06-23 00:25:00+00:00,0.5553287616717675
48,-75,30,2016-06-23 00:25:00+00:00,0.06542415011694634
49,-75,35,2016-06-23 00:25:00+00:00,0.0737950272155773
50,-70,-10,2016-06-23 00:25:00+00:00,1.2673369348049164
51,-70,-5,2016-06-23 00:25:00+00:00,
52,-70,0,2016-06-23 00:25:00+00:00,
53,-70,5,2016-06-23 00:25:00+00:00,
54,-70,10,2016-06-23 00:25:00+00:00,18.710552428532573
55,-70,15,2016-06-23 00:25:00+00:00,1.1293568907901137
56,-70,20,2016-06-23 00:25:00+00:00,0.09174686798468447
57,-70,25,2016-06-23 00:25:00+00:00,0.04504173141513162
58,-70,30,2016-06-23 00:25:00+00:00,0.04066674486102418
59,-70,35,2016-06-23 00:25:00+00:00,0.049775869200070995
60,-65,-10,2016-06-23 00:25:00+00:00,
61,-65,-5,2016-06-23 00:25:00+00:00,
62,-65,0,2016-06-23 00:25:00+00:00,
63,-65,5,2016-06-23 00:25:00+00:00,
64,-65,10,2016-06-23 00:25:00+00:00,
65,-65,15,2016-06-23 00:25:00+00:00,0.1461592511473838
66,-65,20,2016-06-23 00:25:00+00:00,0.21713252562558513
67,-65,25,2016-06-23 00:25:00+00:00,0.03048871802880611
68,-65,30,2016-06-23 00:25:00+00:00,0.032737672595645896
69,-65,35,2016-06-23 00:25:00+00:00,0.03804217326717499
70,-60,-10,2016-06-23 00:25:00+00:00,
71,-60,-5,2016-06-23 00:25:00+00:00,
72,-60,0,2016-06-23 00:25:00+00:00,
73,-60,5,2016-06-23 00:25:00+00:00,
74,-60,10,2016-06-23 00:25:00+00:00,
75,-60,15,2016-06-23 00:25:00+00:00,
76,-60,20,2016-06-23 00:25:00+00:00,0.0728945821505842
77,-60,25,2016-06-23 00:25:00+00:00,0.019484693038162863
78,-60,30,2016-06-23 00:25:00+00:00,0.0216956079758249
79,-60,35,2016-06-23 00:25:00+00:00,0.035635327453134594
80,-55,-10,2016-06-23 00:25:00+00:00,
81,-55,-5,2016-06-23 00:25:00+00:00,
82,-55,0,2016-06-23 00:25:00+00:00,11.992828369140625
83,-55,5,2016-06-23 00:25:00+00:00,17.782228191693623
84,-55,10,2016-06-23 00:25:00+00:00,1.9577475276130896
