,lon_rounded_up,lat_rounded_up,date,chlor_a
0,-95,-10,2024-03-04 00:20:01+00:00,0.09733469996090029
1,-95,-5,2024-03-04 00:20:01+00:00,0.09330930334070454
2,-95,0,2024-03-04 00:20:01+00:00,0.1932550224231223
3,-95,5,2024-03-04 00:20:01+00:00,0.3615393123074329
4,-95,10,2024-03-04 00:20:01+00:00,0.11913044602579902
5,-95,15,2024-03-04 00:20:01+00:00,0.129145795329918
6,-95,20,2024-03-04 00:20:01+00:00,0.29753808604614557
7,-95,25,2024-03-04 00:20:01+00:00,0.13539389510949454
8,-95,30,2024-03-04 00:20:01+00:00,
9,-95,35,2024-03-04 00:20:01+00:00,
10,-90,-10,2024-03-04 00:20:01+00:00,0.10983911882782371
11,-90,-5,2024-03-04 00:20:01+00:00,0.10681575096547603
12,-90,0,2024-03-04 00:20:01+00:00,0.3945129604957663
13,-90,5,2024-03-04 00:20:01+00:00,0.26242128266678494
14,-90,10,2024-03-04 00:20:01+00:00,0.1448797571316639
15,-90,15,2024-03-04 00:20:01+00:00,0.16717190001039736
16,-90,20,2024-03-04 00:20:01+00:00,0.3629640406414644
17,-90,25,2024-03-04 00:20:01+00:00,0.12350266426801682
18,-90,30,2024-03-04 00:20:01+00:00,
19,-90,35,2024-03-04 00:20:01+00:00,
20,-85,-10,2024-03-04 00:20:01+00:00,0.14034487410600305
21,-85,-5,2024-03-04 00:20:01+00:00,0.14827075250437083
22,-85,0,2024-03-04 00:20:01+00:00,0.2577763679126898
23,-85,5,2024-03-04 00:20:01+00:00,0.17239702624151518
24,-85,10,2024-03-04 00:20:01+00:00,0.09246327436488608
25,-85,15,2024-03-04 00:20:01+00:00,
26,-85,20,2024-03-04 00:20:01+00:00,0.13435662128031253
27,-85,25,2024-03-04 00:20:01+00:00,0.11618118353920882
28,-85,30,2024-03-04 00:20:01+00:00,0.15969766080379486
29,-85,35,2024-03-04 00:20:01+00:00,0.4230248973919795
30,-80,-10,2024-03-04 00:20:01+00:00,
31,-80,-5,2024-03-04 00:20:01+00:00,0.721991691324446
32,-80,0,2024-03-04 00:20:01+00:00,0.27301079682150825
33,-80,5,2024-03-04 00:20:01+00:00,0.6249683996978795
34,-80,10,2024-03-04 00:20:01+00:00,0.1922796394458963
35,-80,15,2024-03-04 00:20:01+00:00,0.19428318719571502
36,-80,20,2024-03-04 00:20:01+00:00,0.15192118032350088
37,-80,25,2024-03-04 00:20:01+00:00,0.840047118787426
38,-80,30,2024-03-04 00:20:01+00:00,1.3467127042832385
39,-80,35,2024-03-04 00:20:01+00:00,2.517838324994257
40,-75,-10,2024-03-04 00:20:01+00:00,1.5743616744556825
41,-75,-5,2024-03-04 00:20:01+00:00,2.011429386190426
42,-75,0,2024-03-04 00:20:01+00:00,
43,-75,5,2024-03-04 00:20:01+00:00,0.8924577995095142
