,lon_rounded_up,lat_rounded_up,date,chlor_a
0,-95,-10,2011-02-13 00:10:01+00:00,0.11916035319571158
1,-95,-5,2011-02-13 00:10:01+00:00,0.11564123827046242
2,-95,0,2011-02-13 00:10:01+00:00,0.14303372187031277
3,-95,5,2011-02-13 00:10:01+00:00,0.1502683814478052
4,-95,10,2011-02-13 00:10:01+00:00,0.2995525896549225
5,-95,15,2011-02-13 00:10:01+00:00,0.5683945079905945
6,-95,20,2011-02-13 00:10:01+00:00,0.6665233738966226
7,-95,25,2011-02-13 00:10:01+00:00,0.590105596494232
8,-95,30,2011-02-13 00:10:01+00:00,2.002603586664591
9,-95,35,2011-02-13 00:10:01+00:00,29.736915588378906
10,-90,-10,2011-02-13 00:10:01+00:00,
11,-90,-5,2011-02-13 00:10:01+00:00,0.17485294939534177
12,-90,0,2011-02-13 00:10:01+00:00,0.18981391750612914
13,-90,5,2011-02-13 00:10:01+00:00,0.16421219060087905
14,-90,10,2011-02-13 00:10:01+00:00,0.8293618439852675
15,-90,15,2011-02-13 00:10:01+00:00,0.6183745805077352
16,-90,20,2011-02-13 00:10:01+00:00,1.3532016254859427
17,-90,25,2011-02-13 00:10:01+00:00,0.27558283836511294
18,-90,30,2011-02-13 00:10:01+00:00,1.1646525599161783
19,-90,35,2011-02-13 00:10:01+00:00,12.24495792388916
20,-85,-10,2011-02-13 00:10:01+00:00,0.18819403108990726
21,-85,-5,2011-02-13 00:10:01+00:00,0.21099806017360312
22,-85,0,2011-02-13 00:10:01+00:00,0.196928091205088
23,-85,5,2011-02-13 00:10:01+00:00,0.18073797083281457
24,-85,10,2011-02-13 00:10:01+00:00,1.0104750487208367
25,-85,15,2011-02-13 00:10:01+00:00,1.4978446029078327
26,-85,20,2011-02-13 00:10:01+00:00,
27,-85,25,2011-02-13 00:10:01+00:00,0.25855028468209346
28,-85,30,2011-02-13 00:10:01+00:00,1.2759920114631853
29,-85,35,2011-02-13 00:10:01+00:00,5.235825883017646
